game;Accurate passes_away_1ST;Accurate passes_away_2ND;Accurate passes_away_ALL;Accurate passes_home_1ST;Accurate passes_home_2ND;Accurate passes_home_ALL;Aerials won_away_1ST;Aerials won_away_2ND;Aerials won_away_ALL;Aerials won_home_1ST;Aerials won_home_2ND;Aerials won_home_ALL;Ball possession_away_1ST;Ball possession_away_2ND;Ball possession_away_ALL;Ball possession_home_1ST;Ball possession_home_2ND;Ball possession_home_ALL;Big chances missed_away_1ST;Big chances missed_away_2ND;Big chances missed_away_ALL;Big chances missed_home_1ST;Big chances missed_home_2ND;Big chances missed_home_ALL;Big chances_away_1ST;Big chances_away_2ND;Big chances_away_ALL;Big chances_home_1ST;Big chances_home_2ND;Big chances_home_ALL;Blocked shots_away_1ST;Blocked shots_away_2ND;Blocked shots_away_ALL;Blocked shots_home_1ST;Blocked shots_home_2ND;Blocked shots_home_ALL;Clearances_away_1ST;Clearances_away_2ND;Clearances_away_ALL;Clearances_home_1ST;Clearances_home_2ND;Clearances_home_ALL;Corner kicks_away_1ST;Corner kicks_away_2ND;Corner kicks_away_ALL;Corner kicks_home_1ST;Corner kicks_home_2ND;Corner kicks_home_ALL;Counter attacks_away_1ST;Counter attacks_away_2ND;Counter attacks_away_ALL;Counter attacks_home_1ST;Counter attacks_home_2ND;Counter attacks_home_ALL;Crosses_away_1ST;Crosses_away_2ND;Crosses_away_ALL;Crosses_home_1ST;Crosses_home_2ND;Crosses_home_ALL;Dribbles_away_1ST;Dribbles_away_2ND;Dribbles_away_ALL;Dribbles_home_1ST;Dribbles_home_2ND;Dribbles_home_ALL;Duels won_away_1ST;Duels won_away_2ND;Duels won_away_ALL;Duels won_home_1ST;Duels won_home_2ND;Duels won_home_ALL;Fouls_away_ALL;Fouls_home_ALL;Goalkeeper saves_away_1ST;Goalkeeper saves_away_2ND;Goalkeeper saves_away_ALL;Goalkeeper saves_home_1ST;Goalkeeper saves_home_2ND;Goalkeeper saves_home_ALL;Hit woodwork_away_1ST;Hit woodwork_away_2ND;Hit woodwork_away_ALL;Hit woodwork_home_1ST;Hit woodwork_home_2ND;Hit woodwork_home_ALL;Interceptions_away_1ST;Interceptions_away_2ND;Interceptions_away_ALL;Interceptions_home_1ST;Interceptions_home_2ND;Interceptions_home_ALL;Long balls_away_1ST;Long balls_away_2ND;Long balls_away_ALL;Long balls_home_1ST;Long balls_home_2ND;Long balls_home_ALL;Offsides_away_1ST;Offsides_away_2ND;Offsides_away_ALL;Offsides_home_1ST;Offsides_home_2ND;Offsides_home_ALL;Passes_away_1ST;Passes_away_2ND;Passes_away_ALL;Passes_home_1ST;Passes_home_2ND;Passes_home_ALL;Possession lost_away_1ST;Possession lost_away_2ND;Possession lost_away_ALL;Possession lost_home_1ST;Possession lost_home_2ND;Possession lost_home_ALL;Red cards_away_1ST;Red cards_away_2ND;Red cards_away_ALL;Red cards_home_1ST;Red cards_home_2ND;Red cards_home_ALL;Shots inside box_away_1ST;Shots inside box_away_2ND;Shots inside box_away_ALL;Shots inside box_home_1ST;Shots inside box_home_2ND;Shots inside box_home_ALL;Shots off target_away_1ST;Shots off target_away_2ND;Shots off target_away_ALL;Shots off target_home_1ST;Shots off target_home_2ND;Shots off target_home_ALL;Shots on target_away_1ST;Shots on target_away_2ND;Shots on target_away_ALL;Shots on target_home_1ST;Shots on target_home_2ND;Shots on target_home_ALL;Shots outside box_away_1ST;Shots outside box_away_2ND;Shots outside box_away_ALL;Shots outside box_home_1ST;Shots outside box_home_2ND;Shots outside box_home_ALL;Tackles_away_1ST;Tackles_away_2ND;Tackles_away_ALL;Tackles_home_1ST;Tackles_home_2ND;Tackles_home_ALL;Total shots_away_1ST;Total shots_away_2ND;Total shots_away_ALL;Total shots_home_1ST;Total shots_home_2ND;Total shots_home_ALL;Yellow cards_away_1ST;Yellow cards_away_2ND;Yellow cards_away_ALL;Yellow cards_home_1ST;Yellow cards_home_2ND;Yellow cards_home_ALL;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
MUN X BOU 2018-12-30;133 (80%);151 (80%);284 (80%);292 (91%);326 (91%);618 (91%);5;6;11;7;4;11;35%;36%;36%;65%;64%;64%;0;0;0;0;2;2;1;0;1;3;3;6;0;2;2;1;2;3;12;7;19;12;8;20;4;1;5;2;2;4;;;;;;;1/8 (13%);1/5 (20%);2/13 (15%);2/7 (29%);0/4 (0%);2/11 (18%);4/7 (57%);2/7 (29%);6/14 (42%);4/6 (67%);3/6 (50%);7/12 (58%);16;19;35;21;16;37;7;10;1;3;4;2;0;2;0;0;0;0;1;1;3;2;5;6;1;7;7/21 (33%);10/23 (43%);17/44 (39%);13/22 (59%);20/32 (63%);33/54 (61%);0;0;0;3;3;6;166;189;355;322;359;681;;;115;;;107;0;0;0;0;1;1;3;1;4;4;5;9;1;1;2;0;0;0;3;0;3;4;4;8;1;2;3;1;1;2;3;5;8;6;6;12;4;3;7;5;6;11;0;0;0;1;1;2;1;2018-12-30;8;7;-7;-12;-2;6;52;35;23;15;38;22;14;-20;-5;-28;-23;-9;-43;-13;-1;5;28;6;11;14;-8;65;28;7;-30;-22;-43;18;-16;27;31;25;21;5;-36.0;-4;-15;-20;-10;12;8;12;7;4;2;11;10;11;26;20;45;18;13;12;26;18;13;22;74;46;-32;25;-4;-1;-2;74;47;29;20;45;65;56;20;29;24;10;10;12;29;-23;-3;-3;-2;12;-3.0;-7.0;4;14:30:00;1;BOU;MUN
EVE X LEI 2019-01-01;137 (67%);104 (64%);241 (66%);189 (74%);200 (74%);389 (74%);18;13;31;21;11;32;45%;37%;41%;55%;63%;59%;;;;;;;0;1;1;0;0;0;1;0;1;2;6;8;15;19;34;9;4;13;3;2;5;1;5;6;0;1;1;0;0;0;2/5 (40%);1/8 (13%);3/13 (23%);2/10 (20%);5/20 (25%);7/30 (23%);10/13 (77%);6/9 (67%);16/22 (73%);2/12 (17%);4/6 (67%);6/18 (33%);45;33;78;39;23;62;8;5;0;2;2;2;1;3;0;0;0;1;0;1;9;4;13;8;4;12;9/33 (27%);16/44 (36%);25/77 (32%);17/29 (59%);18/36 (50%);35/65 (54%);0;2;2;0;1;1;204;162;366;255;270;525;;;195;;;218;;;;;;;3;1;4;5;9;14;3;0;3;4;3;7;2;2;4;0;2;2;3;1;4;1;2;3;16;10;26;12;6;18;6;2;8;6;11;17;0;1;1;0;3;3;1;2019-01-01;6;12;7;18;12;5;7;23;-26;-8;-5;8;4;5;-14;9;9;4;33;24;-30;-11;6;-4;6;33;23;45;35;25;17;6;-5;4;-2;-13;-89;-65;-36;-21;;55;30;19;3;4;1;-2;-17;-8;4;16;17;50;34;-27;1;6;6;54;39;29;35;24;43;21;16;2;22;11;-17;-18;53;35;79;48;35;43;9;-55;-21;-16;-13;-12;-3;10;17;17;9;20;-12.0;-3.0;0;10:30:00;-1;LEI;EVE
ARS X FUL 2019-01-01;106 (66%);165 (80%);271 (74%);231 (78%);196 (80%);427 (79%);14;5;19;12;8;20;36%;46%;41%;64%;54%;59%;2;1;3;4;3;7;2;2;4;5;5;10;0;1;1;1;2;3;19;14;33;11;5;16;1;2;3;4;4;8;;;;;;;1/9 (11%);3/5 (60%);4/14 (29%);2/12 (17%);1/4 (25%);3/16 (19%);2/11 (18%);3/5 (60%);5/16 (31%);7/11 (64%);6/10 (60%);13/21 (62%);29;20;49;37;23;60;12;7;2;2;4;1;2;3;0;0;0;0;1;1;5;7;12;8;4;12;10/27 (37%);8/27 (30%);18/54 (33%);15/38 (39%);14/32 (44%);29/70 (41%);1;3;4;1;3;4;160;205;365;297;245;542;;;150;;;166;;;;;;;2;3;5;7;9;16;4;0;4;2;2;4;1;3;4;4;5;9;3;1;4;0;0;0;8;10;18;10;5;15;5;4;9;7;9;16;0;1;1;0;0;0;1;2019-01-01;8;2;3;5;22;16;-20;-10;-2;6;-1;4;1;-1;-1;4;-30;-16;61;26;21;17;36;-44;-17;-9;-24;-4;27;72;81;58;31;25;43;25;10;12;100;61;13.0;-17;-59;-39;-16;19;-6;3;-12;-3;3;3;61;38;55;75;6;47;31;23;52;23;9;-5;16;-24;-69;-20;-94;-53;-30;-13;-3;5;5;10;16;12;-9;82;51;28;86;100;58;36;24;20;12;5;15.0;16.0;4;13:00:00;1;FUL;ARS
CAR X TOT 2019-01-01;373 (89%);374 (93%);747 (91%);113 (73%);103 (76%);216 (74%);10;4;14;5;9;14;73%;74%;74%;27%;26%;26%;0;1;1;0;1;1;0;1;1;0;1;1;0;3;3;0;0;0;19;5;24;6;8;14;1;2;3;4;1;5;0;1;1;0;0;0;2/4 (50%);0/4 (0%);2/8 (25%);1/10 (10%);3/8 (38%);4/18 (22%);5/9 (56%);4/7 (57%);9/16 (56%);2/5 (40%);4/4 (100%);6/9 (67%);23;14;37;16;24;40;6;6;1;2;3;0;1;1;;;;;;;2;2;4;4;6;10;16/29 (55%);13/20 (65%);29/49 (59%);13/29 (45%);14/29 (48%);27/58 (47%);0;2;2;4;2;6;420;403;823;154;136;290;;;117;;;119;;;;;;;2;7;9;0;3;3;1;5;6;0;2;2;3;1;4;1;2;3;2;2;4;1;1;2;6;3;9;6;8;14;4;9;13;1;4;5;0;0;0;0;1;1;3;2019-01-01;9;3;2;72;-42;25;34;16;2;1;-7;10;-8;-7;-6;18;7;3;1;-82;-46;-61;2;-42;-41;-9;-12;14;-7;-7;-10;-20;-31;-70;-20;16;10;38;16;-5;0.0;-10;-13;-14;-16;-43;-16;-32;-12;26;4;-5;-5;-6;-9;-9;-29;-13;-11;-30;-22;-22;-32;-39;-27;-71;-56;-13;-33;-15;21;31;29;-20;-7;-12;-16;-17;13;-16;-9;-5;26;-13;-6;-4;-4;-38;-44;4;-32.0;13.0;0;15:30:00;-1;TOT;CAR
BOU X WAT 2019-01-02;153 (73%);113 (67%);266 (70%);223 (80%);149 (70%);372 (76%);16;18;34;11;15;26;43%;44%;43%;57%;56%;57%;0;0;0;3;2;5;1;0;1;5;2;7;2;0;2;1;4;5;6;17;23;8;8;16;1;1;2;0;4;4;1;0;1;0;0;0;0/2 (0%);1/4 (25%);1/6 (17%);2/3 (67%);5/12 (42%);7/15 (47%);1/1 (100%);1/6 (17%);2/7 (29%);2/4 (50%);8/13 (62%);10/17 (59%);26;35;61;27;39;66;15;9;3;6;9;0;0;0;;;;;;;6;5;11;3;6;9;15/40 (38%);15/37 (41%);30/77 (39%);17/36 (47%);13/29 (45%);30/65 (46%);0;2;2;2;0;2;211;168;379;279;212;491;;;147;;;161;;;;;;;4;2;6;9;9;18;3;3;6;4;4;8;3;0;3;6;6;12;4;1;5;2;5;7;7;10;17;6;9;15;8;3;11;11;14;25;2;2;4;0;1;1;3;2019-01-02;10;26;35;19;-22;-33;-74;-46;-23;-7;-32;18;-12;-17;50;20;2;5;21;14;-48;-14;5;-8;10;-23;10;58;74;57;39;85;-51;14;63;32;53;30;24;4;12.0;-2;8;40;22;10;5;13;63;37;33;25;11;-2;-8;-30;-8;-27;-37;-24;-4;10;100;72;48;37;12;7;2;3;23;15;25;54;36;66;61;36;11;21;-22;-10;10;3;4;2;11;38;34;6;19.0;-24.0;3;17:45:00;0;WAT;BOU
CHE X SOU 2019-01-02;110 (70%);85 (62%);195 (66%);368 (86%);266 (83%);634 (85%);4;14;18;7;7;14;27%;31%;29%;73%;69%;71%;;;;;;;;;;;;;0;1;1;7;2;9;22;20;42;8;12;20;0;2;2;5;2;7;0;0;0;1;1;2;1/5 (20%);2/7 (29%);3/12 (25%);5/12 (42%);0/11 (0%);5/23 (22%);4/9 (44%);3/6 (50%);7/15 (47%);11/19 (58%);11/13 (85%);22/32 (69%);25;27;52;29;36;65;11;8;2;4;6;0;2;2;;;;;;;13;13;26;2;2;4;6/24 (25%);14/34 (41%);20/58 (34%);17/29 (59%);11/22 (50%);28/51 (55%);3;0;3;2;3;5;158;138;296;429;319;748;;;154;;;179;;;;;;;1;0;1;6;4;10;2;1;3;0;2;2;0;2;2;2;4;6;1;4;5;3;4;7;14;6;20;8;10;18;2;4;6;9;8;17;1;1;2;0;1;1;0;2019-01-02;9;43;-38;8;22;3;19;-35;-11;-6;-8;9;-1;4;5;6;10;15;28;29;17;6;20;16;49;42;27;67;59;42;30;23;19;33;12;36;29;80;52;33;5.0;-1;-34;-63;-42;27;-25;-2;6;30;24;41;26;48;29;67;23;34;7;-50;-46;-20;-7;17;4;-13;-1;20;8;15;16;12;18;8;23;26;50;31;34;32;21;16;11;12;10;10;9;9;26;26;-1.0;38.0;0;17:45:00;0;SOU;CHE
HUD X BUR 2019-01-02;152 (75%);223 (80%);375 (78%);138 (69%);96 (60%);234 (65%);21;13;34;29;13;42;51%;64%;58%;49%;36%;42%;1;2;3;0;0;0;2;3;5;1;0;1;0;1;1;2;2;4;12;19;31;6;14;20;0;2;2;3;2;5;0;2;2;0;0;0;2/8 (25%);4/11 (36%);6/19 (32%);3/10 (30%);1/8 (13%);4/18 (22%);4/6 (67%);6/7 (86%);10/13 (77%);4/6 (67%);1/3 (33%);5/9 (56%);34;28;62;43;29;72;9;11;2;0;2;3;3;6;;;;;;;12;2;14;6;11;17;15/42 (36%);20/36 (56%);35/78 (45%);21/39 (54%);10/42 (24%);31/81 (38%);1;1;2;0;0;0;204;279;483;201;160;361;;;160;;;176;0;1;1;1;0;1;4;7;11;4;2;6;3;4;7;2;1;3;4;4;8;2;0;2;3;2;5;2;1;3;4;6;10;7;11;18;7;9;16;6;3;9;2;2;4;2;0;2;2;2019-01-02;14;36;28;45;45;27;20;16;4;34;5;10;-7;-43;-22;-33;-14;-5;-3;11;6;23;2;-15;-41;-45;-12;60;22;12;-11;-7;-13;-24;-12;-62;-49;-31;-48;-3;6.0;2;2;-26;-13;-12;12;-6;-30;-52;-29;-11;-9;5;19;11;-6;6;-12;-16;-18;-18;-18;-49;-51;-35;-27;13;-56;-59;-38;-25;-17;-62;-31;-14;-3;-7;9;-19;-21;-15;22;3;-5;-5;-6;-41;-6;10;-2.0;26.0;1;17:45:00;-1;BUR;HUD
WES X BHA 2019-01-02;163 (78%);147 (73%);310 (76%);196 (78%);192 (79%);388 (79%);7;12;19;11;9;20;46%;46%;46%;54%;54%;54%;;;;;;;0;1;1;0;0;0;3;2;5;0;1;1;5;11;16;5;5;10;2;3;5;1;0;1;;;;;;;4/11 (36%);4/7 (57%);8/18 (44%);2/6 (33%);0/8 (0%);2/14 (14%);5/7 (71%);2/2 (100%);7/9 (78%);2/5 (40%);9/13 (69%);11/18 (61%);24;28;52;19;33;52;11;9;2;2;4;3;1;4;;;;;;;6;6;12;4;8;12;10/26 (38%);15/42 (36%);25/68 (37%);16/38 (42%);17/32 (53%);33/70 (47%);3;1;4;0;0;0;209;201;410;252;242;494;;;147;;;156;;;;;;;3;5;8;2;4;6;1;1;2;2;4;6;3;3;6;2;4;6;4;1;5;2;5;7;7;10;17;3;7;10;7;6;13;4;9;13;0;1;1;0;0;0;2;2019-01-02;10;-1;-9;-1;19;13;11;10;9;9;10;-9;10;11;43;22;16;38;25;24;41;18;-17;13;18;3;-29;-18;-22;-20;-30;-16;-5;-32;-3;-16;-3;-23;-23;-13;3.0;8;5;3;1;-43;9;24;16;9;20;6;-13;-55;-74;-71;-33;-56;-4;10;12;7;2;-18;43;30;46;-26;60;35;14;4;1;2;-3;-3;-4;3;-14;8;12;33;23;16;12;-7;-57;-39;-11;-6;34.0;23.0;2;17:45:00;0;BHA;WES
WOL X CRY 2019-01-02;223 (81%);162 (79%);385 (80%);213 (81%);218 (83%);431 (82%);2;13;15;13;13;26;52%;44%;49%;48%;56%;51%;0;0;0;2;0;2;0;2;2;2;0;2;2;5;7;1;2;3;2;7;9;26;14;40;7;3;10;1;2;3;0;1;1;0;0;0;0/15 (0%);0/6 (0%);0/21 (0%);1/7 (14%);1/6 (17%);2/13 (15%);6/11 (55%);8/15 (53%);14/26 (54%);3/5 (60%);2/5 (40%);5/10 (50%);19;37;56;29;35;64;7;9;0;1;1;2;0;2;;;;;;;9;3;12;6;3;9;7/22 (32%);10/29 (34%);17/51 (33%);19/34 (56%);22/40 (55%);41/74 (55%);0;0;0;0;1;1;275;205;480;263;264;527;;;164;;;142;;;;;;;2;7;9;2;2;4;2;4;6;3;2;5;2;2;4;0;1;1;4;4;8;2;3;5;8;11;19;11;15;26;6;11;17;4;5;9;0;1;1;2;2;4;2;2019-01-02;-7;-7;-5;-5;-2;1;1;1;1;1;1;-10;-57;-85;-47;-36;-40;-6;14;10;20;20;-20;-20;6;2;2;1;3;-9;54;49;-62;-15;-17;-27;-26;-64;-47;-77;-17.0;-3;21;17;13;-12;9;8;5;4;20;10;4;-2;-2;-3;-10;24;10;7;21;8;5;-21;-17;-7;-22;-9;-11;-9;-45;-28;-14;-6;15;44;41;28;-7;19;13;-45;-79;-70;-60;-33;-32;-6;7;-7;-8.0;-41.0;0;17:45:00;-1;CRY;WOL
NEW X MUN 2019-01-02;346 (88%);247 (85%);593 (86%);97 (64%);154 (77%);251 (72%);14;8;22;6;8;14;72%;58%;66%;28%;42%;34%;1;1;2;0;0;0;1;3;4;0;0;0;1;2;3;1;2;3;10;12;22;11;2;13;1;1;2;0;1;1;0;4;4;1;0;1;1/5 (20%);0/0 (0%);1/5 (20%);1/5 (20%);3/16 (19%);4/21 (19%);5/7 (71%);4/6 (67%);9/13 (69%);8/11 (73%);1/4 (25%);9/15 (60%);32;24;56;32;26;58;9;10;2;1;3;3;2;5;;;;;;;4;6;10;5;4;9;17/26 (65%);16/31 (52%);33/57 (58%);8/31 (26%);14/35 (40%);22/66 (33%);;;;;;;395;292;687;151;199;350;;;141;;;157;;;;;;;6;5;11;4;4;8;4;2;6;2;6;8;3;4;7;2;1;3;2;3;5;1;5;6;7;8;15;17;11;28;8;8;16;5;9;14;0;2;2;1;0;1;2;2019-01-02;-10;-58;-39;-27;-28;-19;39;29;-24;-4;27;-11;4;3;-4;-6;-4;-43;-72;-44;-38;-32;-11;-44;-29;-20;-14;-10;-7;-14;-11;-16;-10;-12;-7;-15;-39;-25;-18;0;-11.0;1;3;-7;-9;-12;-11;-49;-30;-18;-22;-14;-6;4;-3;9;-34;28;13;8;-16;-9;-82;-44;-25;-17;21;-37;14;24;8;4;4;7;39;17;3;-7;-26;-10;-58;-31;24;12;52;35;21;28;41;-30;21.0;-31.0;0;18:00:00;-1;MUN;NEW
MCI X LIV 2019-01-03;207 (78%);254 (80%);461 (79%);282 (82%);186 (80%);468 (81%);3;6;9;7;12;19;44%;59%;51%;56%;41%;49%;1;0;1;0;2;2;1;1;2;0;2;2;0;0;0;1;0;1;13;8;21;9;22;31;0;1;1;1;1;2;0;0;0;0;1;1;3/5 (60%);1/8 (13%);4/13 (31%);1/6 (17%);0/5 (0%);1/11 (9%);6/8 (75%);5/7 (71%);11/15 (73%);3/12 (25%);5/9 (56%);8/21 (38%);26;24;50;20;27;47;7;12;0;2;2;1;2;3;1;0;1;0;0;0;5;5;10;5;9;14;13/32 (41%);20/38 (53%);33/70 (47%);19/35 (54%);13/30 (43%);32/65 (49%);0;1;1;2;0;2;264;319;583;346;232;578;;;162;;;160;;;;;;;2;5;7;2;4;6;1;1;2;0;4;4;1;4;5;1;3;4;0;0;0;0;3;3;10;8;18;6;8;14;2;5;7;2;7;9;2;0;2;2;2;4;1;2019-01-03;-10;-1;-5;-1;2;2;3;5;-8;-76;-50;-4;-48;-38;-17;23;16;31;22;15;14;8;-1;7;6;4;15;31;21;26;18;11;12;15;10;8;81;47;26;-2;-21.0;4;5;15;13;9;10;6;3;52;31;18;11;-11;-9;23;16;10;6;5;-3;-6;-60;-36;-18;-31;-18;8;-7;-4;-3;53;30;10;3;-4;-10;-11;4;-12;-12;-19;47;11;-33;-77;-40;-29;-22;-1;-18.0;-23.0;2;18:00:00;1;LIV;MCI
WES X ARS 2019-01-12;204 (83%);275 (89%);479 (86%);209 (84%);98 (75%);307 (81%);5;2;7;2;10;12;50%;70%;59%;50%;30%;41%;0;0;0;1;0;1;0;0;0;1;0;1;1;0;1;1;0;1;7;4;11;4;7;11;0;3;3;4;3;7;;;;;;;1/2 (50%);1/6 (17%);2/8 (25%);2/10 (20%);2/10 (20%);4/20 (20%);5/8 (63%);9/11 (82%);14/19 (74%);4/9 (44%);8/11 (73%);12/20 (60%);19;25;44;17;28;45;10;7;1;1;2;1;2;3;;;;;;;8;3;11;8;9;17;15/25 (60%);9/17 (53%);24/42 (57%);11/19 (58%);15/30 (50%);26/49 (53%);1;2;3;2;3;5;246;309;555;250;130;380;;;108;;;119;;;;;;;3;3;6;4;3;7;4;4;8;6;1;7;1;1;2;1;2;3;3;2;5;4;0;4;6;10;16;6;5;11;6;5;11;8;3;11;0;2;2;0;0;0;0;2019-01-12;5;-20;42;18;6;-44;-54;-35;-4;-9;3;7;-8;-3;3;8;30;21;46;24;41;30;5;54;36;43;21;4;-8;-35;-17;-13;-10;7;-8;27;16;12;17;14;53.0;13;13;6;84;-5;43;3;-7;-6;-14;-36;-21;62;31;24;30;37;24;8;3;-47;-37;-27;-27;-43;-53;5;-42;-29;-40;-26;-29;-13;-20;-13;-14;-15;1;-14;-12;-18;-15;-6;-3;2;8;-6;-3;3;-8.0;-28.0;1;10:30:00;1;ARS;WES
BHA X LIV 2019-01-12;404 (87%);238 (82%);642 (85%);83 (62%);122 (73%);205 (68%);10;10;20;6;9;15;78%;63%;71%;22%;37%;29%;1;1;2;0;0;0;1;2;3;0;0;0;1;1;2;1;1;2;7;7;14;4;13;17;2;5;7;0;2;2;;;;;;;4/9 (44%);2/7 (29%);6/16 (38%);1/5 (20%);3/9 (33%);4/14 (29%);1/4 (25%);8/10 (80%);9/14 (64%);0/0 (0%);3/5 (60%);3/5 (60%);18;32;50;15;19;34;5;15;0;0;0;0;2;2;;;;;;;5;1;6;8;5;13;14/31 (45%);12/32 (38%);26/63 (41%);12/41 (29%);14/33 (42%);26/74 (35%);0;0;0;3;2;5;463;292;755;133;168;301;;;149;;;145;;;;;;;4;4;8;2;3;5;3;2;5;1;4;5;0;3;3;0;0;0;0;2;2;0;2;2;3;7;10;8;4;12;4;6;10;2;5;7;;;;;;;1;2019-01-12;-3;-48;-32;-24;-18;-27;-5;34;16;-17;-6;-8;-16;-17;-14;-45;-53;-44;-29;-49;-30;-20;-11;-14;-12;-23;-12;-15;-8;-15;-15;-40;-28;-13;-23;-20;-19;-2;-5;-6;-4.0;-4;-5;-31;-49;-15;-43;-88;-58;-39;-30;-23;-21;-29;-14;11;-16;-5;26;18;16;5;-12;-32;-18;-9;16;21;43;22;7;-19;-24;-61;-71;-47;-34;-8;3;-4;-33;-20;-12;-15;-18;-10;-13;-68;-37;-4;-23.0;17.0;0;13:00:00;-1;LIV;BHA
BUR X FUL 2019-01-12;163 (73%);291 (85%);454 (80%);197 (72%);85 (58%);282 (67%);24;7;31;16;14;30;46%;71%;59%;54%;29%;41%;1;0;1;1;0;1;1;0;1;1;0;1;0;4;4;3;2;5;21;2;23;12;16;28;1;5;6;0;2;2;0;0;0;0;1;1;2/10 (20%);5/23 (22%);7/33 (21%);2/9 (22%);2/3 (67%);4/12 (33%);0/5 (0%);7/11 (64%);7/16 (44%);4/6 (67%);1/1 (100%);5/7 (71%);32;20;52;37;29;66;9;5;0;0;0;0;2;2;1;0;1;1;0;1;7;6;13;7;6;13;14/42 (33%);12/27 (44%);26/69 (38%);23/54 (43%);12/40 (30%);35/94 (37%);0;0;0;2;0;2;223;341;564;272;147;419;;;185;;;179;;;;;;;3;6;9;3;2;5;2;2;4;4;1;5;1;3;4;1;0;1;0;3;3;5;1;6;6;4;10;13;9;22;3;9;12;8;3;11;1;1;2;0;1;1;1;2019-01-12;-4;-2;2;1;3;2;-2;13;15;51;72;-6;38;58;39;39;51;18;-31;-49;-30;-40;-94;-27;-16;-20;-14;-7;13;26;-18;2;-2;-54;-4;-8;-7;-8;-15;-9;31.0;-3;3;-3;-2;-30;-3;-4;-80;-54;-51;-35;-26;-15;-13;-11;-16;-11;-48;-30;19;4;-14;-6;-7;-8;28;-24;-28;-11;-16;-13;-56;-84;-56;-40;-25;-20;-17;-42;-30;-18;-45;-25;-13;-8;-12;-9;-25;-9;-20.0;12.0;2;13:00:00;1;FUL;BUR
CAR X HUD 2019-01-12;154 (71%);143 (69%);297 (70%);77 (58%);78 (57%);155 (57%);23;22;45;19;11;30;63%;60%;62%;37%;40%;38%;0;0;0;1;0;1;0;0;0;1;0;1;5;3;8;1;2;3;14;11;25;13;13;26;5;5;10;1;2;3;1;0;1;0;0;0;4/12 (33%);4/11 (36%);8/23 (35%);1/6 (17%);1/9 (11%);2/15 (13%);2/5 (40%);6/7 (86%);8/12 (67%);3/4 (75%);5/9 (56%);8/13 (62%);37;41;78;35;28;63;14;12;0;0;0;1;2;3;;;;;;;6;7;13;6;13;19;11/27 (41%);16/35 (46%);27/62 (44%);15/38 (39%);12/39 (31%);27/77 (35%);1;2;3;1;2;3;217;208;425;133;137;270;;;181;;;171;;;;;;;4;3;7;0;1;1;1;3;4;0;0;0;0;2;2;0;0;0;2;5;7;1;1;2;7;6;13;7;6;13;6;8;14;1;2;3;1;0;1;1;2;3;0;2019-01-12;5;-13;-8;11;4;8;6;10;1;-3;-7;-22;-9;-22;-19;-17;-45;-49;-11;-13;-14;-13;-10;-13;-31;-31;26;-29;-25;-17;-13;-35;-19;-19;-52;-19;-6;-1;1;51;-16.0;26;9;9;29;-11;9;1;-18;-14;-43;-47;-51;-16;-13;-9;-7;-11;-11;-22;-30;-18;-33;-19;-24;-61;-37;29;-24;15;-3;-19;-7;9;-7;11;24;11;8;37;20;2;-1;-2;-6;-19;-8;-4;-7;-31;-11.0;-35.0;0;13:00:00;0;HUD;CAR
