game;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
BOT X CRU 02-06-2016;1;2016-06-01;-3.0;-21;-14;-56;-36;-40;-47;-7;-11;-12;-11;-3;-16;-17;-45;-30.0;-32;-22;-42;-95;-53;-28;-9.0;-16;-1;3;-106;-60;-33;-28;-14;-42;-27;-9;-20;11;-4;1;3;4;-30.0;0;0;0;0;-8;-20;-8;-1;-7;-16;25;33;24;74;73;-8;44;-27;4;4;9;-8;-7;-3;-1;-5;-38;-6;7;13;15;11;-33;-48;-22;-6;-2;-54;67;74;45;52;27;18;10;7;3;2.0;-33;1.0;-20.0;0;22:45:00;-1;CRU;BOT
FIG X SPO 02-06-2016;0;2016-06-01;-10.0;36;20;49;24;10;-5;41;46;24;-34;-4;-13;-11;-9;-6.0;-1;-6;5;1;2;-7;27.0;-5;22;7;1;1;1;-5;-3;35;19;21;11;56;29;10;31;2;-35.0;1;22;39;20;17;8;6;-24;-17;-68;-4;-6;-40;-27;-15;43;-15;-17;-6;-27;-19;-14;-11;-10;-8;-8;22;-8;-8;-3;-5;-11;-14;-15;-42;37;8;13;7;1;-5;61;29;-30;-16;-34;-29;-31.0;14;-56.0;-5.0;1;22:45:00;1;SPO;FIG
AME X PON 02-06-2016;2;2016-06-02;3.0;-4;-3;3;26;10;1;1;4;-42;-68;4;-39;-22;-12;7.0;10;27;55;31;47;46;-2.0;25;11;5;-2;-2;-2;-2;4;2;2;-5;-30;-15;-8;-4;-6;1;25.0;44;24;-27;-73;-23;-45;-31;-55;34;8;7;7;4;3;4;-15;70;44;30;-21;5;8;4;-33;-19;-14;-90;-7;-2;8;53;24;-47;-9;-2;-35;-11;-52;5;4;7;16;7;2;19;9;-32;-17.0;-10;-12.0;15.0;1;20:30:00;-1;PON;AME
FLA X VIT 03-06-2016;0;2016-06-02;-1.0;-40;-17;-3;2;35;23;20;10;9;7;-1;-4;-4;-4;-4.0;-4;-4;-4;-14;11;1;-1.0;4;85;56;67;64;35;11;14;25;12;-4;36;21;11;8;2;3;25.0;8;8;28;15;-6;8;3;29;18;8;7;7;-3;-3;-4;-8;-10;-63;-34;-17;-7;108;69;59;33;67;-9;30;15;1;4;-3;-4;-49;-31;-21;-20;-5;23;1;-8;-6;-5;-12;18;3;4;3.0;-57;37.0;-10.0;1;22:00:00;1;VIT;FLA
PAL X GRE 03-06-2016;3;2016-06-02;-10.0;-3;1;6;10;7;-24;-21;-38;-18;-11;70;-15;-9;-8;-6.0;-6;-11;-9;-13;-34;-19;31.0;-9;-5;-2;80;43;21;7;5;7;-7;21;-8;6;-5;-2;3;-3;25.0;-82;-40;-22;-12;6;-6;28;22;19;47;31;-72;78;21;30;-37;33;30;17;47;27;11;-9;7;42;65;-23;90;51;61;100;70;9;-9;-7;-20;-15;-13;-11;-2;4;4;66;34;15;3;-11;-15.0;-7;-9.0;-65.0;4;22:00:00;1;GRE;PAL
CAP X STA 04-06-2016;0;2016-06-04;5.0;14;8;7;6;3;3;3;3;3;3;7;8;8;7;38.0;-42;-7;4;8;9;16;13.0;21;8;6;34;21;-44;-17;-4;-20;-37;12;-14;30;19;24;40;59;25.0;40;29;22;48;8;30;23;19;16;8;6;-34;-16;42;20;-8;93;59;36;19;12;-5;1;1;-34;-24;-14;-43;-20;-11;-3;6;35;21;53;26;15;-12;6;-30;-23;-13;-8;-8;-6;-1;-29;-16.0;25;-4.0;0.0;1;17:00:00;1;STA;CAP
CHA X FLU 04-06-2016;0;2016-06-04;-3.0;-4;1;1;6;4;4;4;28;18;42;-4;29;27;13;-17.0;-7;-5;-14;-1;-26;-15;-5.0;-9;-40;-25;-13;-8;-5;-8;-47;-75;-81;-2;-14;-24;-7;5;39;25;0.0;-1;-2;-3;-9;2;-2;28;12;4;-4;-5;-9;-10;-10;-15;1;-6;-1;-53;-59;-37;-59;-37;-30;-23;-21;2;-22;-18;-15;-14;-10;-12;18;3;-3;-3;2;-3;-5;-5;-5;-25;-18;-14;-12;-21;-14.0;2;37.0;50.0;0;21:30:00;0;FLU;CHA
COR X CFC 04-06-2016;1;2016-06-04;0.0;8;3;8;-18;-5;-1;3;3;75;55;4;37;22;-46;-19.0;-7;-2;8;9;8;2;4.0;4;-2;-1;11;21;18;17;12;9;8;6;7;12;10;39;31;24;-55.0;12;12;13;4;6;8;40;91;100;100;77;71;100;78;26;32;17;-13;27;16;17;16;22;22;19;17;29;16;15;16;46;35;63;44;33;14;10;19;10;8;7;2;3;-13;33;17;38;25.0;14;98.0;50.0;2;21:30:00;1;CFC;COR
AME X FIG 05-06-2016;0;2016-06-05;10.0;6;-25;-9;-4;-2;27;20;15;33;54;-25;35;40;54;30.0;43;20;4;-4;-1;-6;-10.0;-36;-25;-11;-2;4;12;36;35;25;14;21;3;-65;-5;10;12;70;-25.0;45;26;20;22;10;13;27;17;6;-5;1;-1;-25;26;7;6;-30;-14;26;14;9;8;5;1;-45;-25;-34;-25;71;27;14;3;-3;-1;-22;-20;-8;-10;-2;63;33;15;-10;-5;-13;-12;-12;-12.0;-1;-12.0;10.0;1;12:00:00;1;FIG;AME
SAN X BOT 05-06-2016;0;2016-06-05;9.0;-2;-22;85;11;-12;-4;3;-2;-58;-33;39;-25;49;-27;-2.0;-3;-8;-10;-5;4;-2;25.0;-11;7;4;2;6;9;84;53;34;23;17;16;-5;-5;-12;-34;-22;40.0;-2;-4;-1;6;12;8;4;61;35;34;18;17;7;4;-26;8;-14;-45;-27;-21;-16;-10;8;10;14;16;9;63;26;25;20;-25;-17;-16;-14;-13;-30;6;-84;-47;-35;-22;-74;-71;-45;-28;-19;-4.0;2;-20.0;20.0;3;12:00:00;1;BOT;SAN
FLA X PAL 05-06-2016;2;2016-06-05;10.0;3;-13;-9;-2;3;-1;-51;-4;-3;-37;15;-23;-31;-27;-17.0;-9;-27;19;-2;-7;-35;15.0;-17;-34;-22;-17;-12;-11;-8;-8;-8;-58;-70;-37;-25;-38;-25;-29;-4;35.0;-6;-3;-1;3;-30;3;10;5;2;-6;-3;-2;-2;-1;-6;-13;-4;-10;-18;20;-6;5;-4;22;-49;-24;83;-10;10;-71;-34;-16;-10;-12;-7;-35;-19;36;-9;-33;-22;-7;-11;29;21;14;5;-8.0;19;-21.0;0.0;1;17:00:00;-1;PAL;FLA
GRE X PON 05-06-2016;0;2016-06-05;8.0;21;20;21;12;7;1;3;7;11;36;12;22;58;60;40.0;28;13;15;13;18;6;45.0;-19;-3;6;4;7;9;9;4;-12;-1;25;4;19;15;83;53;35;25.0;10;10;11;16;13;20;36;27;21;62;62;35;41;19;3;10;6;9;5;9;46;38;24;46;29;16;-34;66;-48;-5;43;1;49;34;24;20;17;-21;40;53;35;24;18;12;9;49;82;52.0;37;-36.0;115.0;1;17:00:00;1;PON;GRE
SPT X CAM 05-06-2016;4;2016-06-05;-2.0;0;-5;-4;-68;-39;-26;-13;-6;42;50;-2;33;25;-29;-43.0;-24;-16;21;42;22;15;-2.0;-73;-37;-25;25;9;5;2;-1;-32;-23;-3;-27;-14;-81;-44;-23;69;-80.0;-7;-9;-1;5;9;7;-50;-29;-21;-26;-10;31;16;9;6;-6;2;-1;-1;-1;15;7;39;22;13;6;-1;8;1;-21;-12;75;39;27;92;34;-32;-1;-6;24;9;-7;-2;3;-2;-2;6;9.0;0;-19.0;10.0;4;17:00:00;0;CAM;SPT
VIT X INT 05-06-2016;0;2016-06-05;-2.0;-8;21;9;12;8;-6;-7;6;5;3;4;2;1;-1;-1.0;4;5;-34;-20;-38;-55;3.0;-39;-18;-3;2;36;36;15;2;-1;5;3;4;67;39;-51;-15;-13;-35.0;-5;-6;-13;-17;76;-15;-19;-16;-14;38;15;2;-3;-2;-36;44;-28;-63;-29;-14;-2;-8;-9;-11;-13;-13;25;-12;31;5;-5;-4;-29;-26;-21;-16;-13;-21;-9;-9;-43;-29;-21;37;12;8;8;-62.0;-3;-2.0;-5.0;1;17:00:00;1;INT;VIT
CRU X SPO 05-06-2016;1;2016-06-05;-10.0;4;-3;28;9;4;1;-32;-35;-17;-6;-2;-54;-31;-18;-82.0;-47;-22;-16;-7;2;-2;4.0;-7;-34;-18;-3;3;3;3;1;4;2;4;-1;-1;-1;20;9;3;;-17;-5;-1;24;6;12;7;3;-27;-10;-6;6;36;28;52;7;29;15;5;6;-1;50;29;22;12;-31;7;25;9;10;11;14;-6;-46;-21;21;39;18;29;21;12;5;1;1;50;29;12;7.0;9;;-40.0;0;19:30:00;-1;SPO;CRU
INT X AME 11-06-2016;1;2016-06-11;10.0;18;15;32;48;32;21;-68;-37;-27;-23;13;-93;-51;-32;-20.0;-42;-40;-25;-16;-86;-52;60.0;-32;-3;-8;-7;-5;-4;-5;-4;-8;-8;79;-32;-22;-5;52;26;-4;5.0;28;-28;-4;-7;20;-9;-13;-6;4;-1;-2;-12;-9;24;8;9;8;4;-22;-85;-48;-26;-8;-16;-3;3;78;3;8;8;12;82;50;25;10;-28;-16;41;33;-28;-5;3;34;52;6;2;1;-1.0;20;20.0;10.0;3;17:00:00;1;AME;INT
PON X CHA 11-06-2016;1;2016-06-11;10.0;-4;2;-5;-28;-23;-18;-12;-14;-2;9;12;8;12;13;12.0;12;-15;-1;-6;-4;32;14.0;24;25;24;43;27;60;58;43;27;21;15;14;16;14;-41;-24;-11;135.0;15;-7;-7;6;35;11;26;21;32;23;12;4;1;9;5;27;-24;-15;-18;-23;-16;-10;-38;-25;-11;-10;52;-9;-6;-4;-3;-8;19;42;24;13;-26;31;-76;-43;-21;-3;4;11;10;10;9;9.0;10;;115.0;2;17:00:00;1;CHA;PON
FLU X GRE 11-06-2016;1;2016-06-11;3.0;-4;-7;-8;-41;-21;-14;-4;34;19;30;3;12;4;-3;-5.0;-8;81;46;28;26;17;-3.0;20;12;7;4;2;1;16;-19;-4;7;12;3;-69;-37;-20;-11;-4;70.0;28;18;12;14;5;5;2;8;9;15;41;27;17;12;59;29;39;34;44;31;14;13;7;7;30;14;21;9;15;13;10;11;86;54;66;43;59;9;34;59;37;26;13;12;18;45;31;48.0;1;62.0;60.0;1;19:30:00;0;GRE;FLU
SPO X CAP 12-06-2016;2;2016-06-11;-10.0;8;5;5;7;8;8;39;33;4;10;-7;13;5;3;-35.0;-18;-6;6;6;12;13;24.0;13;10;34;28;19;14;11;48;31;25;15;17;100;65;46;34;8;65.0;-5;-5;-4;-43;14;-69;42;-4;1;3;5;-5;20;9;-6;14;-1;34;-67;-27;-19;-15;26;-74;-34;-19;35;-15;-9;-4;-1;7;29;18;12;13;15;20;14;16;11;9;7;6;5;5;-98;-53.0;13;3.0;-5.0;1;22:00:00;-1;CAP;SPO
BOT X VIT 12-06-2016;1;2016-06-12;-10.0;5;2;4;4;3;8;5;-15;-7;-25;6;-11;75;45;31.0;24;15;35;22;14;7;66.0;-21;-12;-8;5;5;7;4;6;68;44;34;10;21;5;-8;-4;7;-25.0;39;30;21;15;6;12;2;29;88;-59;-7;11;-5;-46;-25;-6;-17;-44;-26;-8;-5;-3;39;22;12;-44;5;-25;-62;-20;-16;-10;-15;-15;-14;-16;-81;3;-45;-23;-6;13;13;10;8;-5;-5;-27.0;2;-5.0;-105.0;1;12:00:00;0;VIT;BOT
CFC X SPT 12-06-2016;2;2016-06-12;3.0;6;7;5;3;3;32;53;31;28;41;4;26;11;46;54.0;33;19;-70;-100;-11;11;-7.0;6;80;50;22;14;9;1;2;83;50;-2;31;60;67;55;30;22;45.0;-22;-7;73;38;-1;-27;-17;-100;-63;-100;-53;31;8;16;16;-1;70;41;26;16;21;10;8;6;6;5;-1;10;100;69;46;27;-16;-2;40;26;21;10;20;17;12;12;12;12;-23;-17;-20;-17.0;4;-10.0;-45.0;3;12:00:00;1;SPT;CFC
CAM X CRU 12-06-2016;3;2016-06-12;5.0;23;18;15;10;80;47;31;22;11;13;9;-73;-26;-13;-5.0;-2;6;-3;-17;-10;-5;-5.0;-2;-36;-55;-57;-33;-19;26;13;16;16;4;4;7;16;-23;13;-41;-25.0;-19;-7;5;-71;5;-74;-40;-18;31;22;27;13;75;43;10;3;6;19;-40;-98;-56;-32;32;10;13;4;-10;3;8;17;17;15;9;4;1;-1;7;56;29;74;50;41;34;24;46;32;44;31.0;30;33.0;35.0;2;17:00:00;-1;CRU;CAM
FIG X FLA 12-06-2016;0;2016-06-12;2.0;-17;-6;5;-1;-3;-2;-69;-35;-20;-8;2;9;2;-10;-3.0;-1;2;1;2;7;6;-3.0;99;60;36;-40;-9;-11;-4;-1;9;12;-3;5;-3;67;37;-32;-12;-10.0;-12;-12;60;24;3;3;3;-10;21;-7;-7;-46;-24;-13;42;2;22;17;11;51;52;26;10;-70;-66;-46;3;-32;-64;-38;-28;-23;-25;-16;-13;-12;-11;6;-40;-28;-100;-64;-47;-30;-22;-11;-6;-7.0;-42;-5.0;-75.0;1;17:00:00;1;FLA;FIG
PAL X COR 12-06-2016;0;2016-06-12;-4.0;-13;-39;-25;-11;-4;-3;-2;-1;-2;-3;27;-8;28;21;12.0;7;9;8;3;27;16;14.0;10;11;12;7;-4;-4;-4;-45;-35;-24;-26;-22;-16;-9;-38;-33;-24;;-40;-37;77;71;-14;45;6;7;3;-4;-5;-3;33;15;5;-3;5;9;-24;-10;42;22;14;5;-5;-28;6;-14;-6;-6;-1;18;53;61;41;54;31;-5;15;31;53;29;17;10;4;35;65;34.0;-5;20.0;0.0;1;17:00:00;1;COR;PAL
STA X SAN 12-06-2016;2;2016-06-12;6.0;3;-4;-4;-7;-9;-4;-56;-14;9;4;-4;30;38;18;-34.0;-11;-6;-7;-1;29;13;-4.0;-34;-18;-14;-14;-11;-8;-2;23;-46;-23;-6;-19;-16;-8;-28;-8;-6;-75.0;2;2;28;23;-12;15;10;100;66;13;10;13;8;-4;28;-9;12;3;-8;-10;-2;51;-72;-60;-27;-15;-1;-12;-5;1;1;1;31;19;47;35;23;1;14;11;11;10;9;14;-37;-12;-3;-2.0;5;-1.0;25.0;0;20:00:00;-1;SAN;STA
CHA X GRE 15-06-2016;3;2016-06-15;-1.0;73;48;27;12;9;2;8;7;100;58;-1;33;-32;-13;-22.0;-17;-15;43;54;30;12;-1.0;-27;-14;-15;-34;-20;-35;-21;-12;-15;-12;-97;-32;-18;-15;-100;-81;-6;5.0;3;-6;-9;-23;-51;-11;-5;57;29;15;-9;1;-70;-48;-27;-28;-14;-8;-5;-25;-9;6;6;4;5;3;-15;7;-34;-21;-11;-26;-19;-2;-4;27;12;-7;-29;-15;102;54;-79;-22;-11;-10;44;31.0;4;4.0;10.0;3;20:30:00;0;GRE;CHA
PON X CAP 15-06-2016;2;2016-06-15;-4.0;12;4;-73;-43;-29;28;4;10;10;9;2;17;35;42;7.0;3;-1;-2;-2;11;31;65.0;19;11;-40;29;2;25;17;21;13;10;70;7;7;6;6;6;-13;0.0;-9;7;-1;-1;33;-1;-1;10;13;14;30;14;6;-22;-7;16;19;6;38;63;36;19;17;13;16;87;1;50;27;13;3;-32;-22;-16;-12;-54;-38;4;-29;-19;-13;-2;-3;-4;-5;-6;-12;-6.0;19;1.0;-125.0;3;20:30:00;1;CAP;PON
SPO X VIT 15-06-2016;0;2016-06-15;-2.0;2;-5;2;12;-7;-6;5;-3;-4;3;104;3;-4;-4;-6.0;-23;-15;-10;-57;-36;-43;51.0;-25;26;10;6;10;31;12;8;-34;-11;-63;8;33;22;24;22;21;-25.0;-2;4;4;6;-10;1;-3;-2;-3;-7;-14;-51;-33;-18;-8;8;7;6;5;11;9;7;-8;13;13;55;-5;31;18;3;-2;-9;-6;84;46;21;16;-1;13;4;6;7;12;5;6;100;64;41.0;4;28.0;-5.0;2;20:30:00;1;VIT;SPO
BOT X AME 16-06-2016;1;2016-06-15;10.0;-2;-4;-6;35;18;4;7;14;6;4;3;3;54;29;24.0;86;48;58;38;54;19;-2.0;6;-6;80;42;24;13;7;-27;-17;74;3;41;27;21;19;13;7;0.0;49;30;-80;-35;5;41;9;6;11;-19;-12;-10;-23;-16;18;-4;-48;-62;-38;-17;-6;3;6;100;87;50;-1;24;3;-8;-11;-20;-15;-62;-34;47;12;-1;-34;-15;-13;-25;-16;-4;48;30;46;32.0;-6;-1.0;100.0;3;22:00:00;1;AME;BOT
STA X FIG 16-06-2016;0;2016-06-15;3.0;1;-3;-4;-6;-11;-2;5;6;34;18;4;8;-37;-22;-12.0;24;5;72;35;13;3;5.0;-3;-3;2;22;20;5;6;-23;-5;-5;15;-6;-3;3;2;4;3;30.0;-12;-33;-16;-6;13;4;3;5;64;39;30;64;39;40;-24;12;2;-1;12;5;36;13;9;5;4;2;11;-23;-7;6;25;13;13;26;13;4;1;16;19;3;-2;1;6;53;61;45;11;10.0;8;11.0;10.0;1;22:00:00;1;FIG;STA
SAN X SPT 16-06-2016;0;2016-06-15;-10.0;17;15;34;25;20;21;67;43;26;26;-9;36;-20;6;67.0;73;48;46;29;14;8;-8.0;7;5;5;-3;33;41;27;48;11;-5;7;-36;-20;-12;-9;-3;62;45.0;2;3;3;9;22;7;-29;-15;-10;-7;-5;4;-30;-15;-8;18;21;10;-15;17;4;1;81;45;31;19;15;12;-5;-3;-4;-10;-30;-11;7;27;15;13;10;45;26;-46;-19;-60;-42;-58;71;19.0;11;21.0;-10.0;2;22:00:00;1;SPT;SAN
CFC X PAL 16-06-2016;2;2016-06-15;10.0;-21;-55;-18;-8;50;25;17;8;-52;-37;1;83;36;22;22.0;14;-5;-5;-14;-14;-14;1.0;-10;-7;-5;-4;-4;-9;-8;-8;-8;-8;5;-8;37;14;3;2;-6;75.0;-32;-25;-19;-35;-4;-25;-17;-14;-12;-10;-10;-10;-3;-19;20;-9;-71;-43;-36;-10;-13;19;-37;-16;-11;-7;-8;-82;-52;-29;-16;-8;1;2;2;7;12;-48;9;23;9;5;-5;-1;6;-5;9;8.0;-32;8.0;95.0;2;22:45:00;0;PAL;CFC
CRU X FLA 16-06-2016;1;2016-06-15;7.0;27;14;7;-6;-1;-27;-64;-41;-22;-11;9;-3;-4;4;24.0;-77;-38;-29;-54;-36;-17;12.0;-12;-8;4;-7;24;15;12;69;23;13;13;8;6;2;-69;-70;-37;-5.0;38;25;17;38;54;26;17;44;32;28;53;29;12;10;9;28;12;-31;34;19;14;10;11;2;49;32;12;23;17;49;29;41;95;63;71;-62;-44;3;-27;-7;29;21;18;44;37;56;39;29.0;2;12.0;5.0;0;22:45:00;-1;FLA;CRU
INT X CAM 16-06-2016;0;2016-06-16;-10.0;42;28;15;7;5;3;3;3;3;-2;-2;-2;39;20;14.0;13;3;-3;-3;3;4;34.0;-2;-2;9;7;12;85;48;25;27;27;24;7;-59;-58;-42;-32;-17;5.0;27;17;12;8;19;6;-4;5;26;15;84;11;7;-10;-68;16;-45;31;-40;-14;6;-29;-21;-13;-6;-7;13;5;5;7;-4;2;72;39;19;8;-29;9;-22;37;-34;-14;-100;-65;-46;-20;-7;1.0;41;-6.0;15.0;2;20:30:00;1;CAM;INT
FLU X COR 16-06-2016;0;2016-06-16;-4.0;5;-30;25;40;19;-29;-10;-10;-10;-8;6;-5;-35;-24;-18.0;-19;-9;-1;-7;-26;-18;3.0;-14;-3;6;9;-8;26;-30;26;10;37;3;21;-40;-21;-11;-41;2;10.0;-8;-1;-3;2;-8;2;-4;2;2;26;23;-18;3;2;-46;-20;-39;-19;13;73;83;47;-35;-9;-56;-34;-5;-14;-9;-9;-5;37;15;6;-9;-5;-8;7;22;-24;-10;-38;-19;-10;59;30;13;-8.0;7;-8.0;-65.0;1;21:00:00;1;COR;FLU
PAL X STA 18-06-2016;1;2016-06-18;6.0;1;-2;-1;28;16;26;-44;-15;17;48;8;31;31;17;13.0;48;33;23;18;24;100;10.0;100;21;18;16;8;9;4;3;2;2;43;-34;-21;-15;-11;8;10;110.0;-2;14;10;14;38;38;22;-76;-75;-17;-18;-11;5;4;-1;24;5;2;-31;-17;-10;45;57;36;21;52;16;28;9;-30;31;11;-47;-24;-8;-8;-1;11;-35;-7;6;1;8;15;36;14;-67;-3.0;6;2.0;5.0;3;17:00:00;1;STA;PAL
CAP X SAN 18-06-2016;0;2016-06-18;-9.0;-5;-13;-8;-5;-3;-2;-11;-25;-44;-2;-14;-6;-2;-7;-10.0;-13;-12;-6;-2;1;-19;-7.0;-34;-27;-23;-20;39;9;67;32;-44;-20;-2;-15;-16;27;49;-34;-9;-5.0;-13;-12;-17;-15;2;-4;-31;-23;-12;-6;5;-6;-6;-9;-10;1;-6;-8;-9;-9;-10;-15;-23;-18;-15;26;2;-25;-86;-52;35;4;3;-11;25;15;13;2;1;-8;-17;-12;-13;-13;-13;-12;-18;95.0;-4;-6.0;-50.0;1;19:00:00;1;SAN;CAP
AME X CFC 19-06-2016;1;2016-06-18;-3.0;13;8;6;3;32;21;14;10;3;5;-4;33;30;12;2.0;-31;-21;-15;-10;9;6;-5.0;23;15;10;7;-39;22;-3;-65;-36;-16;7;-14;-11;3;2;29;25;;12;13;53;25;-8;-79;-31;-13;-6;10;14;100;83;54;100;4;58;24;23;12;-1;-1;29;14;-47;-24;-2;-51;-4;-6;-4;-1;7;7;10;34;12;9;3;-5;-6;-49;-26;-18;-23;-15;-13;-5.0;10;-35.0;-55.0;2;22:00:00;1;CFC;AME
CAM X PON 19-06-2016;0;2016-06-19;5.0;19;22;17;33;24;59;61;37;21;23;7;15;12;2;6.0;37;97;58;35;-43;73;6.0;25;59;35;29;12;17;46;26;18;8;7;7;-2;-2;-2;-3;-4;;-19;-7;29;12;8;6;-18;-10;-11;39;17;9;4;-32;-29;4;-52;-35;-25;-12;-2;5;63;31;16;-21;31;-1;60;30;15;8;2;-5;-10;18;-8;48;6;8;10;10;72;48;100;67;43;9.0;30;9.0;-20.0;3;12:00:00;1;PON;CAM
VIT X CHA 19-06-2016;2;2016-06-19;-10.0;7;2;3;4;9;-8;-7;-16;-4;6;-10;58;38;31;32.0;20;9;9;2;3;-3;-20.0;-2;-3;-1;1;1;1;1;2;3;23;-10;9;36;17;6;-25;28;125.0;19;34;23;16;-9;12;3;23;26;12;45;30;19;14;24;-8;-34;-11;32;41;60;65;40;48;35;21;7;9;9;-8;-84;78;18;-143;-75;-36;-25;61;-12;-4;2;-4;22;8;1;-25;-18;-41.0;30;-29.0;20.0;1;12:00:00;-1;CHA;VIT
COR X BOT 19-06-2016;1;2016-06-19;4.0;31;31;25;19;43;25;17;-19;-3;-2;5;2;-4;7;9.0;26;52;28;-19;-74;-42;6.0;-25;-11;-7;9;5;3;2;27;16;45;8;48;28;-26;-11;-1;8;-5.0;62;44;28;19;-6;7;2;22;95;58;37;24;-18;-7;-2;7;-1;1;1;30;28;47;24;15;7;4;10;6;5;9;-25;-21;-23;-13;-37;-20;-10;12;-5;6;4;47;28;12;5;-7;-31;79.0;39;34.0;-30.0;3;17:00:00;1;BOT;COR
FIG X INT 19-06-2016;2;2016-06-19;-1.0;-52;33;4;36;22;81;12;-39;-24;-31;9;-21;25;12;13.0;11;-24;-33;-22;-15;-11;5.0;-47;-44;-24;-13;-4;-23;-8;23;13;5;4;2;-3;73;39;26;28;-10.0;-70;-45;-26;-12;-40;-4;-58;-35;-3;-5;-5;-3;-3;28;6;-25;-20;-3;-1;-7;-3;31;-36;-16;-10;-23;-20;-12;-1;37;100;72;43;22;11;-3;27;-56;86;48;25;-83;-40;-72;-45;37;9;3.0;-37;-2.0;-70.0;3;17:00:00;1;INT;FIG
FLA X SPO 19-06-2016;2;2016-06-19;-10.0;43;29;-72;-32;-22;-11;-8;1;1;1;-6;1;-4;28;47.0;24;10;2;-4;-10;-7;-4.0;-4;3;63;40;21;7;-31;-20;-12;40;-3;-66;-19;36;-33;-21;-4;55.0;59;38;18;11;-2;16;-81;-40;-19;-7;59;41;72;76;43;4;99;57;28;12;15;10;5;-6;5;26;24;19;16;24;79;50;34;51;36;28;22;16;73;47;58;59;40;24;44;29;-28;-85.0;75;3.0;45.0;2;17:00:00;0;SPO;FLA
SPT X FLU 19-06-2016;1;2016-06-19;10.0;1;-2;-4;22;10;5;-31;-29;-33;-22;3;-25;-15;-90;-54.0;-30;-4;13;3;1;-2;-3.0;19;38;-26;-42;-26;-17;-13;46;31;20;-3;94;50;10;11;7;1;5.0;-5;-7;-9;-31;-23;-23;-44;-30;-22;-21;-12;-10;-11;-11;-6;-14;-29;-22;-19;-36;-28;-16;-10;-2;-32;-44;-8;-57;-35;-22;24;2;-37;-31;-13;-30;-24;9;-19;-17;-17;-3;6;-73;-38;-19;-30;-61.0;1;-3.0;75.0;2;17:00:00;1;FLU;SPT
GRE X CRU 19-06-2016;0;2016-06-19;10.0;-5;-5;-51;-33;-23;-11;-4;2;2;2;4;-2;-34;-24;-13.0;-7;-3;1;6;49;35;1.0;22;15;10;-4;2;7;6;30;15;41;39;26;18;11;9;1;134;0.0;100;63;37;27;23;6;1;80;87;56;83;56;39;15;-10;10;5;5;5;32;23;11;4;-3;-2;-7;4;-35;-21;-13;-8;-5;5;-6;-4;23;-21;-3;5;4;2;9;54;35;23;17;13;7.0;-5;7.0;65.0;2;20:00:00;1;CRU;GRE
PAL X AME 22-06-2016;0;2016-06-21;3.0;39;24;14;9;5;-30;-47;40;39;23;-7;91;88;61;40.0;25;40;29;23;100;35;7.0;-29;37;23;42;57;41;27;-20;6;-1;8;8;16;9;3;40;22;;41;18;9;1;21;-4;62;30;58;35;21;-15;4;-4;-53;12;-25;-2;7;38;32;29;21;-40;38;58;7;41;31;28;21;15;100;76;51;36;26;3;18;31;13;27;21;9;1;-98;-60;-38.0;7;-5.0;25.0;2;22:30:00;1;AME;PAL
CHA X CAP 22-06-2016;0;2016-06-22;-7.0;-1;-1;-1;-1;1;49;23;13;7;3;-51;-2;-1;-1;8.0;5;45;36;25;23;17;-5.0;4;-3;3;7;-19;-9;-7;-5;-5;-3;-4;-3;3;58;42;51;-35;-25.0;-51;-25;-12;18;-3;8;-18;-3;-6;-25;-38;-25;-13;-11;-23;-1;-10;-9;-4;-30;-15;-7;-3;-55;-34;-22;11;-15;-71;-45;33;1;3;8;2;-38;-20;4;-10;73;61;41;22;20;-8;3;-3;28.0;2;45.0;-35.0;0;20:30:00;0;CAP;CHA
