game;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
BCS X BLK 20-09-2017;1;2017-09-20;4.0;49;27;18;-44;-22;-15;42;50;29;21;-38;14;7;4;5;24;45;4;-3;-6;-8;-16;-10;-10;-11;-12;-12;-12;7;21;7;-6;-4;-7;-7;33;22;15;17;5.0;7;-7;-28;-16;11;-9;-5;-2;-5;-82;-53;-31;-42;-29;-40;2;-27;-20;-14;-17;-7;-3;1;-19;-15;-14;1;-13;-12;-36;-25;-47;-35;-68;-36;-20;27;4;36;21;3;-5;-7;-86;-55;-36;-30;-22.0;1;-41.0;-50.0;2;16:30:00;1;BLK;BCS
BAY X WOB 22-09-2017;2;2017-09-22;-10.0;2;10;13;11;-6;4;6;7;7;31;-3;14;-24;-7;-23;-15;-15;11;32;25;19;78;16;13;20;91;59;39;28;20;16;-9;65;-4;-12;-9;74;46;38;;-35;36;8;-4;25;-3;-49;-19;27;15;15;13;-74;-35;27;-19;2;37;28;16;13;8;28;13;5;-33;2;-19;-14;-9;-6;-27;-17;-11;64;62;61;6;33;46;26;-17;-76;-43;-25;22;36;29.0;2;2.0;0.0;2;16:30:00;0;WOB;BAY
MAI X BCS 23-09-2017;0;2017-09-23;1.0;-11;-1;-1;2;1;-4;-4;2;-7;-12;1;-2;-6;25;12;7;8;11;11;11;29;-2;14;5;-3;-2;-5;-6;27;15;6;3;-2;2;-5;-3;-1;-4;-6;0.0;-4;-5;-2;-4;-9;-1;-3;42;20;48;25;47;25;11;-4;-5;-4;-8;-9;-9;-30;-18;-11;-37;-22;-12;4;-8;-5;25;18;16;15;14;48;29;18;19;11;7;1;1;-60;-35;-20;31;15;14.0;1;23.0;40.0;1;11:30:00;1;BCS;
TSG X S04 23-09-2017;0;2017-09-23;-10.0;8;55;36;25;55;33;81;53;27;-35;-11;-10;-8;-8;-22;-7;-1;4;-4;-21;-12;-16;-12;-12;-11;-18;-53;-39;-26;-52;-32;-18;-6;-12;-9;3;4;-2;-2;;29;14;6;-4;4;-34;36;-24;-8;-3;-4;-28;-49;32;-9;4;-6;-5;27;-33;-22;-13;-37;-24;-11;-5;4;11;6;3;2;-20;41;-40;-13;26;7;5;-35;-20;-16;-28;-67;-64;-39;-24;-14;-11.0;10;39.0;30.0;2;11:30:00;1;S04;TSG
RBL X SGE 23-09-2017;1;2017-09-23;-10.0;15;15;15;15;30;28;27;27;21;12;7;17;15;14;14;14;14;14;12;11;55;6;67;44;29;21;13;3;3;-4;23;34;10;23;16;12;7;-9;1;-5.0;-11;5;3;-3;12;53;18;67;42;27;14;21;11;14;-33;14;-11;-5;43;25;20;-21;-5;-12;38;44;14;-32;-3;-2;-8;-30;-18;-7;-6;-82;-40;15;-22;-12;-1;56;29;13;44;22;-94;-52.0;15;-4.0;-20.0;2;11:30:00;1;SGE;RBL
STU X AUG 23-09-2017;0;2017-09-23;-27.0;-19;4;4;3;-2;7;10;12;14;6;-11;5;34;24;18;15;18;10;33;22;15;-5;10;33;20;14;5;-16;-5;25;16;14;-2;14;44;30;18;11;-11;-45.0;-6;-4;-3;-4;1;8;11;11;6;3;-6;35;23;18;15;2;14;-21;-7;-33;-18;-5;42;24;18;12;8;13;46;32;20;12;7;7;1;23;11;24;6;3;7;32;24;14;-40;-20;-16;-11.0;17;-3.0;30.0;0;11:30:00;0;AUG;STU
SVW X SCF 23-09-2017;0;2017-09-23;10.0;11;55;25;11;-22;-65;-41;-24;-13;16;10;9;-20;-2;-3;-5;-5;23;10;-61;-18;8;-57;38;-46;-25;-44;-20;-13;7;-3;4;3;-3;-30;-14;-48;-23;3;5.0;-3;-28;41;18;-2;15;63;44;18;36;27;53;38;35;53;-1;30;19;55;26;-25;-14;-12;-13;-10;-6;37;-5;-5;-29;-48;-30;-19;79;45;22;6;16;6;-30;-15;-11;28;14;12;9;8;45.0;13;38.0;20.0;0;11:30:00;0;SCF;SVW
DOR X BMG 23-09-2017;1;2017-09-23;10.0;12;-30;-6;8;4;9;15;36;28;22;11;38;68;69;44;29;23;81;81;98;100;16;75;41;24;47;27;64;47;31;25;58;15;75;41;-43;13;-40;-18;40.0;88;52;38;26;14;66;96;61;49;38;-28;18;7;5;-17;13;-3;9;15;52;68;41;-39;-37;-18;-6;12;8;11;21;19;17;17;13;10;9;48;12;32;57;37;25;12;13;10;11;12;13.0;12;13.0;;6;14:30:00;1;BMG;DOR
H96 X KOL 24-09-2017;0;2017-09-24;2.0;15;10;41;22;19;16;15;12;8;4;3;4;33;22;11;9;4;1;-4;-33;-22;8;-2;31;43;30;20;13;7;-4;3;-3;16;-4;3;32;21;-18;-20;0.0;3;9;62;43;16;32;43;24;9;-6;-6;-8;-32;-53;-36;21;-61;-6;5;28;22;-37;-11;-28;-55;-29;43;-25;-36;-21;-1;89;56;39;32;37;19;33;15;14;9;19;7;5;3;3;-4;1.0;21;-4.0;-45.0;0;11:30:00;0;KOL;H96
BLK X HSV 24-09-2017;0;2017-09-24;-4.0;28;12;9;10;10;-5;-65;-44;-21;-9;-5;-1;83;49;85;85;50;19;20;21;13;-2;3;-5;-12;-13;-13;-5;3;28;25;19;1;-21;-6;-17;-18;-18;-9;;-4;4;5;7;-1;-22;-18;-19;-7;6;6;32;32;35;28;3;-43;-19;18;-3;-3;-3;-7;-14;-11;17;9;5;-61;-34;-41;-21;-13;5;-36;-19;-16;-6;-14;-7;6;48;70;48;34;16;42;-25.0;-6;1.0;;3;14:00:00;1;HSV;BLK
S04 X BLK 29-09-2017;1;2017-09-29;-10.0;-9;-11;-12;-14;-14;-14;-9;-32;-20;-13;-4;-9;-7;-4;3;5;39;45;43;63;40;2;17;5;-4;-7;12;75;41;69;92;49;32;20;7;-50;-1;-2;-8;-60.0;12;13;2;-6;15;-8;-67;-41;-25;-16;-10;-23;-10;24;9;3;29;-77;-35;-24;-7;-3;-3;8;17;12;-7;7;-6;-1;-1;-6;-8;-4;-2;5;6;9;12;41;-34;-13;-11;37;100;83;6;-4.0;-6;-5.0;-45.0;1;16:30:00;0;BLK;S04
AUG X DOR 30-09-2017;2;2017-09-30;-3.0;-47;86;29;12;2;4;-4;-46;-30;-21;-4;-19;-12;-10;-11;-84;-52;-31;-21;-16;-7;3;-8;-38;-25;-17;-12;-10;-2;-29;-25;-23;-28;14;23;7;2;-61;-30;5.0;-26;-15;-3;36;-96;20;14;30;18;57;32;22;5;1;-2;-61;21;11;6;38;21;-51;-19;-10;42;20;-40;15;-46;-47;-27;-11;60;28;2;-6;-3;-28;-47;-28;-21;-8;-3;7;5;10;38;21.0;-19;15.0;0.0;1;11:30:00;-1;DOR;AUG
BMG X H96 30-09-2017;1;2017-09-30;-2.0;39;-29;-5;-35;-18;-10;7;2;3;2;3;-20;-7;19;12;6;58;40;25;37;25;-28;-57;-20;-18;-8;-1;7;8;28;66;43;-15;43;30;21;14;13;-2;15.0;-26;-17;-71;-43;13;-26;-35;-51;-92;-14;-12;12;11;69;40;-6;31;25;17;8;47;24;59;100;70;33;12;20;-66;-75;-44;-26;-15;-4;-1;-35;-23;68;-15;63;34;16;15;39;19;36;-30;-14.0;41;-35.0;90.0;2;11:30:00;1;H96;BMG
SGE X STU 30-09-2017;1;2017-09-30;8.0;-65;-8;-1;3;2;13;-20;-9;-6;4;11;-1;5;8;3;-7;8;9;2;-4;2;14;4;7;-8;-8;-12;23;6;-7;-7;-15;16;-8;-1;3;79;44;17;;-47;-27;-28;-22;4;-19;-14;-11;-10;-9;-11;-12;-10;-9;-14;6;-11;-43;-100;-81;-51;-33;-20;-37;-40;-100;-21;-80;-17;-42;-27;-16;-12;-17;-11;-59;-18;-6;-13;-6;-27;41;21;53;52;38;20;10.0;5;31.0;75.0;2;11:30:00;1;STU;SGE
WOB X MAI 30-09-2017;1;2017-09-30;-10.0;1;6;-3;-2;23;9;-32;-42;-32;-23;-1;-16;-37;-24;-18;-20;-50;-45;-25;-10;25;3;19;28;17;11;1;1;-7;-1;4;39;8;31;21;15;-23;-5;-3;0.0;4;5;6;7;12;15;14;6;31;10;100;59;33;21;20;-28;26;10;1;-6;-14;-13;-11;-5;-4;-29;22;-19;-48;-30;-20;-9;-75;-36;-9;-2;3;2;8;7;10;8;5;8;35;20;7;24.0;6;14.0;-30.0;1;11:30:00;0;;WOB
HSV X SVW 30-09-2017;0;2017-09-30;1.0;-71;-61;-33;-73;-57;-29;36;17;19;19;1;39;23;9;41;20;12;29;84;54;87;-4;60;63;32;17;10;-6;5;5;2;-1;-4;-1;-1;-35;31;27;17;;-25;-5;-4;-4;-10;-1;6;2;-1;-1;-1;10;14;33;64;-7;44;76;50;23;36;14;3;-2;-2;-12;-31;-12;-10;-34;-68;-46;-33;-22;-34;-19;-9;-16;43;50;34;23;27;15;10;33;25;-19.0;-13;6.0;5.0;0;14:30:00;0;SVW;HSV
SCF X TSG 01-10-2017;2;2017-10-01;-10.0;40;25;17;12;6;-1;-46;51;15;100;-15;66;35;47;29;80;27;21;9;-27;-15;-13;-6;-2;7;1;1;2;2;7;11;9;-42;7;6;5;5;6;7;60.0;3;-23;-10;-11;51;-12;-12;-75;-49;-32;-17;-93;-59;-24;15;9;-6;4;34;10;6;5;3;-8;-16;-55;2;-37;-17;-14;-9;-8;-11;-3;-3;4;-4;-4;37;52;32;20;34;-49;-44;-69;-2;45.0;4;32.0;-80.0;3;09:30:00;1;TSG;SCF
BCS X BAY 01-10-2017;2;2017-10-01;-10.0;-38;-100;-64;-67;-49;-32;29;9;2;-6;7;-6;-8;-7;28;8;-11;-8;-7;-59;-47;-34;-30;-20;-64;-42;-26;-93;-63;41;-60;-11;-22;34;54;23;12;4;-37;-55.0;6;1;-2;-2;-65;-76;82;19;15;37;66;6;72;40;60;-43;38;24;9;6;-5;-7;-14;-13;-12;-11;-56;-11;-10;-11;-6;-9;-10;-11;-11;-42;-29;-41;-41;-28;-15;-12;-7;-13;-13;-13;-33;-25.0;-29;-19.0;0.0;2;11:30:00;0;BAY;BCS
KOL X RBL 01-10-2017;2;2017-10-01;10.0;-5;-36;-25;-14;-8;73;68;47;27;45;71;17;10;24;13;4;-12;-10;-32;-22;-16;38;-100;-100;-68;-69;-3;-19;-6;-22;-7;-9;22;13;-98;-46;-30;-20;-46;30.0;-13;-6;-3;-1;9;1;-40;26;8;7;6;8;1;-7;-10;26;-12;-57;-59;-44;-90;-52;-25;-30;-14;-1;2;7;4;5;4;-4;-14;-7;38;12;4;1;-83;-49;-24;78;35;-43;-6;-7;38;18.0;6;16.0;30.0;1;14:00:00;-1;RBL;KOL
STU X KOL 13-10-2017;1;2017-10-13;-10.0;-14;52;2;2;-15;-8;-9;5;-6;-86;-12;-52;-11;24;11;-20;24;-35;-20;-32;-13;-1;-5;5;6;28;24;42;27;14;-7;73;11;23;100;83;42;12;-8;;-3;3;7;2;15;-8;-5;13;2;-33;-20;-14;-17;63;30;-40;15;-34;-21;-20;-10;62;82;16;20;42;-22;20;38;25;14;6;9;3;-75;-43;-21;-19;24;10;16;53;36;40;14;3;-5;-8.0;-17;-7.0;10.0;2;16:30:00;1;KOL;STU
MAI X HSV 14-10-2017;2;2017-10-14;-6.0;-58;-39;-54;-37;-21;-42;-27;-13;-11;-5;-7;1;19;8;3;5;20;5;2;-2;24;80;11;16;9;5;1;-1;-1;-10;16;5;40;-26;-13;-7;8;-18;7;0.0;11;14;36;15;19;7;-4;97;27;8;51;27;-29;-4;85;7;45;22;15;8;-1;-1;-5;-3;-1;-1;-10;-4;-6;-7;37;-29;-10;-5;-2;-3;-4;-15;-1;1;1;6;44;28;18;18;17;9.0;-89;7.0;-70.0;3;11:30:00;1;HSV;
TSG X AUG 14-10-2017;2;2017-10-14;-10.0;10;-16;5;5;2;-1;1;-1;10;9;-1;-23;-2;71;46;28;19;16;9;10;1;-36;-25;-16;-12;-10;-7;-5;3;3;1;-32;-19;-49;-31;-50;-19;31;33;-5.0;25;20;9;72;-4;71;48;44;98;51;85;48;20;-7;-7;2;-9;-1;4;26;59;41;29;28;50;32;5;59;68;-42;-5;4;-29;-97;-57;-42;-22;10;29;8;-46;-23;-9;30;97;62;-39;1.0;10;-36.0;10.0;2;11:30:00;0;AUG;TSG
BAY X SCF 14-10-2017;0;2017-10-14;10.0;44;88;39;52;37;29;17;18;61;43;10;33;32;62;76;48;37;80;50;32;50;35;35;22;19;17;23;4;-24;30;43;29;25;22;24;91;96;59;7;;15;-5;-3;-2;20;-1;2;2;2;2;3;28;22;6;10;16;12;16;16;100;66;36;19;9;-3;-3;44;-3;-22;-18;-10;-6;-5;74;41;-35;6;100;5;11;31;71;49;61;48;39;19;31.0;66;;5.0;5;11:30:00;1;SCF;BAY
H96 X SGE 14-10-2017;2;2017-10-14;2.0;-34;-57;-5;5;1;4;-5;2;37;25;-1;11;10;10;-16;26;4;-22;29;14;9;-7;-28;-2;4;13;9;-33;78;39;24;16;-11;14;-3;7;26;13;-27;0.0;-32;-20;-14;-10;-10;-73;-47;-24;-16;-15;-1;3;4;5;6;-7;1;-35;-25;-47;-30;-20;-11;-12;-11;-10;-4;-15;-38;-36;-15;-13;-4;3;5;-3;8;8;12;7;18;-46;-25;31;8;-10;1;40.0;-4;-75.0;35.0;1;11:30:00;-1;SGE;H96
BCS X S04 14-10-2017;2;2017-10-14;10.0;-1;-20;-11;-11;-32;-14;-7;5;-2;-27;15;-22;-14;-10;-2;-5;-6;-1;2;2;13;3;-9;-4;-6;-7;-3;3;3;-5;-5;-8;-6;-5;5;4;27;10;-21;0.0;-5;-27;-20;-51;-7;-45;-26;-13;-12;-84;-53;-36;-26;-20;20;-10;3;2;-6;-6;-10;-5;-17;-9;-9;-9;-12;-4;-5;-7;-13;-44;-24;-11;-13;-15;-100;-12;-72;-47;-7;-43;-22;-17;-14;-12;-7;-6.0;-2;-30.0;-45.0;0;11:30:00;-1;S04;BCS
DOR X RBL 14-10-2017;3;2017-10-14;-10.0;-13;-80;-46;-26;33;15;22;25;12;7;-10;6;35;15;-11;6;1;-77;-38;-54;-36;-16;-16;10;1;-7;-81;-45;-24;-6;4;8;-17;13;43;31;72;47;5;0.0;6;2;-11;-81;73;-44;-22;-7;6;17;66;60;41;30;79;41;39;47;28;16;81;49;27;-42;-11;-9;23;-6;-4;-6;-9;6;51;41;30;24;60;-41;38;28;22;28;13;46;34;26;21;24.0;-8;18.0;75.0;2;14:30:00;-1;RBL;DOR
BLK X WOB 15-10-2017;2;2017-10-15;-10.0;1;-4;-8;-8;-4;-1;-5;-4;-4;-2;-11;-6;-3;116;71;46;57;41;22;20;100;-11;67;38;21;11;-2;185;100;63;36;21;-9;-2;-2;-2;-2;-2;-1;-190.0;1;-20;-10;-5;-8;-2;1;1;1;1;1;1;1;1;1;5;1;1;1;1;100;100;92;52;28;-83;0;-53;-33;-48;-31;-11;-4;2;-19;27;16;-9;71;44;69;45;32;15;-16;-2;-22;-9.0;-2;-6.0;0.0;2;11:30:00;0;WOB;BLK
SVW X BMG 15-10-2017;2;2017-10-15;-6.0;-8;-8;-15;-3;-2;-6;-8;-9;-11;-7;-8;-59;-11;-8;38;12;-32;-12;-41;-100;-60;-10;-36;-24;28;6;-143;-45;30;5;2;-27;-7;-17;-11;-31;-17;-7;36;5.0;38;29;24;21;-7;7;-60;-33;-20;-47;-27;32;28;23;24;-6;22;18;42;27;13;5;-8;-7;-6;-66;-1;-81;-50;43;5;5;5;7;40;21;9;2;3;-43;-35;38;6;-33;-46;-23;-13;-24.0;0;-8.0;80.0;0;14:00:00;-1;BMG;SVW
S04 X MAI 20-10-2017;0;2017-10-20;7.0;58;47;35;33;96;55;34;18;13;5;11;5;6;6;1;6;9;11;7;11;12;13;-44;-20;-15;-16;-3;43;28;19;9;52;15;35;23;8;-5;-8;-45;;-31;-18;-8;-43;15;-21;-10;7;26;25;21;9;1;52;31;11;19;13;60;33;21;13;8;1;31;18;11;-30;-15;-8;-7;101;99;60;36;59;35;11;25;9;-36;-21;50;15;3;49;28;6.0;11;-7.0;-20.0;2;16:30:00;1;;S04
AUG X H96 21-10-2017;2;2017-10-21;-5.0;39;100;70;45;29;21;13;4;10;7;27;6;-34;-11;22;9;12;11;9;7;27;15;18;5;5;76;41;17;-33;-14;39;13;31;7;10;4;19;13;16;-25.0;29;22;48;39;15;27;12;5;-3;28;7;-8;-13;-12;-13;36;-41;-27;-17;-13;-10;-36;-28;-23;-57;-38;40;-24;-42;-18;7;22;14;42;-99;-43;-25;30;-14;-9;-4;16;13;13;11;11;14;12.0;68;-76.0;-10.0;1;11:30:00;-1;H96;AUG
BMG X BLK 21-10-2017;5;2017-10-21;-2.0;27;48;32;16;13;11;11;18;8;8;-2;6;-30;-24;-9;6;24;24;6;-5;-6;-3;-1;4;-1;-21;-42;-61;-33;-16;-5;-3;-3;27;34;18;-37;-7;-7;;25;15;-23;-100;6;-91;-53;-29;-13;3;1;-3;33;41;27;-3;-68;-100;-60;-34;-18;-8;3;4;5;30;1;-78;43;1;2;-3;-28;-18;-11;-8;24;81;17;-77;-37;32;-4;-3;4;4;1;2.0;42;3.0;;1;11:30:00;-1;BLK;BMG
SGE X DOR 21-10-2017;2;2017-10-21;10.0;-3;-5;-37;-29;-13;-4;4;2;-6;-82;2;-49;-49;-37;-22;-12;-3;27;18;16;11;-3;2;4;11;46;57;36;17;6;-9;-29;-8;-21;-16;-13;-11;-9;-14;-20.0;7;6;41;25;-9;-24;-29;-10;-12;-20;-17;-15;-8;-88;-50;-12;-27;-4;-5;-4;2;72;39;20;-29;46;-14;21;51;24;10;36;10;-6;-51;-20;-19;-9;-15;-14;35;-19;1;-6;-7;15;-6;-6.0;-8;-8.0;-85.0;2;11:30:00;0;DOR;SGE
RBL X STU 21-10-2017;0;2017-10-21;-10.0;28;22;20;17;15;8;7;6;6;6;-7;1;-2;7;7;83;42;24;8;-24;-26;-5;-39;-17;-4;6;8;16;14;13;2;5;-24;36;25;19;51;59;31;;36;21;15;12;-16;12;-17;-8;-13;-1;7;10;-35;-40;-23;-6;-14;-8;-3;-26;-42;-27;-38;-54;-32;-29;-1;-18;-51;-30;-19;29;53;34;70;41;21;3;14;7;40;25;16;11;3;2;1;2.0;11;8.0;65.0;1;11:30:00;1;STU;RBL
HSV X BAY 21-10-2017;1;2017-10-21;-4.0;-21;-13;-9;-6;-13;-13;-13;-11;-10;-8;-6;-8;-31;-54;-32;-18;-22;-22;-17;19;-6;-6;-6;-7;10;2;2;8;8;-6;14;-11;38;-23;-20;-17;-18;-16;-19;5.0;-7;-11;-8;-31;16;-25;-21;-63;-36;-53;98;31;14;7;-27;5;-75;-51;49;4;-8;-8;-9;-16;-56;-38;-4;-27;-20;-62;-63;-47;-33;-19;-13;-65;-23;-4;-8;-10;-41;-25;-86;-61;-86;-54;-66;-39.0;-34;-23.0;30.0;0;14:30:00;-1;BAY;HSV
KOL X SVW 22-10-2017;0;2017-10-22;-10.0;1;8;8;19;-9;2;-8;-6;-7;-1;-8;1;1;-3;-3;-4;-5;-1;7;-7;-9;-8;-4;-1;-50;-33;-24;35;13;17;52;27;-7;55;34;20;9;6;1;;-55;-31;-11;-5;-7;-6;-79;-49;-22;-11;-34;-13;37;18;17;36;9;6;4;25;18;59;41;31;15;6;21;-2;4;-2;-2;-3;-3;-26;-19;-15;-13;5;-13;-12;-8;-10;-12;-12;28;45;26;15.0;46;34.0;-105.0;0;09:30:00;0;SVW;KOL
SCF X BCS 22-10-2017;1;2017-10-22;6.0;-5;-1;32;17;16;11;4;1;1;6;9;4;-5;57;26;7;-8;7;26;45;47;41;34;22;9;-8;-1;18;37;55;41;32;17;20;48;14;1;11;12;60.0;-7;-5;-5;-7;-31;-23;-11;77;42;26;23;15;9;1;2;-49;-29;-19;-19;-13;-10;-6;-6;7;8;6;-58;9;11;92;84;53;9;-7;-8;-38;40;-32;10;-76;-41;-23;-82;-50;-25;-21;-13;-4.0;-13;-5.0;50.0;1;11:30:00;0;BCS;SCF
WOB X TSG 22-10-2017;1;2017-10-22;10.0;4;7;87;71;-70;-16;-2;8;7;28;10;16;6;5;-3;3;5;-21;-14;-12;-10;10;-9;-6;46;30;13;37;26;14;9;48;5;100;65;40;30;11;-24;-40.0;-17;-12;-10;24;-8;5;-12;-8;-9;-11;-3;-4;-44;-24;84;-43;34;17;40;21;-28;-35;-49;-30;-16;-31;-28;-21;-9;-29;-96;-54;-26;-13;-4;-4;7;-13;45;-69;-18;32;13;11;41;8;12;32.0;-2;19.0;110.0;1;14:00:00;0;TSG;WOB
MAI X SGE 27-10-2017;1;2017-10-27;-10.0;29;14;2;-4;-39;-26;-17;-13;-1;2;-5;2;-3;-2;-3;-43;-82;-50;-100;-59;-58;-28;-32;-20;-8;-6;-3;-8;-7;-2;-34;-18;-16;-8;-2;4;27;20;16;;19;20;6;5;47;-34;-17;-9;-4;-1;7;44;25;4;4;17;4;13;39;-28;-5;12;-34;-18;21;2;33;8;74;80;41;25;10;-5;-9;-12;-14;24;-10;-7;-6;-5;-4;4;3;10;9;9.0;17;28.0;40.0;1;16:30:00;0;SGE;
TSG X BMG 28-10-2017;3;2017-10-28;-6.0;-52;-28;-19;-2;6;45;25;15;8;4;-5;25;23;-32;-11;-3;84;45;28;15;7;-5;-1;1;-1;-10;-46;-2;-1;-7;8;7;-3;5;5;6;4;-34;-13;25.0;6;7;8;14;6;-27;34;16;52;37;30;55;28;10;2;5;-4;-100;-100;-84;-45;-21;-9;3;3;3;6;8;47;30;19;8;6;17;1;-44;37;7;-73;-7;-96;-51;-30;-5;33;60;36;22.0;-48;-20.0;35.0;1;11:30:00;-1;BMG;TSG
BLK X KOL 28-10-2017;1;2017-10-28;10.0;31;18;14;10;-20;-4;5;5;-14;27;32;19;17;41;-74;-29;-22;-10;8;17;17;25;63;36;62;42;56;36;28;20;17;11;21;3;5;-2;3;10;2;-25.0;-15;-13;-7;-3;20;-1;1;36;22;87;50;28;3;-18;-12;18;-4;8;-8;8;11;19;83;51;31;54;16;32;-64;-27;32;100;65;20;8;83;78;26;52;34;31;18;14;-14;82;45;26;-61.0;52;-100.0;-5.0;2;11:30:00;1;KOL;BLK
S04 X WOB 28-10-2017;1;2017-10-28;-10.0;3;3;49;21;10;3;-2;-5;-5;10;6;69;43;29;26;22;20;65;41;27;19;7;14;3;85;55;38;23;14;3;2;1;3;-5;54;34;100;65;48;0.0;-6;-9;-11;-12;-2;-13;-11;-10;-10;-6;-3;-21;-12;30;13;-2;7;-26;-11;-8;-35;-26;-19;-14;-12;-58;-2;-37;-25;-18;-13;-7;23;-43;-26;-18;-13;-3;-17;8;8;30;18;7;38;17;23;63.0;5;28.0;-40.0;1;11:30:00;0;WOB;S04
H96 X DOR 28-10-2017;2;2017-10-28;10.0;6;11;4;-6;-3;-4;-5;6;24;16;27;8;78;44;22;11;10;-2;-2;-78;-47;-19;-91;-49;-34;-14;10;1;-5;-25;-28;-16;2;72;33;18;7;-5;-9;;21;-25;-18;21;-2;6;-5;12;-78;-49;-56;-44;-32;-18;-5;4;11;76;41;19;50;-41;-47;-33;-20;-66;27;-48;-33;-21;-17;26;7;-35;56;18;-35;13;-19;-13;-17;-14;-15;-13;76;41;25;27.0;3;83.0;40.0;4;11:30:00;1;DOR;H96
BCS X HSV 28-10-2017;1;2017-10-28;8.0;-51;-59;-29;-14;-2;7;9;73;81;51;11;37;22;8;-5;6;6;29;22;19;-55;11;-46;-25;-15;-13;-6;5;-1;1;1;2;13;-25;-12;-6;-8;-6;-9;;-17;-6;10;7;40;99;91;50;20;7;-6;-10;-8;-6;18;56;7;2;-22;24;3;-2;3;21;9;3;11;-2;-2;-34;-32;-98;-61;-65;-40;-27;-14;-24;-12;16;-9;-4;-6;-27;-26;-26;-26;-81.0;-19;-47.0;-5.0;2;11:30:00;1;HSV;BCS
BAY X RBL 28-10-2017;0;2017-10-28;-10.0;58;28;19;19;14;22;81;86;54;100;5;63;27;-43;43;16;22;100;88;55;32;47;22;3;7;10;12;13;14;14;24;84;39;44;26;15;63;33;76;5.0;26;21;-33;28;28;37;48;33;26;18;13;10;10;10;51;19;35;56;38;27;23;21;17;63;62;41;17;29;22;39;31;23;19;21;17;16;16;-54;46;34;51;41;25;18;16;13;13;9.0;-25;16.0;;2;14:30:00;1;RBL;BAY
SVW X AUG 29-10-2017;3;2017-10-29;-1.0;-59;-32;-17;-10;4;11;-35;-11;-1;6;-1;36;11;8;6;4;7;11;13;87;47;2;24;10;12;2;1;-1;1;5;24;15;7;-70;-69;-41;-25;-14;-37;-75.0;-1;5;1;-9;11;-3;-6;-2;12;12;38;33;24;73;100;12;100;68;-68;32;-9;-31;-25;-6;-33;-6;32;3;-28;-56;-82;-25;-15;20;10;9;4;12;2;-25;46;17;8;2;1;-29;-20;-9.0;-65;-8.0;;0;12:30:00;-1;AUG;SVW
STU X SCF 29-10-2017;0;2017-10-29;-10.0;-7;-4;-2;15;31;19;1;41;45;32;-9;24;20;14;31;82;78;50;34;23;34;-8;53;36;42;55;40;31;33;23;16;83;-11;55;78;58;59;29;1;80.0;25;22;20;19;-8;18;16;15;9;11;12;13;13;14;49;-7;35;26;-29;-7;-7;-4;3;-3;2;1;-7;1;2;1;26;21;13;-31;-14;-1;-41;8;-24;-12;-12;77;45;33;21;19;12;13.0;-2;6.0;;3;15:00:00;1;SCF;STU
SGE X SVW 03-11-2017;1;2017-11-03;-5.0;-36;-28;-10;7;22;17;14;11;93;49;-7;26;37;19;2;-3;-33;-84;-48;-26;-13;-9;8;68;38;20;30;24;3;-12;-42;-34;-10;-43;-28;-18;-53;-60;2;0.0;-214;-100;-73;-42;-5;-23;-6;-13;-13;-18;-39;-21;27;15;36;-4;30;20;12;3;7;11;99;62;90;61;-4;36;4;-5;-31;-26;-17;29;9;11;5;-8;-32;-20;-13;-10;-3;-18;-8;-2;3;92.0;-50;98.0;25.0;2;17:30:00;1;SVW;SGE
AUG X BLK 04-11-2017;1;2017-11-04;-40.0;-29;-20;-15;-12;17;6;-7;-7;-4;-10;-20;-42;-19;-13;24;12;3;24;22;9;3;-14;-3;-3;-5;-5;43;33;39;18;1;7;-13;7;9;7;32;20;62;0.0;48;-28;7;97;-12;86;57;42;26;3;-6;-9;-14;-16;18;-9;2;-6;-7;-4;5;5;8;20;40;26;-11;18;16;14;12;13;2;-6;-8;-20;-86;-9;-55;-36;-45;-54;-61;-40;-31;-24;-20;-11.0;-44;-3.0;0.0;1;12:30:00;0;BLK;AUG
