game;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
BCS X BAY 28-09-2018;0;2018-09-28;-1.0;-42;-3;5;-5;-21;-71;-56;-36;-24;-52;9;-8;7;13;100;76;38;-27;-8;-63;-43;3;-100;-56;-9;23;16;12;-21;-54;-38;-28;10;-95;-67;-72;-52;-28;37;25.0;29;4;-47;-92;1;-100;-100;-87;-55;-65;-91;-100;-94;-88;-48;-15;-27;-17;-17;-12;-29;-35;-60;-21;-82.0;-94;-12;-91;-56;-88;-42;-30;-6;-27;-12;-7;-39;-10;-100;-68;-66;-48;-34;-17;-44;-44;-59.0;-38;-84;-46.0;-102.0;2;16:30:00;1;BAY;BCS
NUR X DUS 29-09-2018;0;2018-09-29;-14.0;-15;-31;-17;-9;-4;-1;5;2;-2;-10;-10;9;85;69;45;100;62;-64;-11;73;29;-8;-18;-43;-37;-19;-73;-40;-56;-14;-13;-8;-16;-10;-79;-53;-59;-55;37;;34;-41;-13;-25;-29;-13;-13;-7;-7;9;-11;-20;-33;-26;-26;-21;-12;-22;-10;-7;-10;27;7;-7;6.0;6;-14;-16;-11;-25;-24;-40;-68;-48;-32;-62;35;-19;32;9;-8;42;3;-1;-61;-20;-11.0;7;-17;9.0;;3;11:30:00;1;DUS;NUR
TSG X RBL 29-09-2018;2;2018-09-29;12.0;-1;38;25;19;35;14;1;-7;-4;-6;10;15;93;49;36;-38;28;16;-42;-1;-3;7;-10;-4;2;-2;9;13;-30;-45;36;-22;1;-9;-49;-100;-57;-16;16;;-20;-30;-15;-46;2;-30;-52;-20;-17;-49;-25;20;47;30;54;-32;34;70;35;29;21;28;24;-54;-13.0;55;-76;-74;-27;-24;-68;-100;-53;40;-10;2;12;-46;39;27;29;20;12;29;100;85;51.0;80;-26;47.0;32.0;1;11:30:00;-1;RBL;TSG
S04 X MAI 29-09-2018;0;2018-09-29;-12.0;16;12;95;57;44;18;18;58;66;49;-1;34;25;1;15;42;24;32;17;10;35;-5;12;12;8;10;5;5;16;45;100;54;-22;35;44;-54;-61;63;-1;15.0;-1;32;-83;-48;-98;-29;-52;-24;-21;-16;-42;-30;36;10;41;-51;50;25;17;23;5;14;5;-4;-25.0;-18;-38;-19;-100;-65;-9;-38;-22;-9;-7;-14;-15;-16;-59;-42;-32;-48;-26;-14;-5;-20;-64.0;-60;-11;-100.0;-52.0;1;11:30:00;1;;S04
STU X SVW 29-09-2018;1;2018-09-29;22.0;-29;-35;62;71;37;36;16;-38;-24;-56;2;72;4;26;9;-55;-42;-31;-17;-17;-27;-34;-32;-26;-86;-100;-100;-84;-76;-12;-6;2;-25;4;-13;-49;-33;-60;-24;-68.0;-52;-74;-61;-35;-73;-18;43;33;16;-13;21;-17;-9;-10;-10;-34;-60;-43;-35;-27;-23;24;47;33;22.0;-41;73;-5;-18;-11;-9;10;83;52;39;100;82;25;37;16;45;99;76;22;11;-14;-13.0;-1;13;-8.0;28.0;2;11:30:00;1;SVW;STU
WOB X BMG 29-09-2018;2;2018-09-29;-5.0;-24;-20;-19;81;38;26;14;8;2;4;-17;34;24;-73;-31;40;-47;-17;18;-13;-8;-8;-33;-17;-12;-6;-4;-1;25;-14;-32;-27;-4;-19;-16;-12;-8;-7;-28;-5.0;-25;-9;-8;-24;50;-3;73;47;33;27;52;15;-41;-23;15;73;37;35;36;33;9;3;13;5;-2.0;1;47;15;17;19;10;14;68;57;10;4;6;-74;26;81;81;52;13;4;4;-2;-32.0;-16;-29;-8.0;99.0;2;11:30:00;0;BMG;WOB
BLK X DOR 29-09-2018;4;2018-09-29;3.0;100;53;-72;-71;-59;-98;-56;-21;-14;47;6;21;17;5;-4;-7;-16;-19;-20;-12;-5;10;-3;-7;7;15;-13;-8;-18;-11;-37;-22;34;106;48;27;-41;-8;15;29.0;-5;-7;-53;-77;41;-60;86;2;-11;-14;38;18;4;47;4;22;2;25;8;-7;-57;-100;-100;-89;-62.0;-33;35;-54;-23;-20;-81;-64;-39;-16;-14;-38;-23;95;-5;-2;-6;-50;-35;-26;-100;70;32.0;12;65;22.0;52.0;2;14:30:00;-1;DOR;BLK
SGE X H96 30-09-2018;1;2018-09-30;-9.0;22;13;-23;-3;6;6;32;53;40;65;-1;60;27;19;18;-15;-7;-2;-4;-2;59;-2;40;5;2;3;9;5;27;100;56;25;-4;51;38;-27;-3;-4;-22;67.0;-11;-9;-8;13;-17;-43;-29;-25;-22;-64;-36;-21;-45;-27;-13;-3;53;25;-24;7;41;29;36;18;45.0;21;20;8;-4;-22;-19;-14;-26;-15;-4;3;2;6;-10;-3;-22;-13;75;73;50;-73;-51.0;-31;7;96.0;-2.0;4;11:30:00;1;H96;SGE
AUG X SCF 30-09-2018;1;2018-09-30;6.0;-4;-4;-4;-4;27;64;100;76;50;100;15;100;64;40;33;11;26;11;43;14;6;10;-7;-7;19;12;12;100;83;83;34;20;96;1;-43;-27;-3;-9;-13;23.0;43;100;100;-89;62;-54;-39;-100;-100;-46;44;8;10;1;-36;39;-18;-13;14;17;3;-39;-43;-20;77.0;100;17;74;5;-31;-23;44;18;17;-17;-21;-17;8;-2;4;22;-45;98;54;30;18;-15.0;-6;-3;5.0;25.0;4;14:00:00;1;SCF;AUG
SVW X WOB 05-10-2018;0;2018-10-05;-10.0;-13;-24;-10;-6;-1;20;-39;-11;-7;-15;-14;-31;24;25;9;36;29;13;8;21;34;-11;21;14;16;24;57;33;71;60;43;26;8;79;42;29;29;6;-37;4.0;-9;-2;3;3;-3;3;6;-16;-15;-14;-12;-49;-31;-10;-9;-30;-18;-1;12;2;-8;-16;-10;-13;-9.0;-8;-15;-11;-73;-37;-37;-61;-74;-44;-30;-16;-4;-10;-2;-15;-49;49;9;7;2;51;8.0;2;-12;20.0;9.0;2;16:30:00;1;WOB;SVW
MAI X BCS 06-10-2018;0;2018-10-06;6.0;63;42;19;15;9;19;31;66;56;33;3;18;14;7;-44;-18;-36;-31;-68;-7;-2;-2;6;31;27;17;14;13;10;10;41;40;-4;74;70;46;42;26;-3;-1.0;-7;-7;-16;30;-34;10;-15;-14;-24;-22;-15;-3;21;37;18;-28;-34;-7;-3;-1;16;-17;-15;23;8.0;8;-15;24;41;26;19;33;21;18;11;-7;-3;49;-21;-14;34;4;-4;28;13;33;24.0;39;69;6.0;15.0;0;11:30:00;0;BCS;
DOR X AUG 06-10-2018;3;2018-10-06;1.0;2;2;-3;10;2;36;14;-37;-16;-8;-23;-14;-5;-10;-68;-25;54;35;10;20;18;-56;23;16;8;-18;-8;61;36;-29;-2;2;-47;12;-9;4;-5;5;12;0.0;11;8;3;-9;-41;-4;-23;-47;-33;-22;-7;-15;6;6;9;-21;12;12;20;60;31;1;4;18;57.0;39;-8;66;26;-59;-24;-10;-8;-23;-11;-1;6;8;14;75;50;34;67;36;14;-13;-29.0;-12;29;37.0;30.0;4;11:30:00;1;AUG;DOR
DUS X S04 06-10-2018;2;2018-10-06;15.0;-34;-23;-58;-35;-21;-31;-49;-21;-8;8;-10;-14;-2;-6;-8;-39;-23;-10;10;-3;-18;-18;15;19;25;43;10;-25;-2;-1;-1;-3;19;3;-5;-20;-7;-16;6;-35.0;5;4;-56;-54;42;-29;-26;-16;-24;-71;-33;-17;-8;-1;15;30;36;13;-14;-9;-3;-2;2;-15;-5.0;5;39;18;59;31;13;6;21;3;-3;3;-3;18;-2;15;-8;-3;7;21;-81;-40;-19.0;-8;-19;7.0;-32.0;0;11:30:00;-1;S04;DUS
H96 X STU 06-10-2018;1;2018-10-06;12.0;13;13;15;8;4;2;2;-2;-1;-3;22;-1;-4;3;2;11;22;18;3;27;29;44;21;74;45;26;15;6;-4;-3;12;24;31;-29;-14;-27;-7;-8;-4;59.0;33;14;10;-8;23;23;-67;-35;-67;-37;-25;-40;-22;-8;-3;17;-19;-7;6;25;-34;-3;-7;-62;-39.0;-15;14;-6;-2;-4;3;23;5;76;45;52;29;27;12;27;5;5;-6;-35;-18;-7;6.0;-22;41;-16.0;-47.0;3;11:30:00;1;STU;H96
BAY X BMG 06-10-2018;3;2018-10-06;5.0;9;-9;26;16;12;41;23;-48;-6;5;7;2;20;21;33;-24;3;8;5;1;-27;9;-9;18;37;100;71;64;69;30;14;9;54;6;3;39;33;26;22;-24.0;6;17;17;20;37;-13;3;7;9;7;28;17;3;4;-19;43;-2;7;10;24;56;35;23;19;17.0;8;16;25;5;-4;-4;4;2;2;-3;7;11;13;26;22;18;50;36;21;26;37;23.0;-60;8;-22.0;30.0;0;14:30:00;-1;BMG;BAY
SCF X BLK 07-10-2018;0;2018-10-07;-11.0;-8;9;-9;-7;-6;-4;8;3;-17;-18;-10;-15;-41;-22;-11;-15;-7;-8;-7;-27;-60;-12;-37;-16;-11;11;28;2;-10;-18;-17;-17;-41;-11;-8;-6;-34;-7;-2;;-21;-13;12;-3;-30;-3;-3;-2;-60;-38;39;8;6;-15;-34;-22;-18;-14;-6;39;12;-10;28;56;30.0;18;-18;25;12;-5;3;48;21;20;18;30;20;-33;17;16;22;12;7;7;-14;-4;-19.0;-27;-36;-17.0;14.0;0;09:30:00;0;BLK;SCF
TSG X SGE 07-10-2018;2;2018-10-07;-9.0;7;26;28;20;-24;7;-12;9;12;30;-27;8;10;-11;-27;-14;-8;24;19;39;42;-21;41;30;12;-10;21;16;19;12;18;22;-7;16;4;6;3;-35;-17;2.0;-3;-59;-30;26;-1;29;22;30;43;27;42;23;18;19;39;4;43;29;27;-23;9;19;41;57;93.0;63;6;39;61;38;32;20;18;7;27;19;20;7;16;20;22;36;36;17;8;21;10.0;2;7;8.0;85.0;1;11:30:00;-1;SGE;TSG
RBL X NUR 07-10-2018;0;2018-10-07;10.0;30;14;5;1;1;7;16;14;12;8;15;22;73;41;20;15;11;4;19;41;83;9;66;36;21;46;23;12;13;17;14;15;56;4;10;10;11;11;9;;-21;-4;5;5;26;30;24;26;-45;-12;57;50;23;17;10;13;38;19;-25;12;66;61;44;32;27.0;56;31;39;17;3;17;4;4;2;28;12;10;37;29;20;6;-4;3;41;34;29;30.0;21;26;4.0;0.0;6;14:00:00;1;NUR;RBL
SGE X DUS 19-10-2018;1;2018-10-19;11.0;7;-8;-9;-34;27;-19;15;8;12;73;11;78;43;72;39;34;16;9;32;17;6;41;1;10;26;16;19;70;42;30;19;11;100;27;9;1;12;-65;-29;32.0;61;-44;-10;-11;67;-5;37;91;71;-52;51;24;4;-7;-11;39;-12;-3;-3;-5;-12;-25;21;7;33.0;92;21;54;28;9;28;-38;-22;-1;16;11;15;23;25;9;-5;8;23;9;-18;-5;-6.0;-1;1;13.0;;7;16:30:00;1;DUS;SGE
NUR X TSG 20-10-2018;3;2018-10-20;5.0;-11;-6;-5;-3;-1;-2;-2;15;3;52;45;25;9;-6;-6;-41;-62;-90;-68;-45;-37;23;-24;-16;-43;-48;-29;-2;-21;-31;-53;-40;8;-60;-39;-21;-10;-6;-12;-54.0;-11;-12;-13;-13;-32;-14;-98;-98;-59;-40;-29;-39;-17;-75;-50;-38;-57;-37;-100;-74;-36;-31;-12;-6;-57.0;-38;-17;-37;-35;-63;-39;-28;-49;-37;-45;-42;-48;-16;-32;-24;-14;-14;-8;-36;-8;38;17.0;8;-43;45.0;-4.0;1;11:30:00;-1;TSG;NUR
AUG X RBL 20-10-2018;0;2018-10-20;-1.0;-5;5;5;7;9;12;10;8;-37;-18;-1;-23;-11;39;-25;8;4;23;1;-28;-21;-1;-14;-11;-8;-4;-3;-20;-4;8;8;35;3;38;19;-27;-18;-51;-60;40.0;-1;6;-24;23;-1;-6;-12;-34;-25;-37;-13;-10;-1;6;5;20;-6;-11;-62;-48;-34;-13;-6;9;6.0;-4;22;21;15;-36;-26;-26;-19;-29;-32;-38;-27;11;32;15;34;19;12;10;4;3;-14.0;-7;5;-10.0;4.0;0;11:30:00;0;RBL;AUG
BLK X H96 20-10-2018;2;2018-10-20;6.0;23;47;19;3;-5;-10;-3;-6;-4;-38;24;-48;-37;-23;-24;-43;-79;-49;-34;-16;-3;35;4;6;-83;-48;-48;32;2;5;34;25;33;16;48;92;64;59;5;-2.0;-7;5;7;6;29;-16;-8;-5;48;12;-19;13;44;27;12;18;13;11;17;74;46;31;31;24;38.0;23;53;18;14;34;14;24;38;28;20;32;45;34;65;92;91;74;40;71;41;27;28.0;39;28;31.0;68.0;2;11:30:00;0;H96;BLK
STU X DOR 20-10-2018;4;2018-10-20;-5.0;30;11;13;13;13;25;8;1;1;5;-7;23;51;25;10;-57;-40;-86;-46;-26;-11;-42;-5;1;1;1;1;20;14;2;-23;-36;-56;-29;-24;-21;-18;-56;-35;0.0;12;13;14;83;-37;54;47;65;75;44;55;32;50;2;-12;-32;-25;-9;40;22;16;8;29;33;22.0;20;-31;57;79;67;42;33;-28;-12;-32;-16;-7;-2;3;17;28;25;35;-60;-27;-21;-17.0;-44;3;;7.0;0;11:30:00;-1;DOR;STU
WOB X BAY 20-10-2018;3;2018-10-20;-2.0;-21;-29;-21;-13;-14;30;18;9;3;-2;5;-3;-4;-18;-48;-36;-60;-50;-100;-67;-93;-6;-64;-97;-71;-97;-68;-42;-53;-27;27;18;-21;-49;-21;-20;-5;14;8;18.0;-8;-2;-3;-74;-55;-45;-27;-8;-35;-18;-35;-35;-20;-6;21;-42;13;10;13;17;79;50;32;24;13.0;2;-33;-1;-1;9;-61;-37;-21;-36;-39;21;4;-55;46;30;13;7;8;4;12;10;10.0;28;-29;39.0;36.0;1;11:30:00;-1;BAY;WOB
S04 X SVW 20-10-2018;2;2018-10-20;-10.0;-14;25;10;6;4;3;1;-4;5;20;-2;10;5;2;-27;-7;-12;-36;-24;-15;-12;-6;-9;-6;-6;-6;-16;-7;-1;3;3;30;-5;13;-7;-6;-8;-49;-22;38.0;25;17;13;51;33;29;-18;4;16;17;8;6;-6;42;63;19;44;28;28;19;13;9;7;-17;-31.0;-5;7;19;77;58;68;74;17;3;-4;-9;16;7;-6;-3;9;4;31;19;16;15;-40.0;36;-12;6.0;18.0;0;14:30:00;-1;SVW;S04
BCS X SCF 21-10-2018;1;2018-10-21;3.0;53;33;48;30;25;11;14;-17;-11;18;3;34;32;15;-23;-15;-10;-5;-1;21;23;-2;66;35;8;33;30;19;16;-55;-21;-7;2;6;7;8;6;-13;13;;6;2;-47;-69;13;-50;-13;11;9;14;12;55;30;23;59;23;53;33;63;64;55;36;26;17;65.0;33;15;38;17;6;10;49;68;34;36;28;5;83;1;1;2;-11;29;-29;-11;-23;-2.0;-1;49;-13.0;-9.0;1;11:30:00;0;SCF;BCS
BMG X MAI 21-10-2018;0;2018-10-21;-2.0;-22;35;13;12;12;-33;-16;-9;-8;-21;1;-27;-9;67;-45;-4;-2;-2;7;1;1;52;47;50;31;28;13;36;14;4;-26;-17;48;-9;-8;-18;-4;-7;-5;-27.0;4;-22;-13;-6;23;6;-31;-16;-8;62;39;67;40;90;73;19;47;31;26;15;78;51;29;19;8.0;-20;16;15;10;1;-5;-5;5;5;8;20;34;11;24;17;12;38;13;-8;-3;-79;-47.0;-11;-39;-9.0;-28.0;4;14:00:00;1;;BMG
SCF X BMG 26-10-2018;1;2018-10-26;10.0;-34;-8;-25;-47;-62;-44;-35;-26;-13;-9;50;-47;-42;-11;38;21;13;8;8;2;22;42;12;3;1;-1;-13;-2;6;9;7;6;18;23;7;10;21;18;34;-63.0;-8;-9;-1;-17;-13;-8;-2;2;-27;-14;-11;-9;-8;31;11;-7;-8;-12;-12;-15;-19;-17;-15;-13;-12.0;-10;-60;-4;3;-26;-17;-8;-17;-13;-18;-13;34;-100;16;-11;2;-9;-45;-66;-4;6;-10.0;-8;-66;-6.0;39.0;3;16:30:00;1;BMG;SCF
MAI X BAY 27-10-2018;2;2018-10-27;-10.0;-37;-28;-28;-19;8;2;-36;-26;-21;-18;-8;13;2;-1;9;36;17;6;-35;-63;-39;-7;-23;-82;-50;-4;-13;-7;-40;-10;-1;-5;-6;-68;-59;-67;-58;-65;-42;;-36;-6;74;39;-5;16;4;-9;-51;-4;8;4;29;20;-13;-4;-19;-13;-23;-71;-43;-57;-39;-32;-20.0;-39;-16;-39;-29;-28;-24;-9;-1;-9;-11;-46;-23;-12;-50;-37;-28;-34;-27;-16;-6;-1;3.0;-5;-58;-3.0;30.0;1;11:30:00;-1;BAY;
DOR X BCS 27-10-2018;2;2018-10-27;-5.0;7;-25;-28;-5;-3;3;14;42;28;62;7;-39;-2;-14;-5;-4;-6;-8;-9;31;9;40;-6;-6;-7;-4;3;2;6;-9;-6;-7;29;-34;-20;-50;-5;3;45;;2;13;-36;-15;85;-9;-17;61;34;39;33;52;30;22;60;56;43;27;85;56;41;35;27;17;46.0;31;29;8;8;-6;9;8;-16;22;7;7;-17;21;25;8;-6;30;18;-14;-5;20;-13.0;-38;47;-7.0;-15.0;2;11:30:00;0;BCS;DOR
DUS X WOB 27-10-2018;3;2018-10-27;-10.0;5;-33;-16;-6;27;18;11;-19;-5;-9;19;15;-29;-36;-17;-6;14;-7;-4;-8;-37;41;-28;-44;-55;-44;-51;-33;47;16;9;-10;21;-1;-12;-49;-6;-9;-3;-38.0;38;24;17;12;13;35;-28;-9;-9;-9;-14;-20;-17;-28;-23;-24;-28;-52;-15;-7;4;1;4;1;-78.0;-43;-5;-25;-15;52;14;-43;-20;-12;-11;-1;5;-6;-4;-40;25;-15;-13;-6;-5;-37;-19.0;-35;-9;-23.0;3.0;0;11:30:00;-1;WOB;DUS
H96 X AUG 27-10-2018;2;2018-10-27;11.0;-49;-26;-11;-11;4;-7;8;2;26;29;14;33;65;27;11;12;12;23;10;2;-29;26;-37;-22;-12;21;-13;-27;18;-2;3;-4;32;4;4;8;8;12;5;17.0;3;6;19;15;14;8;47;-43;16;20;43;26;17;4;-2;-13;5;-20;-7;-9;-59;-27;47;21;15.0;8;-34;2;7;8;52;21;7;9;26;54;45;-48;31;35;34;44;29;60;28;18;20.0;23;-82;47.0;68.0;1;11:30:00;-1;AUG;H96
TSG X STU 27-10-2018;0;2018-10-27;-30.0;19;28;-31;25;-28;-4;8;26;7;12;-14;12;23;37;25;57;32;-37;-51;-48;-15;-4;-2;7;-7;-1;-3;19;22;19;18;25;13;33;39;42;33;23;45;30.0;7;10;-9;66;10;54;47;77;65;62;45;33;26;68;84;-17;52;71;54;36;21;28;23;20;12.0;28;-6;38;25;26;21;56;37;35;57;39;26;6;28;50;34;28;31;36;50;37;41.0;100;6;98.0;;4;14:30:00;1;STU;TSG
NUR X SGE 28-10-2018;1;2018-10-28;-12.0;3;-2;14;-10;-7;-11;-19;53;54;29;-12;8;-7;-11;-23;-19;-52;-26;-11;9;-69;-8;-36;-24;-17;-46;-10;-3;3;2;34;15;9;6;6;-34;-23;13;-20;-23.0;-35;-34;24;32;-11;38;26;21;8;3;4;3;-24;-12;-4;4;-7;-9;-27;23;-17;-10;-7;-5;-9.0;-6;3;-5;3;-1;3;3;11;10;8;67;100;14;56;16;6;-12;-33;-26;-18;20;7.0;1;6;-19.0;-97.0;1;10:30:00;0;SGE;NUR
RBL X S04 28-10-2018;0;2018-10-28;4.0;5;17;5;2;36;30;20;13;-9;27;6;17;28;19;7;6;4;2;-13;-6;-61;6;-34;-20;-6;-1;5;33;28;11;1;-4;7;7;28;17;5;-4;-1;-16.0;-6;-13;10;6;-10;26;5;-39;-16;18;14;34;45;37;22;4;46;34;3;3;8;-14;11;-4;5.0;7;2;8;-5;-17;-23;-11;-2;5;9;24;21;3;33;26;30;61;82;53;59;37;19.0;8;3;-5.0;35.0;0;12:30:00;0;S04;RBL
SVW X BLK 28-10-2018;6;2018-10-28;1.0;-8;7;7;10;42;27;18;13;10;6;1;15;-26;-6;30;41;32;50;34;22;25;-2;-51;-14;-10;53;53;48;58;10;-60;-100;-1;-67;-64;-78;-42;-16;-27;-49.0;-8;-1;15;19;-3;17;18;10;-8;10;7;25;29;21;15;-4;12;69;69;44;86;51;29;18;-40.0;31;29;35;24;-51;-17;-52;-73;-42;-20;-8;2;10;27;21;13;9;55;28;17;-53;-33.0;-29;-32;;;2;15:00:00;-1;BLK;SVW
STU X SGE 02-11-2018;3;2018-11-02;-1.0;28;16;-12;-5;-12;-16;-18;-16;-15;-14;-1;-14;-33;-14;-2;6;8;58;40;31;38;-1;25;18;5;-69;-36;-23;-13;-5;-3;-36;-30;-14;-9;45;9;24;16;-12.0;9;9;9;-6;-35;-3;-9;-7;-8;-4;34;25;-23;9;-23;-2;-27;-2;-2;-4;-3;-24;-8;-1;-33.0;-21;16;-12;-10;-9;-6;-6;-6;-6;-12;-32;-38;19;-39;-4;5;8;10;38;23;17;14.0;6;44;-53.0;;0;17:30:00;-1;SGE;STU
AUG X NUR 03-11-2018;2;2018-11-03;10.0;-1;7;43;72;47;42;26;14;9;-11;11;-21;-27;-42;-40;35;17;29;66;42;62;30;42;32;20;24;18;56;34;37;22;28;44;24;17;30;16;11;6;6.0;3;6;3;-3;24;-45;-52;-24;-23;-7;-16;-1;4;-14;15;14;58;31;14;5;-4;-47;-24;-36;-8.0;-12;25;-15;-26;-10;-3;10;-26;15;2;-6;-13;11;-10;16;-13;-5;-56;-60;-60;-90;-83.0;-90;1;-54.0;45.0;2;12:30:00;0;NUR;AUG
BLK X TSG 03-11-2018;4;2018-11-03;-4.0;19;51;26;11;-13;-3;17;9;8;5;-5;-51;-29;-33;-18;-17;-7;-8;-25;-42;-25;-49;-14;40;16;2;-4;-59;-35;-25;36;40;34;33;-22;4;-4;15;3;6.0;3;-3;29;10;-6;-37;28;-10;-13;24;71;42;28;82;52;-5;30;29;22;48;67;37;28;3;-3.0;9;-3;6;2;11;29;-19;5;2;25;45;66;4;57;72;42;46;48;50;31;20;12.0;7;3;2.0;15.0;1;12:30:00;-1;TSG;BLK
BAY X SCF 03-11-2018;1;2018-11-03;-32.0;29;20;16;12;43;24;24;14;-45;-32;-13;-15;-4;4;-9;9;29;18;67;67;43;-4;48;51;61;30;24;25;17;52;35;24;59;17;13;21;5;2;50;-3.0;44;36;46;29;53;11;24;27;-24;-29;-15;14;6;17;37;65;59;37;52;30;38;16;25;19;11.0;28;45;7;6;9;43;27;23;27;18;44;58;57;24;73;46;36;7;5;23;16;14.0;12;44;-62.0;52.0;1;12:30:00;0;SCF;BAY
S04 X H96 03-11-2018;1;2018-11-03;12.0;-42;-29;-16;-7;-2;2;2;2;-8;-53;13;-24;-16;-6;-30;-17;-13;-10;-31;-57;-27;-13;-12;33;28;22;20;13;22;12;10;-17;15;42;27;24;56;34;-1;14.0;7;-8;7;21;34;-31;37;14;11;9;16;57;45;72;46;35;42;25;-31;-32;20;-15;-7;41;49.0;46;12;31;-44;52;24;14;-15;4;-25;-30;-15;-35;-13;-5;-1;-19;-44;-18;59;16;-33.0;26;-29;22.0;-37.0;3;12:30:00;1;H96;S04
WOB X DOR 03-11-2018;1;2018-11-03;-6.0;39;11;3;7;-4;16;52;33;22;7;5;-25;-16;-5;10;5;-7;-5;-25;-79;-52;-32;-37;-29;-23;-17;-5;9;17;34;3;-2;-54;27;30;15;3;-20;-24;-47.0;-21;-32;-20;-34;-60;-15;19;-27;16;15;-32;-9;10;-6;13;-38;1;-6;-10;-36;-62;-37;-22;-48;-27.0;-14;-41;-32;-28;-11;9;60;21;-18;6;59;24;-23;-35;15;8;-11;-23;-18;-1;6;9.0;-17;21;-29.0;-13.0;0;12:30:00;-1;DOR;WOB
BCS X RBL 03-11-2018;3;2018-11-03;-10.0;48;-17;-23;-21;-19;-16;13;2;7;-37;-26;-22;-4;17;-11;22;80;55;34;16;8;-68;-29;-32;-34;-9;-9;-7;-15;-23;-9;-1;-91;1;12;13;10;13;53;5.0;18;7;2;-69;-100;-74;-55;-92;-54;-83;-44;-23;34;9;9;-64;2;-2;5;6;8;-13;10;-7;-9.0;6;-100;21;-13;4;-13;19;-22;-41;-26;-19;-14;-100;-32;-11;26;9;3;-5;8;17;-41.0;-20;-61;-44.0;-3.0;0;15:30:00;-1;RBL;BCS
BMG X DUS 04-11-2018;0;2018-11-04;8.0;-9;48;56;36;42;19;4;7;9;-4;32;23;21;9;30;-21;3;19;-13;-5;-12;57;-9;36;14;32;4;29;17;38;48;30;52;-27;-31;-54;-30;27;-21;8.0;37;4;9;36;31;18;3;-28;46;50;36;26;5;-34;-44;16;-11;-8;-11;-27;-8;-1;-3;31;42.0;22;5;25;28;33;17;-12;11;2;-21;-8;8;-30;30;31;73;74;47;31;14;29;-27.0;-27;-24;-18.0;;3;12:30:00;1;DUS;BMG
MAI X SVW 04-11-2018;1;2018-11-04;5.0;14;15;4;24;31;24;64;66;42;16;35;-22;-59;-41;-27;-23;-30;98;60;31;24;15;16;-7;11;-11;20;75;57;19;36;17;9;-9;-6;-6;-16;-32;3;0.0;-6;-4;-62;-27;8;-28;-3;26;14;4;6;-8;-14;-15;-22;5;15;-12;-33;-45;-27;-13;-11;34;14.0;18;1;17;-15;-16;-11;-14;-5;-5;-6;-48;-61;17;-21;25;6;-47;-3;-17;-38;-24;-41.0;-59;16;-3.0;-27.0;2;15:00:00;1;SVW;
H96 X WOB 09-11-2018;1;2018-11-09;-6.0;37;17;12;37;15;-15;-35;-27;-21;-33;17;-21;-36;-32;-22;-9;10;-6;1;6;9;-8;11;70;45;30;21;86;85;-50;-26;-28;-29;-27;-25;-8;-2;6;2;4.0;4;-5;-7;7;-16;23;-43;-55;-75;-100;-63;-69;-61;-31;-17;-15;-16;-15;-1;28;9;-11;-15;-15;-34.0;-42;-22;-44;-33;-62;-42;-36;-62;-62;-39;-85;-55;-5;-44;-74;-100;-49;-34;-35;-40;-30;-28.0;-32;-1;-47.0;5.0;2;17:30:00;1;WOB;H96
NUR X STU 10-11-2018;2;2018-11-10;16.0;-13;-10;6;1;1;1;1;29;20;14;42;42;27;18;12;-13;-8;-43;-57;-85;-55;21;-37;-24;-49;-22;-10;-17;-12;-7;-7;-34;22;-22;-26;-38;-57;-57;-1;9.0;9;5;4;-20;9;-9;-16;-9;-6;3;3;69;35;-23;-21;-9;-45;-13;7;1;-2;2;11;-6;-10.0;-63;-30;-36;-22;41;24;25;21;19;27;10;7;-21;10;-141;-83;-100;-46;-25;13;9;20.0;6;-16;0.0;55.0;0;12:30:00;-1;STU;NUR
