game;Accurate passes_away_1ST;Accurate passes_away_2ND;Accurate passes_away_ALL;Accurate passes_home_1ST;Accurate passes_home_2ND;Accurate passes_home_ALL;Aerials won_away_1ST;Aerials won_away_2ND;Aerials won_away_ALL;Aerials won_home_1ST;Aerials won_home_2ND;Aerials won_home_ALL;Ball possession_away_1ST;Ball possession_away_2ND;Ball possession_away_ALL;Ball possession_home_1ST;Ball possession_home_2ND;Ball possession_home_ALL;Big chances missed_away_1ST;Big chances missed_away_2ND;Big chances missed_away_ALL;Big chances missed_home_1ST;Big chances missed_home_2ND;Big chances missed_home_ALL;Big chances_away_1ST;Big chances_away_2ND;Big chances_away_ALL;Big chances_home_1ST;Big chances_home_2ND;Big chances_home_ALL;Blocked shots_away_1ST;Blocked shots_away_2ND;Blocked shots_away_ALL;Blocked shots_home_1ST;Blocked shots_home_2ND;Blocked shots_home_ALL;Clearances_away_1ST;Clearances_away_2ND;Clearances_away_ALL;Clearances_home_1ST;Clearances_home_2ND;Clearances_home_ALL;Corner kicks_away_1ST;Corner kicks_away_2ND;Corner kicks_away_ALL;Corner kicks_home_1ST;Corner kicks_home_2ND;Corner kicks_home_ALL;Counter attacks_away_1ST;Counter attacks_away_2ND;Counter attacks_away_ALL;Counter attacks_home_1ST;Counter attacks_home_2ND;Counter attacks_home_ALL;Crosses_away_1ST;Crosses_away_2ND;Crosses_away_ALL;Crosses_home_1ST;Crosses_home_2ND;Crosses_home_ALL;Dribbles_away_1ST;Dribbles_away_2ND;Dribbles_away_ALL;Dribbles_home_1ST;Dribbles_home_2ND;Dribbles_home_ALL;Duels won_away_1ST;Duels won_away_2ND;Duels won_away_ALL;Duels won_home_1ST;Duels won_home_2ND;Duels won_home_ALL;Fouls_away_ALL;Fouls_home_ALL;Goalkeeper saves_away_1ST;Goalkeeper saves_away_2ND;Goalkeeper saves_away_ALL;Goalkeeper saves_home_1ST;Goalkeeper saves_home_2ND;Goalkeeper saves_home_ALL;Hit woodwork_away_1ST;Hit woodwork_away_2ND;Hit woodwork_away_ALL;Hit woodwork_home_1ST;Hit woodwork_home_2ND;Hit woodwork_home_ALL;Interceptions_away_1ST;Interceptions_away_2ND;Interceptions_away_ALL;Interceptions_home_1ST;Interceptions_home_2ND;Interceptions_home_ALL;Long balls_away_1ST;Long balls_away_2ND;Long balls_away_ALL;Long balls_home_1ST;Long balls_home_2ND;Long balls_home_ALL;Offsides_away_1ST;Offsides_away_2ND;Offsides_away_ALL;Offsides_home_1ST;Offsides_home_2ND;Offsides_home_ALL;Passes_away_1ST;Passes_away_2ND;Passes_away_ALL;Passes_home_1ST;Passes_home_2ND;Passes_home_ALL;Possession lost_away_1ST;Possession lost_away_2ND;Possession lost_away_ALL;Possession lost_home_1ST;Possession lost_home_2ND;Possession lost_home_ALL;Red cards_away_1ST;Red cards_away_2ND;Red cards_away_ALL;Red cards_home_1ST;Red cards_home_2ND;Red cards_home_ALL;Shots inside box_away_1ST;Shots inside box_away_2ND;Shots inside box_away_ALL;Shots inside box_home_1ST;Shots inside box_home_2ND;Shots inside box_home_ALL;Shots off target_away_1ST;Shots off target_away_2ND;Shots off target_away_ALL;Shots off target_home_1ST;Shots off target_home_2ND;Shots off target_home_ALL;Shots on target_away_1ST;Shots on target_away_2ND;Shots on target_away_ALL;Shots on target_home_1ST;Shots on target_home_2ND;Shots on target_home_ALL;Shots outside box_away_1ST;Shots outside box_away_2ND;Shots outside box_away_ALL;Shots outside box_home_1ST;Shots outside box_home_2ND;Shots outside box_home_ALL;Tackles_away_1ST;Tackles_away_2ND;Tackles_away_ALL;Tackles_home_1ST;Tackles_home_2ND;Tackles_home_ALL;Total shots_away_1ST;Total shots_away_2ND;Total shots_away_ALL;Total shots_home_1ST;Total shots_home_2ND;Total shots_home_ALL;Yellow cards_away_1ST;Yellow cards_away_2ND;Yellow cards_away_ALL;Yellow cards_home_1ST;Yellow cards_home_2ND;Yellow cards_home_ALL;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
ARS X BHA 2019-12-05;200 (84%);137 (78%);337 (82%);186 (84%);139 (83%);325 (84%);8;15;23;6;5;11;52%;51%;51%;48%;49%;49%;0;0;0;1;0;1;0;0;0;1;0;1;2;4;6;0;3;3;13;11;24;9;4;13;5;4;9;4;5;9;0;1;1;0;1;1;2/13 (15%);4/8 (50%);6/21 (29%);3/9 (33%);4/13 (31%);7/22 (32%);3/5 (60%);4/10 (40%);7/15 (47%);7/9 (78%);8/12 (67%);15/21 (71%);21;27;48;22;33;55;11;10;2;2;4;4;3;7;;;;;;;5;1;6;6;2;8;9/22 (41%);22/30 (73%);31/52 (60%);13/23 (57%);9/22 (41%);22/45 (49%);0;0;0;4;3;7;238;175;413;222;167;389;64;60;124;62;61;123;;;;;;;4;11;15;3;6;9;1;4;5;3;1;4;5;4;9;2;3;5;4;1;5;2;1;3;5;6;11;6;13;19;8;12;20;5;7;12;0;1;1;2;1;3;2;2019-12-05;10;35;94;65;36;29;9;-10;-12;-12;-27;7;-16;-13;-13;-12;-6;-51;-79;-44;-23;-10;-8;4;15;6;-10;-8;-75;-43;-86;-28;-12;-2;-9;52;46;24;-29;-10;-3.0;7;19;13;10;15;35;84;51;30;1;-1;-4;29;-40;-17;33;-31;-24;-100;-61;-2;-32;-59;-29;28;-10;-22;-4;-6;-3;-8;9;-8;-35;-48;-33;-30;-3;-52;-44;-19;-6;25;25;21;15;50;61;-3;39;5.0;1;18:15:00;-1;BHA;ARS
BUR X MCI 2019-12-03;293 (87%);397 (91%);690 (89%);87 (65%);76 (65%);163 (65%);7;6;13;15;7;22;72%;79%;76%;28%;21%;24%;2;0;2;0;0;0;2;1;3;0;1;1;2;3;5;1;0;1;12;6;18;16;8;24;4;2;6;1;2;3;1;0;1;0;0;0;2/20 (10%);2/8 (25%);4/28 (14%);1/6 (17%);0/3 (0%);1/9 (11%);4/8 (50%);4/6 (67%);8/14 (57%);2/5 (40%);2/4 (50%);4/9 (44%);19;18;37;29;16;45;6;9;0;1;1;4;0;4;;;;;;;3;3;6;9;4;13;14/27 (52%);15/30 (50%);29/57 (51%);11/29 (38%);9/27 (33%);20/56 (36%);2;0;2;0;0;0;337;437;774;133;117;250;81;58;139;69;60;129;;;;;;;4;5;9;2;1;3;1;3;4;1;0;1;5;3;8;0;2;2;4;4;8;0;1;1;4;4;8;8;6;14;8;9;17;2;2;4;1;0;1;0;1;1;4;2019-12-03;-3;-13;-33;-48;-30;-26;-36;-15;-1;10;5;14;18;4;-13;-12;-75;-43;-23;-3;-7;-6;6;-10;-12;-62;-43;-43;-31;-69;-33;-6;7;2;-23;-45;-35;-14;-16;-91;-3.0;-8;-11;-12;-36;-2;-100;-70;-47;-71;-48;-35;-28;-34;-64;-37;-16;-13;30;45;42;21;5;-7;-14;-30;-60;-16;-38;-26;-21;-14;-3;-4;-9;-28;-24;-42;-40;-32;-20;-23;-20;-17;-57;-33;-82;-48;40;-25;6;-14.0;1;18:15:00;-1;MCI;BUR
LEI X WAT 2019-12-04;99 (68%);127 (71%);226 (70%);281 (86%);186 (77%);467 (82%);9;14;23;10;13;23;32%;43%;37%;68%;57%;63%;0;0;0;0;1;1;0;0;0;0;3;3;2;0;2;0;2;2;15;15;30;12;15;27;1;1;2;2;5;7;0;0;0;0;1;1;3/11 (27%);2/12 (17%);5/23 (22%);0/8 (0%);2/13 (15%);2/21 (10%);1/4 (25%);6/11 (55%);7/15 (47%);6/8 (75%);7/12 (58%);13/20 (65%);24;33;57;28;34;62;16;13;1;2;3;0;1;1;;;;;;;10;5;15;7;7;14;11/28 (39%);15/35 (43%);26/63 (41%);12/23 (52%);8/26 (31%);20/49 (41%);1;0;1;3;0;3;145;179;324;328;241;569;80;80;160;72;81;153;;;;;;;1;1;2;3;9;12;0;1;1;2;2;4;0;1;1;1;5;6;1;1;2;0;0;0;9;8;17;5;6;11;2;2;4;3;9;12;0;2;2;2;1;3;0;2019-12-04;5;14;15;8;5;-5;-6;-19;-4;8;26;8;8;10;34;42;-49;51;29;27;33;25;22;25;10;7;6;6;-5;-6;50;30;21;11;15;5;2;-1;6;-35;5.0;9;22;54;38;-13;21;53;30;57;33;20;58;34;17;16;10;62;34;100;60;42;20;6;-3;-7;-28;30;-17;-43;-36;31;27;-27;5;3;2;-13;17;6;-4;14;15;26;21;26;38;-26;11;22;10;15.0;2;17:30:00;1;WAT;LEI
SHE X NEW 2019-12-05;70 (59%);97 (72%);167 (66%);301 (86%);278 (86%);579 (86%);9;17;26;10;10;20;26%;29%;27%;74%;71%;73%;0;0;0;1;0;1;0;1;1;1;0;1;1;0;1;1;2;3;22;19;41;10;3;13;1;0;1;5;3;8;;;;;;;1/6 (17%);1/2 (50%);2/8 (25%);5/26 (19%);3/19 (16%);8/45 (18%);3/7 (43%);4/7 (57%);7/14 (50%);3/6 (50%);3/5 (60%);6/11 (55%);17;39;56;22;28;50;6;10;4;2;6;0;2;2;;;;;;;7;3;10;0;2;2;7/34 (21%);17/33 (52%);24/67 (36%);15/28 (54%);20/39 (51%);35/67 (52%);0;2;2;1;2;3;119;134;253;350;325;675;70;66;136;85;82;167;;;;;;;1;2;3;5;5;10;0;1;1;2;2;4;1;3;4;4;2;6;1;2;3;2;1;3;3;11;14;5;13;18;2;4;6;7;6;13;0;0;0;0;2;2;2;2019-12-05;1;30;23;14;13;13;66;-50;7;-7;-13;1;-5;57;58;42;32;25;17;15;15;92;1;70;46;79;52;38;62;63;37;24;17;1;47;23;17;13;-20;-12;28.0;15;11;-7;3;-11;-3;-10;-1;55;55;66;64;43;27;16;-2;13;-6;19;21;24;16;15;13;47;71;64;14;11;-24;-11;-8;13;4;8;8;21;43;43;29;33;-36;-3;-1;-28;28;22;1;30;4;29.0;0;17:30:00;-1;NEW;SHE
WOL X WES 2019-12-04;191 (80%);213 (83%);404 (81%);245 (85%);145 (76%);390 (81%);9;7;16;15;13;28;46%;57%;51%;54%;43%;49%;0;1;1;0;1;1;0;1;1;1;1;2;0;1;1;0;0;0;11;6;17;9;8;17;4;0;4;3;2;5;0;0;0;0;2;2;2/11 (18%);0/5 (0%);2/16 (13%);4/14 (29%);3/8 (38%);7/22 (32%);6/8 (75%);11/13 (85%);17/21 (81%);11/20 (55%);5/8 (63%);16/28 (57%);33;30;63;34;29;63;9;8;2;3;5;2;1;3;0;0;0;1;0;1;11;2;13;5;12;17;10/27 (37%);15/26 (58%);25/53 (47%);17/28 (61%);22/38 (58%);39/66 (59%);1;2;3;2;1;3;240;256;496;287;192;479;72;71;143;74;71;145;;;;;;;2;2;4;4;8;12;0;2;2;2;4;6;2;1;3;3;4;7;0;2;2;1;0;1;15;8;23;7;5;12;2;4;6;5;8;13;0;2;2;1;0;1;0;2019-12-04;-6;-16;-10;-13;11;-7;-11;-2;5;7;9;-11;11;11;38;100;100;55;14;4;-39;-28;-6;-72;-53;-73;-69;-36;-15;-5;51;59;37;-3;32;21;10;6;8;6;11.0;8;16;45;23;-1;15;12;6;-1;4;47;27;17;19;15;1;5;-41;-24;-21;-14;52;29;8;10;5;8;-2;3;2;-1;21;12;6;3;5;8;4;5;29;5;-32;-20;-10;-10;34;18;7;2;-8;-7.0;2;17:30:00;1;WES;WOL
MUN X TOT 2019-12-04;184 (77%);209 (81%);393 (79%);215 (78%);120 (72%);335 (76%);7;9;16;6;5;11;47%;62%;54%;53%;38%;46%;;;;;;;1;0;1;0;1;1;0;2;2;1;1;2;14;5;19;4;11;15;0;3;3;3;1;4;0;0;0;0;1;1;1/8 (13%);2/16 (13%);3/24 (13%);2/8 (25%);0/2 (0%);2/10 (20%);14/18 (78%);8/12 (67%);22/30 (73%);5/9 (56%);8/15 (53%);13/24 (54%);31;34;65;24;29;53;9;9;3;2;5;1;3;4;0;0;0;1;0;1;10;4;14;11;5;16;7/25 (28%);9/36 (25%);16/61 (26%);10/29 (34%);10/29 (34%);20/58 (34%);0;1;1;0;1;1;239;258;497;274;167;441;85;84;169;81;75;156;;;;;;;2;3;5;5;2;7;1;0;1;3;0;3;2;3;5;4;3;7;1;2;3;3;2;5;6;12;18;10;10;20;3;5;8;8;4;12;1;0;1;0;0;0;1;2019-12-04;5;12;8;-16;-14;-6;-4;-11;24;24;-17;8;-1;3;2;7;55;67;44;100;100;61;10;59;29;6;-6;-11;-7;-2;2;3;-79;11;-44;-25;-23;-28;-8;18;10.0;7;16;3;44;11;24;10;-13;-12;-22;-7;-19;-8;5;10;11;-6;-2;35;18;-19;-15;-18;-13;12;3;88;24;-33;-12;-11;-8;-8;5;-8;-20;-16;49;-16;-14;-11;-6;-34;-26;-26;-21;-17;-36;25;-27;-45.0;2;17:30:00;1;TOT;MUN
CHE X ASV 2019-12-04;136 (78%);144 (83%);280 (80%);289 (88%);275 (86%);564 (87%);8;12;20;10;6;16;36%;36%;36%;64%;64%;64%;;;;;;;1;0;1;1;0;1;1;4;5;2;8;10;12;18;30;10;5;15;3;2;5;3;6;9;0;0;0;1;1;2;2/10 (20%);3/13 (23%);5/23 (22%);4/13 (31%);2/13 (15%);6/26 (23%);7/11 (64%);3/7 (43%);10/18 (56%);7/12 (58%);9/16 (56%);16/28 (57%);37;33;70;26;28;54;10;18;3;4;7;1;1;2;0;0;0;0;1;1;9;11;20;5;1;6;14/32 (44%);11/19 (58%);25/51 (49%);9/16 (56%);3/15 (20%);12/31 (39%);1;0;1;0;0;0;175;174;349;329;320;649;68;66;134;70;74;144;;;;;;;2;6;8;6;10;16;0;1;1;3;3;6;2;1;3;4;5;9;1;0;1;3;6;9;11;11;22;6;7;13;3;6;9;9;16;25;0;1;1;1;1;2;1;2019-12-04;1;28;14;30;3;6;10;12;26;20;56;-17;36;48;43;38;75;46;27;21;10;2;-3;-38;-25;-25;-77;-13;-2;7;22;19;10;2;17;14;-23;-32;-18;-15;42.0;33;15;74;49;11;31;23;54;44;72;48;34;22;57;36;68;30;23;92;50;12;13;14;29;12;15;47;15;15;17;44;48;2;2;4;50;61;32;39;100;49;9;-22;-73;-50;-34;-22;-12;45;-43;11.0;2;17:30:00;1;ASV;CHE
SOU X NOR 2019-12-04;203 (76%);243 (83%);446 (79%);134 (70%);118 (68%);252 (69%);16;12;28;16;11;27;57%;63%;60%;43%;37%;40%;0;1;1;0;0;0;0;2;2;2;0;2;0;2;2;3;1;4;20;10;30;4;11;15;0;1;1;6;0;6;0;0;0;1;0;1;0/1 (0%);3/6 (50%);3/7 (43%);5/15 (33%);1/6 (17%);6/21 (29%);3/5 (60%);8/17 (47%);11/22 (50%);7/13 (54%);4/6 (67%);11/19 (58%);31;30;61;39;32;71;7;12;2;1;3;0;2;2;;;;;;;8;4;12;6;7;13;11/31 (35%);17/35 (49%);28/66 (42%);11/32 (34%);17/41 (41%);28/73 (38%);1;0;1;1;2;3;268;294;562;192;174;366;93;85;178;90;77;167;;;;;;;0;6;6;6;3;9;1;4;5;3;2;5;0;3;3;4;1;5;1;3;4;4;1;5;8;4;12;12;15;27;1;9;10;10;4;14;0;1;1;0;1;1;1;2019-12-04;1;-5;42;29;15;3;-21;-17;-14;-3;41;15;26;28;16;63;34;15;20;2;-5;-11;7;-14;-19;19;20;37;19;12;-12;8;1;2;7;18;11;87;73;66;56.0;28;-59;-23;-14;-3;-14;-8;-2;-2;-2;-2;-2;62;29;-35;-3;-18;-33;-39;-13;-2;-5;-31;23;-5;12;-5;2;-5;-22;-2;-10;-9;-32;-21;-19;-8;-5;6;31;21;11;1;-6;-10;-12;-12;-13;-5;-12;-74.0;2;17:30:00;1;NOR;SOU
CRY X BOU 2019-12-03;203 (83%);296 (90%);499 (87%);137 (81%);53 (60%);190 (74%);16;10;26;10;8;18;59%;80%;70%;41%;20%;30%;;;;;;;;;;;;;0;1;1;1;1;2;11;7;18;10;20;30;2;7;9;4;2;6;;;;;;;1/7 (14%);2/23 (9%);3/30 (10%);0/12 (0%);1/3 (33%);1/15 (7%);10/17 (59%);3/4 (75%);13/21 (62%);6/9 (67%);5/9 (56%);11/18 (61%);44;27;71;30;28;58;15;6;0;1;1;2;1;3;;;;;;;4;4;8;5;7;12;9/24 (38%);16/23 (70%);25/47 (53%);12/29 (41%);6/31 (19%);18/60 (30%);0;0;0;0;1;1;245;330;575;170;88;258;71;70;141;73;61;134;0;0;0;1;0;1;2;2;4;1;3;4;1;1;2;2;1;3;2;1;3;0;2;2;1;1;2;2;1;3;16;10;26;10;6;16;3;3;6;3;4;7;0;3;3;0;3;3;0;2019-12-03;9;27;13;8;30;14;-47;-21;-8;-2;14;33;17;3;-8;-20;-57;-42;-40;-21;-6;-3;34;-3;1;-2;-3;-3;-4;5;-8;42;-56;9;-27;-32;-31;-26;-15;-6;3.0;-4;-6;-14;-59;-8;-43;-64;-70;-46;39;6;7;2;-5;-10;-3;-11;-37;-27;-24;-21;-11;-24;-29;-41;-29;-4;-23;-29;-33;-43;-53;-31;-23;38;19;15;-24;3;8;-7;-18;-18;-37;-30;-48;-46;-27;34;-15;2.0;1;17:30:00;1;BOU;CRY
LIV X EVE 2019-12-04;126 (72%);119 (73%);245 (72%);201 (80%);205 (82%);406 (81%);15;13;28;11;14;25;43%;40%;42%;57%;60%;58%;0;1;1;0;2;2;2;1;3;3;2;5;1;0;1;0;3;3;7;8;15;16;9;25;3;3;6;1;4;5;1;0;1;4;0;4;2/14 (14%);2/12 (17%);4/26 (15%);1/3 (33%);1/9 (11%);2/12 (17%);6/10 (60%);2/5 (40%);8/15 (53%);5/10 (50%);8/11 (73%);13/21 (62%);37;29;66;29;40;69;17;13;0;0;0;0;2;2;;;;;;;8;6;14;3;4;7;9/29 (31%);11/28 (39%);20/57 (35%);16/33 (48%);17/38 (45%);33/71 (46%);1;2;3;0;3;3;176;163;339;250;251;501;81;79;160;72;81;153;;;;;;;7;1;8;4;4;8;5;2;7;1;2;3;2;2;4;4;1;5;1;3;4;1;2;3;10;9;19;7;8;15;8;4;12;5;6;11;1;1;2;1;0;1;2;2019-12-04;20;22;16;-11;-3;-16;-13;-6;61;35;-47;37;-27;-79;-58;-54;-45;-34;-27;-28;-14;12;26;15;14;57;34;22;14;28;38;30;19;20;-23;-21;-12;-30;-10;21;-20.0;-8;-1;7;3;11;6;8;-5;-11;27;17;67;51;34;26;11;28;14;-53;-28;-20;-12;-40;-16;-9;7;47;19;24;12;5;1;10;12;27;45;19;34;-60;-2;-6;-9;-46;-27;-40;-34;-14;8;26;61;17.0;5;18:15:00;1;EVE;LIV
ASV X LEI 2019-12-08;199 (86%);212 (86%);411 (86%);120 (76%);114 (77%);234 (76%);6;19;25;11;4;15;58%;62%;60%;42%;38%;40%;1;3;4;1;0;1;2;4;6;1;0;1;4;3;7;2;2;4;17;13;30;9;13;22;3;2;5;5;3;8;2;3;5;0;0;0;3/13 (23%);4/11 (36%);7/24 (29%);4/16 (25%);5/15 (33%);9/31 (29%);6/12 (50%);3/5 (60%);9/17 (53%);5/9 (56%);6/11 (55%);11/20 (55%);27;43;70;33;21;54;15;21;0;1;1;2;2;4;0;1;1;1;0;1;4;8;12;5;3;8;19/28 (68%);15/25 (60%);34/53 (64%);14/27 (52%);10/25 (40%);24/52 (46%);0;1;1;0;0;0;231;247;478;158;148;306;56;61;117;66;69;135;;;;;;;10;11;21;5;6;11;2;6;8;3;6;9;4;4;8;1;1;2;0;2;2;1;3;4;9;8;17;8;6;14;10;13;23;6;9;15;2;0;2;3;3;6;4;2019-12-08;-7;9;-18;-2;-23;-11;15;-31;-16;-3;5;7;2;-52;-29;-5;23;7;-15;-8;-10;-16;-11;-1;15;7;13;3;-18;-41;-26;20;10;-42;21;-41;-36;-22;-13;-16;30.0;21;12;50;-88;41;-36;-29;-20;-21;-11;-23;-16;-43;29;25;4;21;39;28;14;9;19;1;-5;-32;-53;12;-38;-30;-28;-46;-20;-16;-20;-21;-53;-36;13;-9;-9;-14;-3;23;7;28;19;63;19;8;-13;-20.0;1;12:00:00;-1;LEI;ASV
BOU X LIV 2019-12-07;322 (88%);437 (90%);759 (89%);87 (61%);111 (68%);198 (65%);11;3;14;7;8;15;73%;75%;74%;27%;25%;26%;1;0;1;0;0;0;3;1;4;0;0;0;2;3;5;1;1;2;3;2;5;18;17;35;2;1;3;1;0;1;;;;;;;3/14 (21%);0/10 (0%);3/24 (13%);1/2 (50%);0/1 (0%);1/3 (33%);7/11 (64%);5/6 (83%);12/17 (71%);6/9 (67%);0/2 (0%);6/11 (55%);24;17;41;24;15;39;6;5;0;0;0;3;3;6;;;;;;;3;5;8;7;9;16;17/32 (53%);26/44 (59%);43/76 (57%);4/34 (12%);11/33 (33%);15/67 (22%);0;1;1;3;2;5;368;484;852;142;163;305;72;75;147;67;66;133;;;;;;;9;8;17;2;1;3;4;3;7;1;0;1;5;4;9;0;0;0;2;2;4;0;0;0;5;5;10;6;6;12;11;10;21;2;1;3;1;0;1;0;0;0;3;2019-12-07;-7;-20;-15;-7;-10;-13;-14;-31;-20;-14;-10;-12;-42;-25;21;2;-3;-14;-5;-11;-25;-26;-17;-17;-17;-24;-23;-18;-15;-61;-42;-68;-48;-28;-30;-25;-20;-30;-53;-88;-85.0;-53;-41;-40;-20;-21;-7;-42;-27;-17;-45;-60;-41;-31;-51;-30;-25;-21;-13;-9;-19;-13;-9;-19;-2;-13;-11;-44;-55;-39;-31;-25;-22;-17;-37;-29;-24;-46;-43;-61;-68;-47;-48;-71;-46;-34;-22;-52;-36;-28;-23;-50.0;0;13:00:00;-1;LIV;BOU
BHA X WOL 2019-12-08;133 (75%);125 (70%);258 (72%);238 (83%);236 (81%);474 (82%);7;13;20;4;13;17;39%;38%;38%;61%;62%;62%;2;0;2;1;0;1;3;0;3;1;0;1;0;5;5;2;1;3;2;9;11;5;6;11;3;1;4;2;1;3;;;;;;;1/6 (17%);2/4 (50%);3/10 (30%);4/8 (50%);0/7 (0%);4/15 (27%);6/11 (55%);10/10 (100%);16/21 (76%);3/3 (100%);3/6 (50%);6/9 (67%);18;35;53;17;26;43;7;10;2;1;3;2;2;4;;;;;;;6;4;10;6;3;9;16/33 (48%);15/33 (45%);31/66 (47%);12/25 (48%);17/35 (49%);29/60 (48%);2;1;3;1;0;1;178;178;356;288;293;581;66;75;141;63;80;143;;;;;;;5;6;11;7;0;7;2;0;2;2;3;5;4;2;6;4;1;5;1;1;2;1;5;6;3;6;9;8;5;13;6;7;13;8;5;13;0;0;0;0;3;3;2;2019-12-08;-8;5;6;-22;-29;-68;-37;-16;-7;-10;-4;-14;-1;2;3;-9;-5;-4;-4;-4;-49;-24;-6;33;-20;-7;-43;-27;29;69;41;23;41;17;27;19;25;-26;-51;-27;14.0;9;-6;-33;-16;17;-11;-3;4;7;14;53;48;44;35;25;12;17;12;-15;-39;-30;-19;15;23;14;7;12;2;7;75;52;35;36;21;8;9;31;10;22;38;17;-14;21;13;6;4;3;-1;7;-30;-19.0;2;14:30:00;0;WOL;BHA
EVE X CHE 2019-12-07;306 (87%);199 (82%);505 (85%);75 (66%);85 (60%);160 (63%);13;13;26;12;14;26;76%;64%;70%;24%;36%;30%;;;;;;;0;0;0;1;2;3;1;3;4;1;2;3;10;13;23;10;15;25;3;2;5;1;0;1;;;;;;;4/11 (36%);6/13 (46%);10/24 (42%);2/6 (33%);3/6 (50%);5/12 (42%);15/23 (65%);9/13 (69%);24/36 (67%);2/3 (67%);3/7 (43%);5/10 (50%);41;36;77;34;40;74;9;14;1;3;4;1;2;3;;;;;;;2;8;10;6;4;10;17/28 (61%);10/32 (31%);27/60 (45%);11/30 (37%);13/44 (30%);24/74 (32%);0;3;3;0;2;2;352;242;594;113;142;255;82;85;167;68;83;151;;;;;;;4;7;11;3;7;10;2;5;7;1;2;3;1;3;4;2;5;7;0;4;4;1;2;3;7;7;14;17;19;36;4;11;15;4;9;13;0;0;0;2;1;3;1;2019-12-07;-3;-18;-7;-23;-21;-20;-38;25;-27;-18;16;-5;1;-8;-8;-25;-17;-15;-14;-78;-50;-35;-6;-28;-20;-10;-9;-9;-49;-36;-28;-33;-20;-7;-15;-15;-23;-26;-24;-17;54.0;32;29;39;96;62;50;26;1;-35;-30;-21;-12;21;-23;-9;29;17;9;-19;-52;-54;-37;-44;-44;-26;-14;15;-12;-9;-5;9;2;-15;9;-2;25;-21;4;-12;-10;-24;-54;55;13;5;4;-10;-24;-6;-45;-9.0;3;10:30:00;1;CHE;EVE
MCI X MUN 2019-12-07;132 (80%);67 (68%);199 (75%);293 (88%);294 (90%);587 (89%);6;5;11;6;6;12;33%;23%;29%;67%;77%;71%;0;0;0;1;0;1;1;0;1;1;1;2;0;2;2;7;4;11;20;19;39;2;7;9;0;3;3;4;12;16;1;1;2;1;0;1;0/2 (0%);1/7 (14%);1/9 (11%);2/21 (10%);6/27 (22%);8/48 (17%);5/7 (71%);3/8 (38%);8/15 (53%);6/7 (86%);7/12 (58%);13/19 (68%);18;30;48;22;26;48;10;10;2;2;4;3;2;5;1;0;1;0;0;0;7;4;11;6;8;14;8/17 (47%);2/17 (12%);10/34 (29%);10/17 (59%);14/19 (74%);24/36 (67%);;;;;;;166;99;265;332;326;658;53;57;110;67;76;143;;;;;;;6;3;9;9;8;17;2;0;2;3;3;6;5;2;7;2;3;5;1;1;2;3;2;5;5;14;19;6;8;14;7;4;11;12;10;22;0;2;2;1;2;3;2;2019-12-07;3;-25;-4;-4;18;10;-16;-10;-13;-2;9;-16;9;27;-28;-47;-26;-10;-3;10;-17;-66;-2;-34;-15;28;23;30;49;34;23;25;70;25;44;51;53;29;45;52;32.0;26;28;67;43;22;24;13;12;10;16;41;30;43;10;22;16;8;40;24;36;27;78;46;48;4;-16;43;-6;20;43;34;63;44;35;76;41;26;23;11;9;8;6;10;52;85;54;65;42;14;26;22.0;1;15:30:00;-1;MUN;MCI
