game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Blocked shots_away;Blocked shots_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;both_score_No;both_score_Over;both_score_Under;both_score_Yes;data;double_chance_12;double_chance_1X;double_chance_X2;draw_no_bet_1;draw_no_bet_2;final_result_1;final_result_2;final_result_X;first_half_1;first_half_2;first_half_X;fl_both_score_No;fl_both_score_Over;fl_both_score_Under;fl_both_score_Yes;fl_double_chance_12;fl_double_chance_1X;fl_double_chance_X2;fl_draw_no_bet_1;fl_draw_no_bet_2;fl_final_result_1;fl_final_result_2;fl_final_result_X;fl_first_half_1;fl_first_half_2;fl_first_half_X;fl_total_goals_Over_0.5;fl_total_goals_Over_1.5;fl_total_goals_Over_2.5;fl_total_goals_Over_3.5;fl_total_goals_Over_4.5;fl_total_goals_Over_5.5;fl_total_goals_Under_0.5;fl_total_goals_Under_1.5;fl_total_goals_Under_2.5;fl_total_goals_Under_3.5;fl_total_goals_Under_4.5;fl_total_goals_Under_5.5;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home;total_goals_Over_0.5;total_goals_Over_1.5;total_goals_Over_2.5;total_goals_Over_3.5;total_goals_Over_4.5;total_goals_Over_5.5;total_goals_Under_0.5;total_goals_Under_1.5;total_goals_Under_2.5;total_goals_Under_3.5;total_goals_Under_4.5;total_goals_Under_5.5
BOT X PAL 2016-07-31;298 (75%);258 (71%);19;15;54%;46%;2;2;4;3;;;60;65;23;20;1;6;1;0;4;1;400;361;;;4;6;4;6;7;4;9;6;13;12;3;4;1;2.10;;;1.67;2016-07-31;1.35;1.48;1.53;1.83;1.83;2.60;2.70;3.25;3.20;3.20;2.20;False;;;True;True;True;False;True;False;True;False;False;True;False;False;True;True;True;True;False;False;False;False;False;False;True;True;-2.6;7.48;28.65;18.41;46.73;37.46;21.16;-30.8;-6.58;-5.44;-2.83;-9.15;76.15;42.75;20.11;6.97;0.46;-8.98;-8.65;-17.18;-17.25;-12.59;27.8;-39.82;-25.41;23.0;3.79;5.95;84.46;46.86;22.65;20.14;13.25;21.1;3.57;-8.47;-1.83;-40.04;-22.39;-11.9;-60.0;-42.84;-21.99;-6.61;-6.84;12.54;-6.99;-9.25;-23.12;-56.36;-35.65;-23.34;-7.4;5.9;9.21;40.05;7.65;28.38;17.64;6.25;-8.8;-9.97;-0.46;-4.56;-54.23;-38.39;-17.98;1.31;-6.59;29.53;-22.77;-24.35;-17.58;-8.56;-10.05;-17.06;-65.23;-80.35;4.3;-54.72;-34.11;-26.11;53.22;21.24;6.35;7.13;77.97;40.62;22.87;5.51;17.32;-15.0;3;19:30:00;1;PAL;BOT;1.05;1.25;1.95;3.25;6.00;13.00;11.00;3.75;1.85;1.33;1.13;1.04
SPT X AME 2016-08-03;136 (61%);460 (84%);17;28;29%;71%;1;3;3;9;;;41;63;22;8;4;0;;;0;1;224;548;;;3;9;4;4;1;5;3;3;6;12;3;1;1;1.75;;;2.00;2016-08-03;1.25;1.11;2.63;1.17;5.00;1.50;7.00;4.00;2.10;6.00;2.25;False;;;True;False;True;True;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;True;True;True;True;-10.0;-25.4;9.8;-2.96;6.0;43.88;-29.0;2.9;23.74;18.67;6.85;-5.67;5.03;6.58;6.11;12.16;12.59;42.84;30.46;-23.2;-3.86;5.0;-3.09;-31.24;-20.37;-11.79;-12.01;-2.51;5.74;8.51;14.57;13.43;12.01;-1.56;-81.0;-41.77;-17.8;-3.18;31.9;70.56;10.0;49.45;36.53;27.87;20.93;-0.65;40.69;22.02;19.72;18.42;57.66;39.52;31.22;25.62;17.82;10.21;-24.72;13.62;30.66;20.78;40.24;66.81;42.24;26.52;18.65;12.12;7.12;67.0;12.12;8.18;10.83;7.41;0.37;1.2;7.7;6.42;-27.7;-11.67;28.19;7.3;2.3;3.27;6.3;30.88;25.11;18.76;14.98;12.74;14.55;13.74;12.11;100.0;1;20:30:00;0;AME;SPT;1.06;1.29;2.00;3.40;6.50;15.00;10.00;3.50;1.80;1.30;1.11;1.03
VIT X CFC 2016-08-03;209 (71%);271 (75%);25;20;46%;54%;5;5;4;7;;;50;62;19;9;1;4;1;0;2;4;296;361;;;14;7;9;3;5;3;5;5;19;11;1;2;1;1.91;;;1.91;2016-08-03;1.36;1.25;1.83;1.40;2.75;2.00;4.00;3.20;2.63;4.33;2.10;False;;;True;True;True;False;True;False;True;False;False;False;False;True;True;True;True;True;False;False;False;False;False;False;True;True;-0.6;26.05;60.24;47.57;-42.93;-8.46;-0.37;5.4;-1.8;0.43;-51.2;-0.96;-31.85;-15.41;-5.1;-6.5;-3.66;-0.7;-50.11;-27.55;-53.58;-29.06;4.2;-22.58;-10.15;24.6;16.64;12.63;10.83;26.17;18.43;15.44;-20.3;6.16;-18.76;-14.29;23.33;6.59;2.13;28.84;-25.0;20.27;13.32;11.04;-77.0;7.66;-40.71;-26.76;-18.46;-33.53;-21.06;-34.6;-27.25;-22.88;-57.14;-28.66;8.9;44.8;16.78;4.28;14.7;7.19;-6.2;-9.24;-32.38;-22.25;-10.49;9.64;7.65;-2.35;24.22;17.22;52.69;26.63;11.88;6.25;6.45;-2.07;38.02;2.93;4.66;0.64;3.09;-7.07;22.93;8.89;22.84;75.76;42.97;27.38;21.24;5.0;3;20:30:00;1;CFC;VIT;1.08;1.33;2.15;3.75;8.00;17.00;8.50;3.25;1.67;1.25;1.08;1.02
CAP X COR 2016-08-03;448 (84%);351 (81%);16;16;56%;44%;3;1;6;1;0;2;48;45;12;11;5;3;;;4;3;536;436;;;7;4;6;2;3;7;5;6;12;10;0;3;0;1.70;;;2.05;2016-08-03;1.38;1.57;1.38;2.10;1.67;3.10;2.40;3.10;3.75;3.20;2.00;True;;;False;True;True;False;True;False;True;False;False;False;False;True;True;True;False;False;False;False;False;False;True;True;True;True;10.0;10.59;10.75;35.78;58.67;35.26;61.52;33.44;14.88;-27.8;-16.59;11.15;-8.71;9.2;39.32;22.04;4.97;2.04;-5.8;39.2;22.18;15.91;11.83;2.9;-4.0;-53.01;-26.07;-18.86;-13.92;-11.18;-41.61;-23.28;-11.74;17.23;41.87;16.92;3.73;-4.2;-10.6;-43.61;25.0;-32.92;-26.19;-42.56;-21.92;10.24;-12.79;-39.36;-25.16;-40.23;-26.42;-22.84;-10.35;-5.15;-0.2;5.88;7.35;9.87;6.64;14.18;13.67;8.25;5.02;3.47;-69.45;-100.0;-59.16;6.78;-34.66;-25.1;-9.22;-0.51;0.55;1.68;7.93;73.6;37.65;-46.07;6.45;-53.59;-36.7;-36.3;-0.5;-4.36;-4.2;-5.07;70.8;34.98;16.92;10.07;1.17;5.0;2;22:45:00;1;COR;CAP;1.10;1.44;2.40;4.50;11.00;23.00;7.00;2.63;1.53;1.18;1.05;1.01
SAN X FLA 2016-08-03;451 (85%);297 (78%);13;10;60%;40%;4;2;9;4;;;50;34;9;10;5;3;1;1;1;1;533;379;;;10;4;10;3;3;5;7;6;17;10;2;2;0;;;;;2016-08-03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.6;15.2;-27.2;-16.11;-13.1;-5.19;-9.81;-8.61;-69.68;-75.98;-54.9;10.52;-33.82;-16.36;-1.51;2.36;2.78;2.44;3.1;48.49;25.08;11.16;-29.48;2.88;-3.7;5.4;-2.73;-38.68;-30.45;-19.33;-8.39;-6.29;-2.44;-13.29;-2.37;-2.8;-3.42;-8.42;-6.4;-35.19;-40.0;-19.61;-15.35;-12.44;-11.09;-7.38;41.2;1.13;0.2;-0.75;-0.75;-4.21;-1.71;29.25;16.12;11.71;-4.36;9.09;67.53;31.91;12.96;-46.07;-29.52;-28.64;-48.04;-18.22;64.9;-2.56;35.62;-44.04;-10.01;-10.72;-10.24;-6.11;-20.31;-12.1;-6.84;-4.09;3.97;30.05;17.95;10.72;-12.47;-11.1;-11.3;-0.02;21.7;11.82;20.58;-11.7;-27.0;-85.0;0;22:45:00;0;FLA;SAN;;;;;;;;;;;;
PON X BOT 2016-08-04;443 (81%);224 (70%);13;15;63%;37%;0;1;2;5;;;60;63;12;16;3;0;;;1;0;546;322;;;2;2;3;2;0;5;1;6;3;8;2;2;0;1.95;;;1.80;2016-08-04;1.34;1.29;1.80;1.40;2.75;2.05;3.60;3.30;2.63;4.33;2.20;True;;;False;True;True;False;True;False;True;False;False;True;False;False;True;True;False;False;False;False;False;False;True;True;True;True;-3.8;6.2;1.8;22.64;11.62;0.44;22.2;10.98;2.94;-2.0;-2.0;-6.06;-4.57;-4.57;3.6;4.36;19.64;13.73;4.61;-8.7;-7.67;-14.52;5.2;39.8;51.72;28.65;14.56;6.55;-2.75;-8.63;-10.03;-10.86;-16.35;-2.4;-12.62;-10.22;-8.8;-7.95;-7.08;-7.08;-5.0;-33.98;-24.97;-19.62;-16.83;-3.26;-10.18;34.6;13.72;-9.95;-5.39;-13.13;-31.35;-19.25;-11.69;-7.56;37.6;4.02;5.74;2.5;-5.98;39.02;14.71;6.78;-36.67;-23.89;-17.07;19.45;-14.62;-38.54;-20.16;-6.59;-7.29;-7.34;-10.5;-9.62;-9.46;-33.74;8.98;-28.18;-24.5;-17.69;-13.64;26.63;4.52;100.0;89.27;49.96;50.12;-7.2;27.83;-20.0;2;20:15:00;1;BOT;PON;1.07;1.30;2.00;3.40;7.00;15.00;9.50;3.40;1.80;1.30;1.10;1.03
GRE X STA 2016-08-04;282 (77%);502 (86%);14;14;39%;61%;4;2;4;5;;;67;64;18;18;1;4;1;2;0;2;368;584;;;5;7;5;12;4;1;8;8;13;15;3;1;0;1.80;;;1.95;2016-08-04;1.25;1.10;2.80;1.17;5.00;1.44;7.50;4.20;2.10;6.00;2.30;True;;;False;False;True;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;True;-2.2;-8.61;-5.73;-6.24;-1.39;-54.62;-29.14;-13.98;-9.97;-8.9;-0.08;2.8;21.2;70.81;57.44;39.56;53.63;35.51;21.96;17.13;15.0;53.47;-2.6;63.6;50.23;32.28;21.61;12.17;2.64;20.02;10.69;5.15;-46.0;-8.62;-14.99;35.5;19.56;21.23;20.57;4.25;-60.0;8.69;8.45;8.01;8.11;-8.52;39.05;26.26;19.03;6.11;23.43;36.5;21.02;11.82;7.0;2.27;-34.4;29.6;21.32;16.71;18.96;15.31;10.9;15.18;44.23;31.13;-19.5;-20.16;10.5;9.94;13.27;7.48;5.9;2.73;1.25;-65.0;-36.57;-19.68;-13.39;-14.63;-39.3;-14.13;9.4;34.75;55.27;39.54;22.58;12.13;6.86;-10.2;3.72;15.0;0;20:30:00;0;STA;GRE;1.05;1.29;1.85;3.25;6.50;13.00;11.00;3.50;1.95;1.33;1.11;1.04
SPO X CAM 2016-08-04;298 (78%);467 (86%);17;9;40%;60%;1;3;3;12;;;50;56;17;9;10;1;;;1;1;384;544;;;3;13;4;8;3;10;5;8;8;21;2;2;2;1.95;;;1.80;2016-08-04;1.33;1.36;1.70;1.62;2.20;2.20;3.20;3.40;2.88;3.60;2.10;False;;;True;True;False;True;False;True;False;True;False;False;True;False;True;True;True;False;False;False;False;False;False;True;True;True;10.0;11.8;-74.8;-43.24;-25.28;-8.85;30.2;26.06;21.68;45.27;-32.0;30.05;-41.29;-55.41;-37.2;-28.33;-10.97;33.5;-26.1;3.9;3.52;44.79;96.96;100.0;80.45;53.57;32.66;17.26;3.64;2.98;2.35;2.35;17.35;54.55;3.84;0.81;-26.4;-14.73;-4.15;-6.07;40.0;-12.59;-9.6;-9.85;-10.37;29.33;-9.56;-8.71;-36.97;-18.78;-7.96;-1.56;2.9;56.62;42.5;29.1;13.59;21.14;46.4;33.31;38.78;32.4;63.62;52.36;27.49;41.95;30.36;3.2;20.86;42.26;30.7;21.59;17.73;15.44;73.66;50.2;36.25;14.95;-7.08;-36.2;-14.3;-1.88;7.13;5.73;43.1;32.09;100.0;99.9;66.25;-17.08;-38.0;-40.0;1;20:30:00;-1;CAM;SPO;1.06;1.30;1.95;3.50;7.00;15.00;10.00;3.40;1.85;1.29;1.10;1.03
CRU X INT 2016-08-04;400 (84%);260 (75%);11;20;58%;42%;2;0;4;6;;;42;61;14;10;2;2;0;1;2;1;474;347;;;7;8;5;6;4;6;4;4;11;12;1;1;2;1.80;;;1.95;2016-08-04;1.30;1.18;2.15;1.25;3.75;1.73;5.00;3.50;2.30;5.50;2.20;False;;;True;True;True;False;True;False;True;False;False;True;False;False;True;True;True;True;True;True;False;False;False;False;False;False;10.0;7.97;11.5;15.66;13.25;100.0;61.99;25.37;100.0;68.19;27.59;12.42;15.75;9.47;-3.28;-2.25;29.28;-27.2;-13.26;-6.35;-2.24;-2.03;-43.53;2.29;28.38;12.66;-14.1;-5.4;-4.64;-1.05;-1.64;3.75;-37.8;-15.02;-25.31;-19.64;70.68;70.54;40.43;21.29;-25.0;-23.07;-14.32;-14.24;-11.21;19.4;-9.51;10.27;4.26;83.03;51.92;58.43;61.3;39.16;20.05;19.48;3.28;6.38;-3.17;36.83;17.91;6.9;-43.17;-21.65;-19.41;-10.1;-54.57;3.87;-28.04;-19.92;-14.72;-17.0;-89.64;-56.54;-36.54;-24.65;16.84;-48.16;6.43;-26.19;-12.79;-9.81;22.55;35.64;14.24;-22.13;-14.15;-16.19;-17.42;24.25;-15.93;0.0;4;22:00:00;1;INT;CRU;1.07;1.33;2.05;3.50;8.00;17.00;9.00;3.25;1.75;1.29;1.08;1.02
CHA X PAL 2016-08-04;391 (79%);154 (59%);32;30;66%;34%;4;3;8;2;;;69;62;15;18;3;10;;;0;1;495;261;;;11;4;8;5;11;5;12;9;23;13;0;1;1;1.91;;;1.91;2016-08-04;1.36;1.50;1.48;1.91;1.80;2.70;2.63;3.20;3.40;3.25;2.10;False;;;True;False;True;True;False;False;False;False;True;True;False;False;True;True;False;False;False;False;False;False;True;True;True;True;-10.0;-7.17;-8.71;-14.54;-12.71;-36.72;-88.84;-54.82;-39.23;-26.75;-17.48;-34.85;-9.14;-79.01;-51.63;39.8;4.36;1.37;5.19;7.38;40.73;23.62;-24.62;-36.75;73.25;8.57;-6.75;23.6;13.34;0.65;0.53;-1.84;3.16;-18.54;0.01;-0.6;-30.73;-18.74;-11.97;-12.67;25.0;-11.98;-9.34;-10.0;-15.39;-19.92;-53.22;-35.8;-100.0;-87.26;-58.25;42.93;21.36;0.34;4.85;38.15;-9.9;9.23;-5.26;-35.26;-25.9;54.74;-55.26;-15.92;33.1;-61.53;-32.67;-3.74;23.47;-11.53;-13.1;-4.75;-44.24;-9.58;-10.38;-11.22;-17.1;-12.62;-5.93;-14.42;-13.7;-13.27;-7.58;-4.56;-2.77;-76.71;-45.66;-57.58;-23.4;-5.84;-3.08;-90.0;1;22:30:00;0;PAL;CHA;1.08;1.36;2.15;3.75;8.00;19.00;8.50;3.00;1.67;1.25;1.08;1.02
FLU X FIG 2016-09-03;236 (77%);255 (79%);17;9;47%;53%;3;4;4;11;;;61;58;15;21;6;2;1;0;1;4;306;323;;;5;13;3;5;4;9;5;5;10;18;3;3;2;1.57;;;2.25;2016-09-03;1.25;1.07;3.00;1.10;7.00;1.40;9.50;4.00;2.00;7.50;2.25;False;;;True;True;True;False;True;False;True;False;False;True;False;False;True;True;True;True;True;False;False;False;False;False;False;True;10.0;0.51;-2.0;-3.12;3.1;89.97;60.91;43.69;8.07;9.9;-0.31;13.95;100.0;98.99;55.48;31.19;17.13;8.73;8.19;44.22;50.39;-54.2;11.29;-6.86;-1.6;27.93;11.17;9.31;8.59;8.53;36.63;26.98;21.24;4.61;10.96;-21.4;-7.91;-12.48;-15.6;-3.77;-5.0;65.4;34.03;21.58;-76.8;5.64;-39.88;-30.37;28.2;-31.33;-10.59;-7.49;8.67;-1.33;-6.33;2.92;2.71;33.22;-72.08;-28.47;-13.54;-4.94;8.32;10.42;54.3;85.38;58.12;71.12;81.53;100.0;63.1;26.88;18.75;0.94;-5.44;5.0;36.4;26.39;40.86;100.0;58.08;31.96;14.2;5.88;-10.02;-9.25;-8.78;-13.51;-61.32;3.25;-35.32;-55.0;3;17:00:00;1;FIG;FLU;1.08;1.33;2.05;3.75;8.00;17.00;8.50;3.25;1.75;1.25;1.08;1.02
FLA X CAP 2016-08-06;312 (79%);347 (85%);16;14;48%;52%;3;3;3;11;;;42;46;11;11;3;2;1;0;2;5;395;410;;;3;11;6;9;2;4;8;5;11;16;4;2;0;1.70;;;2.05;2016-08-06;1.30;1.18;2.15;1.25;3.75;1.73;5.00;3.50;2.38;5.50;2.10;True;;;False;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;False;False;False;True;True;True;True;True;10.0;43.39;-28.5;10.0;2.06;-14.33;-40.51;-27.96;-23.37;-19.74;26.6;41.75;15.08;12.21;45.51;31.1;20.12;10.31;14.52;4.42;0.96;32.3;25.62;23.81;18.02;1.02;-5.4;-10.57;-17.02;-1.52;3.93;-26.07;33.7;14.03;16.46;62.83;65.76;37.03;15.51;-9.0;0.0;-0.57;38.45;25.14;43.69;7.14;24.37;36.97;21.85;0.82;-18.55;-7.78;-3.23;13.08;32.8;31.16;32.31;73.7;85.99;100.0;62.43;41.75;51.1;37.64;76.1;43.8;24.0;21.15;10.37;33.76;21.66;18.93;47.31;-33.87;-24.32;-3.77;-9.38;-14.95;12.11;-75.84;-58.16;-39.87;-25.81;-22.45;-38.39;-26.95;-45.89;-26.69;-14.91;61.89;-1.22;0.0;1;19:30:00;1;CAP;FLA;1.08;1.40;2.15;4.00;9.00;19.00;8.00;2.75;1.67;1.22;1.07;1.02
AME X SAN 2016-08-07;440 (84%);303 (80%);11;11;58%;42%;3;2;3;2;;;47;36;7;11;1;3;;;3;1;521;381;1;0;5;5;1;5;3;2;2;4;7;9;1;2;0;1.80;;;1.95;2016-08-07;1.36;1.60;1.40;2.10;1.67;3.00;2.38;3.20;3.60;3.10;2.05;True;;;False;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;False;False;False;True;True;True;True;True;10.0;-34.42;-24.71;-18.62;-60.87;-31.38;-16.82;22.0;10.98;8.87;3.52;0.82;0.35;-3.03;-3.65;-3.65;38.4;24.93;23.14;9.48;1.36;-6.18;-5.13;-3.04;-1.55;-2.68;-3.36;-3.78;17.91;7.12;2.3;-2.09;-4.11;-12.89;-12.71;-11.33;-5.73;-2.4;-0.29;6.34;0.0;-7.2;-9.13;-12.69;-3.81;-39.06;-8.9;35.07;13.63;28.71;18.91;13.84;2.75;-4.4;-7.32;-8.91;-17.97;-9.85;-10.54;-5.83;-18.03;-10.28;-5.68;-2.9;-1.62;-4.48;-7.07;-8.5;-13.69;-12.63;-12.0;-7.6;-9.99;-6.03;-44.05;-26.66;-31.59;-4.15;-47.87;-3.21;0.32;-0.8;0.05;29.2;16.01;13.78;7.45;8.69;52.2;-65.51;30.29;90.0;1;12:00:00;1;SAN;AME;1.08;1.36;2.15;4.00;9.00;19.00;8.50;3.00;1.67;1.22;1.07;1.02
CFC X PON 2016-08-07;211 (64%);221 (65%);17;31;49%;51%;1;3;4;3;;;56;72;18;20;1;3;;;5;0;328;342;;;4;7;6;4;4;4;7;4;11;11;3;4;1;1.75;;;2.00;2016-08-07;1.33;1.25;1.91;1.36;3.00;1.91;4.00;3.40;2.63;4.50;2.10;False;;;True;True;True;False;True;False;True;False;False;False;False;True;True;True;True;True;False;False;False;False;False;False;True;True;5.4;28.81;20.6;50.29;35.55;24.28;25.18;17.22;-67.5;-35.99;30.2;9.14;6.92;6.7;11.77;9.75;6.32;6.32;1.75;1.24;-4.6;-10.43;11.36;-27.87;-17.91;-12.15;-7.88;-20.11;-10.16;-15.73;-14.84;29.4;-43.0;12.69;72.0;30.08;15.31;10.71;-81.2;-44.14;-10.0;-29.32;-20.51;-12.62;-6.61;11.54;-14.35;9.86;-5.14;54.86;31.46;21.94;14.79;1.66;-0.61;2.48;5.46;3.56;9.41;8.63;7.43;81.71;46.2;-27.2;-7.56;-6.87;-11.38;7.61;-8.15;-4.36;-3.6;-3.52;-3.52;-28.52;-11.24;-5.97;25.6;11.09;8.88;81.37;45.76;29.96;13.71;-32.2;-28.61;-20.85;-16.6;-33.71;-42.45;43.24;-54.37;-35.0;3;17:00:00;1;PON;CFC;1.08;1.40;2.25;4.33;10.00;21.00;8.00;2.75;1.62;1.20;1.06;1.02
PAL X VIT 2016-08-07;253 (75%);407 (83%);25;17;42%;58%;3;3;2;4;;;56;61;20;13;6;3;;;5;4;338;491;;;3;12;5;7;2;8;8;6;10;18;4;2;1;1.91;;;1.91;2016-08-07;1.22;1.08;3.00;1.11;6.50;1.40;8.50;4.33;1.91;6.50;2.50;False;;;True;True;True;False;True;False;True;False;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;2.8;-12.11;35.6;20.99;40.73;31.23;25.4;26.75;24.98;19.16;18.31;4.46;17.8;16.92;31.77;19.81;12.63;13.36;13.79;12.94;18.99;17.25;5.75;40.85;34.88;24.93;13.65;42.33;23.06;-19.8;7.4;74.18;100.0;31.52;73.28;51.44;61.44;37.25;22.97;44.28;0.0;71.95;39.65;22.32;14.02;21.84;62.23;34.77;21.93;11.3;4.83;4.6;1.47;-5.4;-3.41;-2.69;50.88;-32.74;-19.04;-10.52;-5.79;-2.99;0.91;-6.73;-0.46;38.27;22.67;-36.2;23.58;14.65;8.6;32.4;24.38;-36.5;-15.04;-35.45;-29.81;-47.73;-5.89;-20.28;35.38;16.28;-29.62;-13.99;-8.33;35.38;16.88;7.61;5.25;-12.59;28.1;-65.0;2;17:00:00;1;VIT;PAL;1.04;1.22;1.62;2.63;5.00;11.00;13.00;4.00;2.25;1.44;1.17;1.05
INT X FLU 2016-08-07;291 (78%);333 (81%);30;22;47%;53%;3;4;3;7;;;84;69;14;22;5;1;;;1;2;371;413;;;2;5;4;4;3;7;8;10;10;15;4;4;2;1.75;;;2.00;2016-08-07;1.33;1.34;1.73;1.57;2.25;2.15;3.30;3.40;2.88;4.00;2.05;False;;;True;False;True;True;False;False;False;False;True;False;False;True;True;True;True;True;False;False;False;False;False;False;True;True;-10.0;12.94;31.97;18.84;11.41;6.48;-9.6;10.8;4.16;3.44;-6.2;-18.35;10.33;9.62;5.97;1.68;-6.67;-10.54;-3.33;6.8;-19.0;-5.56;-100.0;3.47;23.62;8.73;-6.8;33.2;13.66;6.21;3.88;7.64;1.91;-86.65;1.38;0.66;23.66;61.96;40.1;27.1;100.0;15.63;7.07;5.12;2.3;-48.92;0.63;24.91;19.45;15.83;44.05;-52.8;-25.42;-23.26;-16.61;-14.9;-25.74;-12.39;-9.24;-31.87;-10.73;-78.16;-42.87;-2.27;-3.0;2.0;7.35;-6.79;41.15;24.75;16.94;11.92;18.94;10.51;8.1;11.67;100.0;76.18;7.66;50.62;-32.6;-9.69;-39.86;-22.76;-13.34;-4.91;-1.76;6.37;34.34;14.57;60.97;0.0;2;17:15:00;0;FLU;INT;1.08;1.40;2.25;4.33;10.00;21.00;8.00;2.75;1.62;1.20;1.06;1.02
STA X SPO 2016-08-07;328 (78%);299 (77%);17;17;52%;48%;2;7;7;6;;;57;66;24;15;1;3;;;0;2;419;386;;;11;5;4;4;6;2;1;8;12;13;3;1;2;1.80;;;1.95;2016-08-07;1.38;1.38;1.60;1.73;2.00;2.38;3.10;3.10;3.20;3.60;2.05;False;;;True;True;False;True;False;True;False;True;False;False;True;False;True;True;True;False;False;False;False;False;False;True;True;True;-10.0;-7.37;-2.24;-3.05;-3.53;-3.72;-4.2;-2.03;-5.98;-8.34;-34.73;-1.15;-44.3;-49.91;-32.84;-27.69;-69.71;-95.15;-80.29;-55.07;-44.71;-26.58;19.8;-10.8;-8.65;-8.7;-8.36;-0.66;34.0;29.78;17.54;10.26;-80.27;16.17;-47.07;-28.96;-20.48;-10.45;1.7;7.58;;-5.91;-1.49;-26.92;-17.04;3.81;-6.54;-4.36;-3.44;-0.04;20.13;11.74;7.13;64.39;40.27;44.45;-4.53;53.42;64.16;36.08;43.7;27.15;-67.2;-31.16;-5.5;-1.73;23.2;-5.79;-58.7;-23.08;-13.4;-6.9;-4.53;2.97;0.67;-36.0;-37.32;-15.29;-9.44;-2.18;8.4;50.34;34.52;93.4;57.41;35.91;15.52;11.38;23.71;-11.77;16.32;-15.0;1;17:15:00;-1;SPO;STA;1.08;1.40;2.25;4.00;9.00;19.00;8.00;2.75;1.62;1.22;1.07;1.02
FIG X SPT 2016-08-07;331 (75%);206 (69%);24;17;59%;41%;5;4;5;3;;;55;56;16;18;3;5;;;1;1;439;297;;;7;6;5;5;6;4;9;7;16;13;3;5;1;1.80;;;1.95;2016-08-07;1.36;1.38;1.62;1.62;2.20;2.30;3.10;3.20;3.10;3.60;2.05;False;;;True;False;True;True;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;True;-0.6;9.15;6.82;9.72;8.79;7.41;2.59;-26.4;46.8;15.12;5.4;-0.96;-4.0;-29.8;-10.07;-5.54;5.2;1.78;22.47;9.0;1.74;2.93;-1.17;29.01;13.1;5.33;-22.72;-41.23;-21.14;-11.62;-5.96;-1.1;2.29;4.2;52.96;32.43;20.23;12.97;8.66;37.28;-5.0;18.29;47.0;94.07;13.06;-6.0;2.29;-2.8;-6.17;22.2;13.47;4.12;-4.1;-4.75;-38.57;-33.37;-4.68;-24.8;-14.71;-14.11;-11.53;-11.76;-15.96;-13.83;-12.16;-11.17;-15.58;7.2;-15.17;-55.29;-39.15;-28.03;-21.05;-22.11;-14.76;-38.37;-100.0;-75.85;-2.8;-54.64;-32.39;-17.32;-77.76;-46.5;-27.17;-16.42;26.8;-33.2;28.2;5.6;-36.8;25.0;1;19:30:00;0;SPT;FIG;1.08;1.36;2.25;4.00;9.00;19.00;8.50;3.00;1.62;1.22;1.07;1.02
