game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Big chances missed_away;Big chances missed_home;Big chances_away;Big chances_home;Blocked shots_away;Blocked shots_home;Clearances_away;Clearances_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Crosses_away;Crosses_home;Dispossessed_away;Dispossessed_home;Dribbles_away;Dribbles_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Interceptions_away;Interceptions_home;Long balls_away;Long balls_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Tackles_away;Tackles_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;both_score_No;both_score_Yes;data;double_chance_12;double_chance_1X;double_chance_X2;draw_no_bet_1;draw_no_bet_2;final_result_1;final_result_2;final_result_X;first_half_1;first_half_2;first_half_X;fl_both_score_No;fl_both_score_Yes;fl_double_chance_12;fl_double_chance_1X;fl_double_chance_X2;fl_draw_no_bet_1;fl_draw_no_bet_2;fl_final_result_1;fl_final_result_2;fl_final_result_X;fl_first_half_1;fl_first_half_2;fl_first_half_X;fl_total_goals_Over_0.5;fl_total_goals_Over_1.5;fl_total_goals_Over_2.5;fl_total_goals_Over_3.5;fl_total_goals_Over_4.5;fl_total_goals_Over_5.5;fl_total_goals_Under_0.5;fl_total_goals_Under_1.5;fl_total_goals_Under_2.5;fl_total_goals_Under_3.5;fl_total_goals_Under_4.5;fl_total_goals_Under_5.5;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home;total_goals_Over_0.5;total_goals_Over_1.5;total_goals_Over_2.5;total_goals_Over_3.5;total_goals_Over_4.5;total_goals_Over_5.5;total_goals_Under_0.5;total_goals_Under_1.5;total_goals_Under_2.5;total_goals_Under_3.5;total_goals_Under_4.5;total_goals_Under_5.5
PAL X VAS 2018-08-12;265 (74%);367 (81%);20;32;44%;56%;0;1;0;2;1;2;18;19;3;5;;;3/17 (18%);4/20 (20%);8;5;11/19 (58%);1/5 (20%);54;59;16;17;3;1;0;1;10;12;23/64 (36%);34/61 (56%);2;3;357;453;;;2;6;5;4;1;4;5;4;6/9 (67%);14/16 (88%);7;10;2;1;0;1.80;1.95;2018-08-12;1.29;1.14;2.30;1.20;4.33;1.61;6.00;3.60;2.20;6.00;2.25;True;False;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;False;False;False;True;True;True;True;True;6.6;15.77;2.87;23.23;44.33;-64.4;-21.59;13.8;56.6;36.16;69.58;21.52;37.53;22.59;3.53;12.01;8.27;9.54;9.93;-13.65;-2.62;27.5;11.8;19.76;19.27;17.32;9.96;31.73;16.36;6.99;1.65;5.22;5.26;20.21;25.52;17.56;-27.77;-2.29;-3.18;-5.04;-88.0;-6.56;-5.24;-11.13;-8.9;57.42;-23.58;-55.57;-37.05;57.73;72.46;45.17;2.69;4.65;1.73;-34.92;66.05;59.05;100.0;90.75;97.87;56.16;-38.35;-12.68;-12.33;-33.06;-6.78;40.36;47.55;39.99;5.35;-26.75;-22.7;-18.78;-18.9;-9.64;-10.55;-5.42;26.47;-2.89;-20.01;17.2;5.85;15.66;12.5;21.03;11.42;18.83;-11.8;23.96;-0.94;-18.0;1;20:00:00;1;VAS;PAL;1.06;1.28;1.95;3.25;6.50;15.00;10.00;3.50;1.85;1.33;1.11;1.03
FLU X INT 2018-08-13;286 (76%);464 (85%);25;18;41%;59%;1;1;2;1;1;8;28;19;7;7;;;3/15 (20%);4/31 (13%);11;19;16/30 (53%);14/22 (64%);75;72;17;8;6;4;0;2;15;11;37/71 (52%);15/33 (45%);;;376;545;;;9;8;5;5;7;6;4;11;18/27 (67%);21/25 (84%);13;19;3;3;3;1.70;2.04;2018-08-13;1.40;1.44;1.48;1.83;1.83;2.70;2.80;3.00;3.50;3.60;1.90;True;False;True;False;True;False;True;False;True;False;False;True;False;True;True;True;False;False;False;False;False;False;True;True;True;-10.0;-21.25;25.93;12.88;27.97;19.42;53.15;-73.4;-21.69;-9.71;100.0;-8.28;100.0;66.92;41.19;32.9;-98.0;-46.78;-20.15;33.8;15.04;35.23;-25.25;38.89;20.08;19.95;-22.0;-51.56;-28.03;67.0;27.05;15.52;10.29;-10.34;-84.2;-51.57;56.0;20.33;12.24;-100.0;-80.0;-86.19;-56.05;-34.34;-35.08;-5.15;-74.33;-38.94;-22.9;-10.37;-20.88;17.2;25.54;13.04;5.38;7.25;7.8;7.5;0.43;-4.53;-7.09;-26.23;-82.5;-60.43;-34.16;35.43;-23.57;-5.2;-2.2;33.43;-40.36;91.64;51.93;50.49;34.17;73.49;51.05;74.18;-5.2;94.81;65.05;39.12;31.37;78.17;44.4;-28.2;48.8;44.07;23.34;-8.37;6.54;12.0;0;21:00:00;-1;INT;FLU;1.11;1.50;2.60;5.00;11.00;26.00;6.50;2.50;1.47;1.16;1.05;1.01
SAN X SPT 2018-08-18;344 (84%);381 (82%);21;16;48%;52%;0;4;0;6;1;1;20;27;4;4;0;1;4/22 (18%);5/20 (25%);13;14;8/13 (62%);1/11 (9%);68;50;21;20;3;4;;;10;10;17/38 (45%);22/45 (49%);1;5;409;463;1;0;5;7;7;4;4;6;7;4;15/24 (63%);11/18 (61%);12;11;4;3;0;1.66;2.10;2018-08-18;1.25;1.11;2.62;1.16;5.00;1.50;7.00;4.00;2.10;6.50;2.20;True;False;True;True;False;True;False;True;False;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;9.4;7.53;6.27;2.78;4.0;43.67;26.24;1.65;3.38;9.12;2.37;96.99;56.4;31.55;29.58;15.24;13.26;-7.4;4.2;4.34;-7.4;-3.5;61.46;-38.93;-95.26;-57.99;-12.99;-10.77;59.1;67.42;39.26;8.89;-17.0;42.34;-26.66;47.56;25.19;-62.44;-23.83;-15.55;-42.0;-17.3;-34.38;-50.5;-11.92;24.77;-34.95;-19.49;-11.89;-23.54;-85.46;-76.82;-73.74;-43.69;-17.06;12.5;16.84;64.08;-56.5;-7.2;24.5;-36.7;-21.4;-0.22;-2.02;43.3;28.97;16.02;3.65;-12.7;7.43;-0.23;9.43;4.87;4.27;4.42;42.88;13.69;46.64;3.16;-13.1;-47.97;76.9;17.7;94.8;59.23;55.18;28.99;-20.1;14.3;-15.59;37.0;3;17:00:00;1;SPT;SAN;1.07;1.33;2.04;3.75;8.00;17.00;9.00;3.25;1.75;1.25;1.08;1.02
COR X GRE 2018-08-18;376 (81%);558 (86%);10;17;42%;58%;2;0;3;0;1;4;16;19;7;5;;;3/8 (38%);5/13 (38%);14;20;7/15 (47%);11/19 (58%);52;56;8;8;3;8;;;10;17;24/49 (49%);19/40 (48%);3;0;466;649;;;6;2;2;2;9;3;6;7;18/28 (64%);13/22 (59%);12;9;1;1;1;1.50;2.50;2018-08-18;1.41;1.55;1.37;2.20;1.61;3.10;2.50;2.90;4.33;3.40;1.80;True;False;True;False;True;False;True;False;True;False;False;False;True;True;False;False;False;False;;False;True;True;True;True;False;20.0;-27.44;-15.47;-60.67;-35.18;-69.61;-34.07;-21.45;-9.52;18.85;-73.15;70.89;-100.0;-61.27;-34.84;-23.62;-16.81;-14.1;-9.7;-5.08;4.8;12.13;92.95;32.7;65.73;28.97;18.82;-30.05;-21.56;-11.38;-8.15;-10.12;-5.59;50.98;-15.52;-7.19;-1.72;2.4;7.58;1.46;-52.0;8.69;2.99;25.6;12.34;26.03;-14.4;-22.02;-27.34;-95.36;-74.84;-100.0;-66.03;-35.51;-31.97;-6.25;9.71;9.21;14.08;54.97;20.21;20.47;23.92;42.87;19.01;25.32;32.36;-100.0;17.33;7.12;26.46;20.97;38.33;24.06;21.93;18.95;16.36;23.25;-72.44;10.07;1.75;-6.67;-4.16;32.93;3.62;-2.85;-69.85;-44.23;-57.59;-44.22;-31.59;31.0;0;20:00:00;-1;GRE;COR;1.16;1.72;3.50;7.00;19.00;;5.00;2.00;1.30;1.10;1.02;-1
CAP X FLA 2018-08-19;496 (90%);212 (81%);12;12;68%;32%;1;0;1;3;2;3;11;32;5;5;;;7/23 (30%);4/14 (29%);12;10;13/21 (62%);5/10 (50%);54;46;10;15;5;6;0;1;7;8;27/44 (61%);36/59 (61%);1;3;553;263;;;5;8;7;3;6;8;10;6;14/15 (93%);15/20 (75%);15;14;1;3;0;1.75;2.00;2018-08-19;1.37;1.41;1.55;1.80;1.90;2.54;2.87;3.10;3.40;3.60;1.95;True;False;True;True;False;True;False;True;False;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;7.2;72.17;76.3;42.55;-53.3;-72.0;-53.81;-33.55;86.4;45.01;23.03;11.48;9.34;31.68;49.12;60.8;38.02;42.26;12.71;-12.47;-5.37;-10.02;14.03;-24.12;18.27;-35.85;-27.06;-23.44;-17.54;-10.79;-17.55;-18.65;-38.2;36.54;-27.04;-20.84;-96.05;-61.15;-38.99;-50.52;38.0;-33.59;-12.58;-15.86;-15.81;22.92;-11.07;44.93;34.82;19.28;11.66;-38.3;-57.67;-78.02;-47.08;-16.82;26.62;-9.66;49.5;42.93;-46.85;-29.32;-63.09;-13.29;9.9;-8.03;-24.17;8.82;-16.99;58.97;12.05;-56.03;-28.93;33.06;0.38;-3.94;0.68;-1.94;13.24;-10.22;-36.65;-23.44;20.06;10.27;28.02;15.36;-15.6;-33.85;-36.2;8.18;-100.0;-56.0;3;12:00:00;1;FLA;CAP;1.10;1.44;2.35;4.50;11.00;23.00;7.50;2.62;1.57;1.18;1.05;1.01
INT X PAR 2018-08-19;113 (59%);472 (86%);22;26;26%;74%;;;;;1;3;48;10;3;15;;;1/10 (10%);8/42 (19%);9;16;2/7 (29%);11/20 (55%);64;65;16;16;5;2;;;9;11;10/50 (20%);39/66 (59%);0;1;190;547;;;4;11;6;8;2;6;5;6;18/25 (72%);8/14 (57%);9;17;5;3;0;1.53;2.37;2018-08-19;1.22;1.08;3.00;1.11;6.50;1.40;8.50;4.33;2.04;7.50;2.20;True;False;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;False;False;False;True;True;True;True;True;9.4;50.78;42.29;39.21;70.42;75.98;70.48;100.0;62.54;36.93;27.67;14.99;31.06;28.65;20.99;16.44;45.36;29.93;20.9;68.31;80.23;100.0;22.31;82.95;23.94;14.99;10.88;11.2;40.48;45.03;58.51;53.55;38.23;80.66;59.26;40.95;38.09;23.35;-38.87;39.13;38.0;4.09;23.33;2.71;4.9;67.36;-37.6;-21.56;-33.66;-47.67;43.53;27.34;85.74;36.9;-36.4;22.1;38.15;24.8;11.68;19.19;16.64;52.77;32.47;91.67;11.2;6.77;1.02;61.38;8.38;7.96;25.61;58.16;89.52;52.7;30.81;36.06;20.85;10.91;39.43;9.08;58.99;36.26;29.96;-39.4;-36.14;-21.47;-5.96;-2.18;1.63;22.37;41.68;70.0;1;12:00:00;1;PAR;INT;1.08;1.40;2.14;4.00;9.00;19.00;8.50;2.75;1.66;1.22;1.07;1.02
BOT X CAM 2018-08-19;400 (81%);330 (80%);18;16;54%;46%;3;0;5;0;5;3;28;16;3;4;2;0;5/17 (29%);9/25 (36%);7;14;7/12 (58%);4/6 (67%);53;44;12;13;4;5;;;11;18;21/51 (41%);15/44 (34%);1;2;494;411;;;11;4;7;6;8;4;9;9;8/16 (50%);5/12 (42%);20;13;4;2;3;1.95;1.80;2018-08-19;1.33;1.40;1.61;1.61;2.20;2.30;3.00;3.40;3.00;3.60;2.10;True;False;True;False;True;False;True;False;True;False;False;False;True;True;True;True;False;False;False;False;False;False;True;True;True;-1.8;-43.9;69.1;32.82;27.56;-27.0;-40.13;-17.39;-13.83;24.4;7.65;-2.87;-57.6;-19.44;-5.89;-9.91;-17.23;-2.56;23.4;-19.0;26.2;-35.4;-3.51;25.6;-7.6;1.77;-43.03;-20.08;20.87;0.61;-4.13;-6.13;11.0;-3.88;22.99;10.17;-32.8;-13.47;-40.12;-31.64;-15.0;-64.53;-19.89;-11.92;-4.72;23.2;-2.3;32.09;40.79;5.15;35.03;22.79;23.29;9.11;-70.03;-39.97;44.75;-28.61;-4.6;-84.86;-43.6;-31.27;-14.59;-3.27;5.58;23.59;15.82;21.74;3.54;10.73;1.37;-5.6;-18.33;-7.98;-57.92;-31.57;44.5;28.74;19.26;44.02;-47.88;-8.65;16.12;37.66;14.37;-16.0;-10.47;-45.42;-16.53;49.58;-0.38;-100.0;0;17:00:00;-1;CAM;BOT;1.06;1.30;2.00;3.50;7.00;15.00;10.00;3.40;1.80;1.28;1.10;1.03
CRU X BAH 2018-08-19;378 (83%);449 (84%);5;19;47%;53%;0;1;1;2;4;2;27;10;5;3;;;2/17 (12%);2/17 (12%);6;19;11/17 (65%);6/10 (60%);52;50;13;14;1;0;;;13;15;23/62 (37%);36/64 (56%);2;3;457;535;;;4;7;4;8;1;2;5;5;16/23 (70%);10/12 (83%);9;12;2;2;1;1.44;2.62;2018-08-19;1.25;1.07;3.00;1.11;6.50;1.44;9.00;3.80;2.04;8.50;2.10;False;True;False;True;True;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;True;3.2;12.2;48.82;0.28;17.05;46.26;45.2;33.08;35.61;21.74;21.01;5.1;-13.2;-8.33;-24.38;-34.43;-52.07;-54.58;-32.37;40.6;14.58;10.55;6.23;5.7;-26.6;-45.4;-13.88;-5.14;3.08;5.17;1.28;-1.08;-1.74;22.91;9.13;8.92;-20.53;-39.35;-32.76;-9.58;18.0;-5.46;7.57;46.31;28.81;1.82;16.91;1.41;-17.6;-17.31;-11.34;7.0;50.77;48.49;69.63;22.97;-31.4;-100.0;-70.17;-39.22;-22.57;100.0;74.51;74.69;59.8;38.45;12.87;-19.2;5.33;-1.83;-30.55;-24.23;-3.55;3.72;2.89;7.58;30.66;16.3;-15.45;15.29;47.83;27.03;13.03;5.7;1.83;-2.93;-12.79;15.6;5.56;-4.22;3.99;81.0;1;17:00:00;0;BAH;CRU;1.10;1.44;2.30;4.50;11.00;23.00;7.00;2.62;1.60;1.18;1.05;1.01
VIT X PAL 2018-08-19;321 (77%);383 (81%);21;17;47%;53%;7;1;9;1;5;3;18;16;3;3;;;3/7 (43%);1/17 (6%);7;8;11/26 (42%);10/21 (48%);73;67;18;25;2;8;1;0;16;15;36/80 (45%);22/50 (44%);;;416;471;;;12;4;9;4;12;2;14;5;14/19 (74%);16/22 (73%);26;9;1;2;3;2.00;1.75;2018-08-19;1.35;1.75;1.30;2.25;1.57;3.50;2.10;3.25;3.75;2.87;2.10;True;False;True;False;True;False;True;False;True;False;False;True;False;True;True;True;False;False;False;False;False;False;True;True;True;1.2;-49.21;-36.34;-100.0;-15.95;-7.7;-3.26;-2.53;-6.4;-1.59;-11.65;1.91;-10.45;20.8;15.39;-25.6;19.4;11.79;3.86;6.23;30.11;-74.5;2.34;-71.61;-37.16;-32.41;21.8;33.15;-28.4;44.6;23.72;15.28;5.86;11.59;-21.2;-12.59;-2.4;5.0;12.09;15.92;19.0;-100.0;-100.0;-73.08;-38.03;2.09;56.3;36.38;19.82;3.2;-2.35;28.65;2.98;-18.3;-5.47;-13.39;21.15;-100.0;-55.77;-16.12;-23.34;-14.59;-13.37;-9.7;-11.41;-5.68;-9.17;-14.6;-52.7;-35.32;-46.32;-30.19;-11.17;28.35;21.34;25.59;28.41;13.32;-41.94;-100.0;-71.49;-33.42;-21.51;-32.25;-30.93;-20.84;-21.8;-18.11;-10.51;-30.9;26.8;-72.0;0;17:00:00;-1;PAL;VIT;1.06;1.28;1.95;3.40;7.00;15.00;10.00;3.50;1.85;1.30;1.10;1.03
AME X FLU 2018-08-19;386 (84%);439 (85%);15;12;48%;52%;1;2;1;2;3;2;30;11;4;4;;;5/17 (29%);2/20 (10%);7;8;11/15 (73%);15/22 (68%);52;45;8;13;1;4;;;12;16;40/72 (56%);30/52 (58%);0;1;459;517;0;1;6;5;4;7;4;1;5;5;12/15 (80%);8/11 (73%);11;10;0;2;0;1.75;2.00;2018-08-19;1.40;1.36;1.60;1.61;2.20;2.40;3.10;3.10;3.20;4.00;1.95;True;False;False;True;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;True;-3.4;10.0;18.66;57.31;54.09;39.97;59.38;41.16;28.02;46.16;26.05;-4.62;22.03;32.78;7.9;55.32;31.88;17.2;7.65;4.31;-2.44;-2.44;4.0;80.93;49.78;16.08;12.03;0.64;-12.23;-3.75;6.7;6.64;-13.44;-2.6;-1.3;3.56;24.56;6.93;-46.4;-37.21;-37.0;-27.08;-27.55;-20.93;-6.1;-3.1;-33.82;-6.88;-15.49;-34.95;-17.12;-3.98;3.88;85.11;85.79;53.97;37.2;35.05;13.8;6.1;5.29;30.03;0.74;-82.87;-72.88;-41.51;51.13;23.84;23.48;47.82;38.1;15.4;16.08;-21.27;-40.63;-57.94;-25.12;-10.93;16.36;18.8;6.37;17.06;-19.3;31.7;10.47;-9.3;-0.58;-3.13;-37.7;12.4;-24.17;-2.0;0;20:00:00;0;FLU;AME;1.10;1.44;2.35;4.50;11.00;23.00;7.00;2.62;1.57;1.18;1.05;1.01
SPO X CHA 2018-08-19;473 (84%);272 (76%);10;18;61%;39%;;;0;2;2;1;16;32;6;2;;;2/21 (10%);5/17 (29%);11;11;3/12 (25%);8/15 (53%);44;66;20;17;2;2;;;17;15;31/53 (57%);26/60 (43%);1;1;561;358;;;5;3;3;2;2;3;2;3;16/18 (89%);17/20 (85%);7;6;1;2;0;1.61;2.20;2018-08-19;1.29;1.14;2.30;1.22;4.00;1.61;6.00;3.60;2.25;6.00;2.10;True;False;True;True;False;True;False;True;False;False;True;False;False;True;True;False;False;False;False;False;False;True;True;True;True;-0.6;-1.37;-1.37;33.4;18.44;32.01;39.2;16.49;5.45;1.44;-2.57;0.6;-52.89;-19.94;-6.51;5.2;6.21;12.6;33.87;-39.4;-22.97;-14.94;68.34;-20.47;-11.59;4.6;-2.11;-33.59;-21.25;-14.94;-11.33;-8.69;-28.82;77.43;-48.42;-31.07;-17.75;-9.84;34.56;23.76;30.0;29.51;2.7;-26.8;-19.17;45.44;21.4;-6.2;-10.2;-25.16;-21.04;-69.3;-69.24;-38.91;-34.28;-19.64;26.46;10.28;4.01;40.55;18.78;6.88;5.05;-48.27;-24.04;-28.1;-21.12;15.09;-19.42;-21.69;-11.77;-22.39;-6.41;-5.76;-16.8;-24.51;-27.75;-17.76;3.31;-11.16;11.22;-14.78;51.22;59.71;6.78;-27.78;-100.0;-70.4;-72.03;-1.37;-42.89;8.0;2;20:00:00;1;CHA;SPO;1.10;1.40;2.25;4.33;10.00;21.00;7.50;2.75;1.61;1.20;1.06;1.01
VAS X CEA 2018-08-20;269 (80%);383 (83%);19;24;43%;57%;0;2;0;3;2;2;37;25;6;4;;;7/26 (27%);8/30 (27%);8;15;7/14 (50%);7/11 (64%);56;64;21;16;4;1;;;12;4;23/58 (40%);23/50 (46%);1;0;335;464;1;0;7;11;8;8;2;6;5;5;13/19 (68%);10/15 (67%);12;16;2;1;1;1.61;2.20;2018-08-20;1.33;1.16;2.25;1.25;3.75;1.66;5.75;3.40;2.40;6.00;2.04;False;True;False;True;True;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;True;10.8;49.15;34.56;27.75;33.51;24.18;17.02;24.41;-20.07;-10.5;-30.59;10.62;-22.77;-51.94;-59.39;-34.66;-18.55;-10.44;-3.17;0.62;-29.73;-38.69;12.64;-18.32;21.7;34.04;-45.35;-0.39;2.65;-12.88;-54.22;-30.13;-28.05;13.85;-15.14;-10.48;37.6;18.31;-69.4;-50.91;0.0;-32.49;-24.51;-35.8;-15.33;38.56;-14.09;17.8;21.68;50.68;36.27;26.63;70.11;62.64;74.68;65.07;41.92;89.39;83.05;46.78;21.87;3.47;2.0;-69.37;-37.57;-50.52;-56.84;100.0;-58.15;-29.79;-17.18;-10.91;36.2;29.88;41.98;-25.8;-1.13;-14.16;100.0;-31.9;-7.77;17.0;46.56;36.48;26.39;15.72;18.09;10.93;47.9;60.23;33.26;94.0;1;21:00:00;0;CEA;VAS;1.10;1.44;2.40;4.50;11.00;23.00;7.00;2.62;1.53;1.18;1.05;1.01
CEA X SAN 2018-08-08;296 (77%);290 (78%);19;17;50%;50%;1;2;2;3;3;4;35;18;3;8;0;2;6/15 (40%);9/26 (35%);18;18;7/18 (39%);12/24 (50%);67;71;13;11;8;2;0;1;5;17;26/64 (41%);29/63 (46%);3;1;385;373;;;5;16;2;10;3;9;3;7;24/30 (80%);19/29 (66%);8;23;2;3;1;1.70;2.04;2018-08-08;1.41;1.57;1.36;2.10;1.66;3.20;2.45;2.90;4.00;3.25;1.90;False;True;False;True;True;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;True;1.6;22.38;11.95;100.0;100.0;100.0;59.57;66.9;31.09;13.94;0.61;2.55;-1.9;-3.13;-44.33;-16.82;-13.24;-11.38;-10.43;-32.69;-44.74;-49.13;16.12;-33.41;-24.06;-0.57;17.49;9.29;3.06;11.35;49.29;31.52;22.35;7.18;63.89;30.24;9.68;-30.07;40.3;-41.7;30.0;-6.9;-1.13;4.17;13.0;1.87;56.52;60.81;56.63;70.15;36.41;28.9;13.77;5.32;37.11;88.06;24.59;50.23;19.56;-100.0;-53.82;-32.75;38.13;21.42;79.89;52.8;81.22;53.7;40.58;42.9;35.62;44.2;27.05;25.95;28.28;19.04;13.43;56.5;81.04;34.73;32.44;56.14;42.19;33.56;37.91;16.69;-94.9;-52.04;-31.04;46.76;19.8;-25.0;1;20:30:00;0;SAN;CEA;1.11;1.50;2.60;5.00;11.00;26.00;6.50;2.50;1.47;1.16;1.05;1.01
BAH X INT 2018-08-22;257 (75%);440 (85%);17;27;39%;61%;2;2;3;2;3;5;31;11;5;3;1;0;3/10 (30%);9/34 (26%);11;15;8/14 (57%);6/19 (32%);66;66;18;15;2;4;;;15;10;29/72 (40%);31/40 (78%);1;0;343;517;;;7;13;6;13;5;2;7;7;14/28 (50%);12/17 (71%);14;20;2;1;1;1.57;2.25;2018-08-22;1.40;1.40;1.55;1.72;2.00;2.50;3.00;3.00;3.50;3.75;1.90;True;False;True;False;True;False;True;False;True;False;False;True;False;True;False;False;False;False;;False;True;True;True;True;False;10.0;-67.08;-38.21;-44.03;54.0;26.77;13.05;0.48;-19.07;-31.07;-14.01;18.65;-0.67;-2.8;2.95;-81.05;-43.89;-11.68;-4.23;-0.24;28.48;50.31;23.79;30.4;54.49;70.65;97.77;56.07;35.66;29.92;18.74;3.67;29.95;11.34;21.83;-18.8;8.2;49.51;27.29;34.83;-50.0;-53.08;-0.1;54.9;41.44;3.94;20.13;-28.1;-100.0;-67.54;-42.11;-22.96;-6.3;8.67;15.51;5.2;16.8;8.84;-33.11;-5.29;40.89;20.18;24.45;28.2;77.08;46.99;32.29;-12.0;40.44;16.69;11.84;59.2;41.75;40.04;38.16;36.94;39.79;22.88;-27.9;31.08;55.18;73.44;46.25;43.72;46.8;32.22;-32.8;-15.07;37.2;-17.98;44.63;-10.0;0;20:30:00;-1;INT;BAH;1.12;1.57;2.70;6.00;15.00;;6.00;2.25;1.44;1.12;1.03;-1
PAR X SPO 2018-08-22;318 (77%);255 (73%);19;24;55%;45%;5;0;6;0;3;5;9;25;9;4;0;1;12/25 (48%);2/17 (12%);8;10;4/10 (40%);3/6 (50%);48;51;12;14;2;3;;;10;15;29/58 (50%);27/71 (38%);3;2;413;349;;;8;5;7;9;4;2;6;11;11/13 (85%);14/14 (100%);14;16;1;3;1;1.66;2.10;2018-08-22;1.35;1.90;1.22;3.25;1.33;4.33;1.90;3.25;5.00;2.62;2.00;False;True;False;True;True;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;True;-10.0;-34.25;-16.69;-1.29;36.2;23.42;4.91;-47.8;-26.31;-17.26;30.07;-10.95;10.41;77.64;53.68;39.44;38.81;26.43;18.87;-14.6;-10.31;-14.84;-42.38;-42.46;-23.85;-54.1;50.0;7.98;8.73;0.04;47.67;32.23;25.02;-18.06;2.56;-7.6;48.53;32.83;-24.47;-7.17;60.0;7.12;-6.45;-9.35;-24.62;-39.61;-26.17;-42.99;-25.15;-12.54;-8.85;-12.33;13.5;-12.5;-39.75;-26.46;-34.61;-16.19;-83.68;-65.86;-79.59;-50.13;-62.77;-71.93;-75.3;-75.37;-52.92;-31.41;-6.34;-13.12;-56.32;-66.0;-41.65;34.97;2.95;2.51;-23.03;-2.23;-22.2;21.8;0.65;-16.2;-5.76;4.8;-9.99;-23.98;-41.85;-20.22;-5.58;-65.93;4.8;-58.0;1;20:30:00;0;SPO;PAR;1.10;1.44;2.40;4.50;11.00;23.00;7.00;2.62;1.53;1.18;1.05;1.01
PAL X BOT 2018-08-22;149 (65%);420 (83%);12;23;32%;68%;0;3;0;3;1;7;33;15;3;11;1;1;2/13 (15%);8/30 (27%);8;9;8/14 (57%);7/8 (88%);42;58;17;14;4;4;0;1;16;10;10/48 (21%);22/39 (56%);0;3;230;506;1;0;3;13;5;9;4;6;7;9;7/10 (70%);6/14 (43%);10;22;6;2;0;1.70;2.04;2018-08-22;1.25;1.07;3.00;1.10;7.00;1.40;9.00;4.20;1.90;8.00;2.37;True;False;True;True;False;True;False;True;False;False;False;False;True;True;True;False;False;False;False;False;False;True;True;True;True;4.4;40.1;77.58;86.32;58.22;15.52;15.3;8.24;6.88;15.87;13.15;7.02;39.54;3.48;4.64;14.79;13.57;25.62;58.83;36.89;73.1;66.09;8.57;53.92;42.02;26.28;-60.55;-59.27;-26.98;-18.22;-4.34;14.52;5.95;26.5;-5.2;11.0;19.27;51.52;66.99;70.21;35.0;36.38;26.04;-100.0;-95.28;23.75;-47.15;-34.96;-23.47;8.5;28.69;65.68;100.0;70.5;45.78;36.9;12.0;54.77;29.02;16.07;-18.0;7.4;-32.52;31.4;10.76;6.33;30.81;36.4;17.77;35.4;49.95;36.97;25.1;13.3;-20.83;17.12;65.2;100.0;28.05;100.0;100.0;87.97;62.81;86.14;100.0;93.9;89.13;81.67;38.27;21.82;-26.2;40.0;2;22:00:00;1;BOT;PAL;1.06;1.25;1.85;3.00;6.00;13.00;10.00;3.75;1.95;1.36;1.12;1.04
